A1: Ladder,B1: FastSpin-HT,C1: ,D1: ,E1: ,F1: ,G1: ,H1: ,A2: ,B2: ,C2: ,D2: ,E2: ,F2: ,G2: ,H2: 
29.36036,23.86595,20.84937,12.50233,29.00832,22.76303,15.89304,11.95821,36.49265,34.08431,26.49346,19.61163,35.95808,39.53057,22.04171,21.22252
29.67801,22.14834,19.26278,11.52775,26.62866,21.42386,14.73265,11.27743,34.61413,32.39895,25.59611,18.99442,34.45097,36.79861,20.30287,20.25418
30.8164,20.74378,17.84111,10.68812,24.32871,20.05224,13.7769,10.78491,33.02174,30.98153,24.6653,18.43822,33.29212,34.55463,18.89576,19.59927
33.98907,19.41463,16.61502,10.09269,22.24131,19.01064,12.98731,10.26862,31.69894,30.07313,23.58359,17.88973,31.90407,32.58697,17.63311,19.12796
38.94674,18.35037,15.50667,9.612269,20.41125,18.14838,12.37555,9.983279,30.71021,29.4192,22.67029,17.18257,31.02977,30.61365,16.43925,18.47326
47.02722,17.34849,14.43146,9.317409,18.86151,17.44029,12.13796,9.778132,29.74678,28.94936,22.13832,16.73583,29.97666,29.07133,15.42868,17.84554
59.11016,16.6432,13.47232,8.934787,17.52544,16.84665,12.02352,9.527509,28.90519,28.18917,21.49342,16.12389,28.50083,27.85021,14.48918,17.39218
76.61052,16.10552,12.68031,8.512075,16.23966,16.2778,11.88061,9.319937,28.18229,27.61954,20.90688,15.55696,27.39991,26.71424,13.74327,16.92477
100.4346,15.64463,12.00804,8.065268,15.35411,15.61961,11.77147,9.003304,27.60604,26.96698,20.92533,14.94705,26.1455,25.55623,13.23437,16.47854
129.7366,15.31397,11.42729,7.606799,14.42962,15.09695,11.60418,8.701791,27.13329,26.2636,20.61387,14.77125,24.45132,24.64627,12.79962,16.14021
163.4396,14.92735,11.02843,7.201758,13.54843,14.56104,11.28467,8.372577,26.63923,25.81626,20.51276,14.65274,23.56243,23.70782,12.6417,15.93802
201.0068,14.62665,10.72381,6.845473,12.52795,14.09055,10.99533,8.022079,26.28146,25.19495,20.39699,14.38718,22.56172,22.73759,12.49253,15.78411
239.7854,14.3377,10.41839,6.488695,11.68147,13.60195,10.69806,7.703949,25.86085,24.59179,20.41058,14.39657,22.58765,21.83058,12.29383,15.60298
275.3477,13.98034,10.1052,6.295085,11.06786,13.23155,10.40563,7.399486,25.26897,24.2509,20.14209,14.32641,22.67416,20.88654,12.17728,15.40496
305.3494,13.75876,9.850645,6.046464,10.46836,12.77141,9.969514,7.118124,24.73485,23.92674,19.53647,13.88602,22.56058,20.14304,12.06691,15.17611
326.3961,13.57222,9.6334,5.851068,9.846464,12.32875,9.473683,6.897385,24.39966,23.65704,18.81519,13.38464,21.6226,19.43123,11.85348,14.77661
337.4117,13.33652,9.337339,5.687683,9.340117,11.97051,9.054724,6.676512,24.19845,23.4327,18.52794,13.05742,20.88081,18.87556,11.63976,14.2827
334.6849,13.10696,8.99644,5.529119,8.791477,11.56774,8.637369,6.564785,24.07736,23.43627,18.52637,12.56235,20.20759,18.51857,11.34703,13.73824
322.0218,12.75255,8.678298,5.343736,8.314715,11.19957,8.243638,6.467577,24.02466,23.61598,18.47804,12.43777,20.01972,18.02019,11.09242,13.13687
300.4517,12.45205,8.369843,5.233147,7.803092,10.87102,8.004396,6.415668,24.09919,23.56901,18.62436,12.61323,20.32556,17.55244,10.80463,12.53099
272.4044,12.14619,8.06321,5.078173,7.318892,10.62426,7.804984,6.235476,24.24141,23.47227,18.96508,13.20854,20.72641,17.33019,10.44064,12.11308
239.2989,11.68923,7.784786,4.980279,7.099478,10.51345,7.605821,6.06403,24.25178,23.45428,19.61181,13.74836,21.36771,16.95556,10.14776,11.70405
204.6666,11.25709,7.581016,4.889282,6.759709,10.37421,7.286298,5.933032,24.24609,23.41934,19.30366,13.96438,21.93266,16.71098,9.861758,11.30486
171.1921,10.88164,7.391964,4.774397,6.441667,10.25391,7.058042,5.827794,24.2225,23.32397,19.09698,14.22874,22.02275,16.44059,9.605688,10.86303
140.873,10.54896,7.265894,4.676216,6.16221,10.18575,6.951967,5.761504,24.13565,23.27398,19.00738,14.30521,21.53012,16.05823,9.382363,10.51099
114.3561,10.26918,7.064061,4.655157,5.90964,9.923106,6.742959,5.766224,24.03593,23.35823,18.79778,14.0816,20.93492,15.77932,9.104753,10.22215
94.8364,9.922474,6.885466,4.621651,5.682858,9.796945,6.609663,5.783627,23.85751,23.4283,18.32965,13.72002,20.38372,15.64205,8.866534,10.03474
79.43863,9.75027,6.642143,4.56834,5.469625,9.687374,6.537753,5.835275,23.88071,23.49998,18.14419,13.52996,20.0844,15.52598,8.827295,9.833345
67.80517,9.727215,6.490193,4.531446,5.237562,9.524005,6.430406,5.718638,23.96915,23.40959,18.36312,13.75817,19.73789,15.72862,8.800839,9.731442
59.73133,9.555654,6.43604,4.469899,5.137673,9.378101,6.334527,5.682046,23.89705,23.21,18.65872,14.25295,18.84914,15.68698,8.741682,9.58846
53.70596,9.399589,6.374663,4.41879,4.894448,9.246057,6.235248,5.668653,23.77446,23.03776,18.70317,14.50109,18.85319,15.8547,8.791222,9.446136
49.39478,9.350593,6.391594,4.334644,4.724247,9.194453,6.124919,5.654893,23.79891,23.00781,18.78918,14.8653,18.61469,15.75565,8.945129,9.277076
45.76464,9.300764,6.428936,4.305268,4.603914,9.107575,6.08684,5.694688,23.86707,23.0993,19.2445,15.12936,18.52391,15.63607,9.156102,9.146746
42.72266,9.223729,6.331453,4.296,4.586574,9.108068,6.010138,5.72206,24.02257,23.23735,19.61738,14.93252,18.7585,15.6008,9.216624,9.04942
40.46085,8.911512,6.35379,4.359156,4.566213,9.167183,6.011629,5.735649,24.20263,23.3583,19.80885,14.86212,19.76167,15.54224,9.29262,9.007263
38.46838,8.742789,6.298994,4.365192,4.563319,9.202805,6.012359,5.779771,24.49045,23.33585,20.10591,14.64161,19.93156,15.57914,9.471051,8.97555
36.39228,8.588246,6.341837,4.258442,4.570243,9.194344,5.98906,5.848361,24.72056,23.22392,20.65549,14.63473,20.49548,15.72855,9.67565,8.962973
34.86,8.35973,6.383645,4.174207,4.618843,9.167376,6.045135,5.931105,24.73812,23.12909,20.91197,15.08482,21.07166,15.7185,9.555478,8.859993
33.67677,8.171914,6.418548,4.062609,4.717379,9.188022,6.050974,5.996478,24.80097,23.10819,21.35835,15.84378,21.46469,15.8277,9.516191,8.733671
32.6273,8.131567,6.516691,3.974165,4.671209,9.262614,5.961944,6.010933,24.78653,23.33168,21.41508,16.78673,21.53107,15.85923,9.583321,8.7185
31.65934,8.032504,6.480442,3.949334,4.670505,9.376876,5.953976,5.983025,24.81163,23.56613,21.66925,17.28144,21.8222,16.15029,9.631164,8.684816
31.82152,7.999971,6.384171,3.948091,4.587629,9.500935,5.995029,5.933095,24.76728,23.85732,22.14572,17.43509,22.10019,16.37869,9.585629,8.571323
33.78693,7.900461,6.340128,3.91678,4.487431,9.480027,6.078012,5.79964,24.80123,24.01841,22.44805,17.78672,22.35615,16.38541,9.542911,8.544922
37.75161,7.871679,6.322406,3.850759,4.354276,9.378917,6.120522,5.704857,24.82676,23.91172,22.81469,17.39111,21.44809,16.55527,9.551622,8.47436
45.61508,7.857444,6.403308,3.708002,4.216184,9.287057,6.241038,5.686831,25.06541,23.92505,23.13096,16.98168,21.77697,16.72348,9.521757,8.440034
58.90379,7.861793,6.47549,3.627989,4.267646,9.160242,6.327467,5.682514,25.22249,23.93131,23.46329,17.02571,22.42542,16.75409,9.497465,8.377668
77.89709,7.921968,6.564962,3.57996,4.400597,8.98197,6.337945,5.744084,25.39012,23.8487,24.08561,17.14527,22.88588,16.75798,9.430429,8.261489
104.2519,7.94647,6.722978,3.556577,4.449205,8.808728,6.346457,5.823997,25.54708,23.83243,24.29504,17.48857,23.01344,16.78855,9.377894,8.25265
137.0462,7.87448,6.797536,3.509067,4.478275,8.712301,6.366673,5.927122,25.68224,23.96044,24.59893,17.66573,23.31617,16.76191,9.434946,8.23727
175.7496,7.936853,6.835344,3.497082,4.373475,8.732981,6.359461,5.962484,25.78446,24.12917,25.17342,17.74463,23.44554,16.70162,9.595755,8.212755
219.2703,7.953403,6.958198,3.446545,4.222851,8.696996,6.402009,5.937915,25.86068,24.24989,25.71889,17.90144,23.27056,16.49526,9.674318,8.175375
263.3661,7.896791,7.017521,3.430839,4.141408,8.781172,6.427996,5.995915,25.9935,24.44774,25.95335,17.80335,22.97333,16.35932,9.693875,8.084234
303.7724,7.87801,7.03437,3.425797,4.0571,8.961427,6.475696,6.091343,26.16934,24.69501,25.87958,17.89654,23.07045,16.21399,9.678343,8.039538
336.4431,7.856144,7.081125,3.4179,3.992411,9.024681,6.409938,6.177284,26.37842,24.81287,25.99906,18.2453,23.42328,16.13979,9.6953,7.970261
356.1559,7.888811,7.050223,3.48042,3.974788,8.921786,6.365265,6.321311,26.56894,24.84333,26.2659,18.22305,23.59893,16.0114,9.619642,7.881098
362.4178,7.754101,6.968984,3.479516,4.00467,8.873756,6.368854,6.469216,26.7528,24.91617,26.63726,18.73782,23.42079,15.75078,9.24674,7.765939
354.7712,7.527405,6.93304,3.459376,4.029607,8.840805,6.301836,6.553491,26.8965,25.16637,27.02316,19.29773,23.51498,15.60593,8.886145,7.655606
333.4911,7.431115,6.849864,3.430717,4.024788,8.825734,6.262588,6.577086,27.01837,25.3433,27.43311,19.49207,23.9569,15.37913,8.702441,7.534437
302.1969,7.265655,6.781155,3.416892,4.048254,8.76299,6.279142,6.548162,27.27573,25.52416,27.92254,19.56149,24.41349,15.09543,8.625261,7.452611
265.3936,7.173902,6.726833,3.387899,3.948425,8.81905,6.311387,6.60675,27.64378,25.55771,28.50644,19.53473,25.27099,14.97653,8.572035,7.285759
226.1754,7.116144,6.680666,3.374701,3.910793,8.891038,6.319001,6.612016,28.08071,25.73336,28.87455,19.89166,25.12498,14.79323,8.502412,7.222754
188.5981,7.086001,6.674584,3.343418,3.723189,8.853077,6.310842,6.66995,28.43209,25.78426,29.42371,20.20407,25.25507,14.80965,8.422072,7.14548
154.9857,7.086399,6.63852,3.441481,3.61171,8.836378,6.290999,6.794308,28.71136,25.99643,29.85652,20.54148,25.70155,14.84028,8.400522,7.091543
126.7765,6.9946,6.577845,3.445392,3.65587,8.875075,6.307775,6.916838,28.85141,26.1695,30.47184,20.98086,25.93403,14.80169,8.314377,7.032131
104.4682,6.884189,6.575967,3.501523,3.668121,9.056606,6.269482,7.055954,29.0843,26.45812,31.21029,21.73987,26.54382,14.84731,8.097102,6.934439
86.40923,6.859462,6.628667,3.524667,3.715852,9.231873,6.233898,7.225864,29.24663,26.6673,31.91547,22.05061,27.38036,14.79766,8.027786,6.876833
72.33184,6.75549,6.607936,3.502009,3.822992,9.379779,6.179983,7.370688,29.59621,26.76837,32.4627,22.52413,28.14302,14.75227,8.069012,6.866696
62.46846,6.750898,6.616505,3.410467,3.826498,9.47453,6.237946,7.537274,30.00045,26.57036,33.25567,22.77994,29.09613,14.6727,8.008798,6.862895
55.74793,6.720706,6.662265,3.381477,3.939258,9.603492,6.323718,7.603139,30.31796,26.71821,33.88002,23.61222,29.3036,14.37992,7.914093,6.841711
51.36002,6.700287,6.736901,3.355168,3.951989,9.687717,6.381559,7.664901,30.50111,26.72479,34.34693,24.3124,29.56861,14.15016,7.854064,6.838146
48.14389,6.714344,6.779281,3.384533,3.992038,9.658488,6.308273,7.755428,30.61121,26.72792,34.82379,24.67828,30.26079,13.97119,7.831567,6.875111
45.44252,6.696549,6.701812,3.383799,4.055972,9.581916,6.236457,7.736543,30.60939,26.69314,35.0244,25.14563,30.38103,13.759,7.845004,6.904386
42.28834,6.654934,6.722822,3.397734,4.032964,9.654358,6.129607,7.742486,30.72018,26.73795,35.38529,25.69337,30.25781,13.62956,7.811302,6.94161
39.2537,6.611494,6.767955,3.438834,3.831077,9.656957,6.08414,7.818903,30.65851,26.82705,36.23546,26.21873,30.24638,13.71858,7.810761,6.998508
36.34789,6.5807,6.783225,3.450833,3.662334,9.672542,6.062016,7.948263,30.93501,26.88607,36.80439,26.83987,30.23334,13.77407,7.748314,7.068645
33.82403,6.561556,6.720263,3.463629,3.502196,9.635961,6.115235,8.161433,31.12517,26.89851,37.83473,27.59566,30.57175,13.68429,7.597314,7.033962
31.45111,6.485752,6.699502,3.460616,3.302109,9.709554,6.161153,8.168848,31.42091,27.02172,38.78796,28.22416,31.57997,13.60461,7.50941,6.972891
30.25164,6.421653,6.696172,3.63585,3.180144,9.803159,6.096108,8.271865,31.6606,27.08772,39.59069,29.03992,32.44394,13.45792,7.482091,6.911592
29.89255,6.48397,6.716641,3.650726,3.168756,9.8828,6.002045,8.306022,31.84899,27.09647,40.66048,29.23065,33.53186,13.34228,7.389431,6.958231
30.38145,6.46971,6.679363,3.672937,3.34368,9.951538,5.92628,8.288264,32.00853,27.04446,40.71538,29.55978,34.28269,13.30105,7.273993,6.919441
31.96683,6.385391,6.77351,3.618955,3.419808,10.15109,5.825331,8.301531,32.17887,27.06246,40.78164,29.81631,34.73286,13.36149,7.242679,6.90409
35.49479,6.368934,6.81719,3.593802,3.531285,10.29841,5.818293,8.352414,32.26327,27.15636,40.64248,30.45986,35.13413,13.3869,7.208789,6.963029
42.62049,6.367831,6.855287,3.547465,3.631974,10.43435,5.890343,8.540852,32.62268,27.24545,40.35319,31.26942,34.99889,13.23981,7.083698,7.037267
54.60561,6.380007,6.828619,3.633378,3.74778,10.52191,5.856869,8.787133,32.76155,27.27424,40.97047,32.14043,35.68617,12.98242,7.003415,6.937928
72.56392,6.398176,6.777392,3.712647,3.791729,10.59333,5.869302,8.921136,32.942,27.48524,41.78766,32.93178,36.73594,12.78199,6.980763,6.843529
98.82992,6.356064,6.671394,3.90059,3.772766,10.71815,5.848874,9.077464,33.01875,27.50519,42.467,33.92458,37.42188,12.57929,6.831424,6.813115
135.1689,6.354346,6.635865,4.012684,3.805572,10.83857,5.815475,9.18641,32.9767,27.56564,43.60928,34.62985,38.16383,12.42419,6.729564,6.782643
179.3285,6.230626,6.64612,4.144002,3.849876,10.98628,5.717875,9.234489,32.84027,27.59434,44.6755,35.17599,38.45707,12.37581,6.632715,6.727188
228.306,6.139057,6.632822,4.20326,3.707641,11.10782,5.650089,9.308795,32.7803,27.67267,45.42648,35.80466,38.86338,12.41168,6.616216,6.712274
277.9393,6.133023,6.516416,4.200603,3.637666,11.21296,5.563894,9.432493,32.67221,27.91217,45.74601,36.26589,39.06649,12.279,6.701833,6.750155
323.3859,6.074576,6.42898,4.122997,3.56575,11.24455,5.567521,9.527571,32.79241,27.9858,46.13051,37.07726,39.53686,12.13557,6.661866,6.794672
355.6473,6.164489,6.320301,4.16134,3.642901,11.32327,5.573186,9.664047,32.65538,28.12357,47.01476,37.6521,40.95837,12.03294,6.693028,6.751483
373.6708,6.09841,6.177955,4.243614,3.617845,11.32337,5.55206,9.826333,32.97816,28.1426,48.15646,38.26411,42.25707,12.01645,6.720109,6.707787
376.3557,5.988517,6.088195,4.357467,3.525176,11.34291,5.620683,9.931787,33.29978,28.06677,48.523,38.77542,42.95269,12.00413,6.585863,6.718254
364.0501,5.855387,6.050907,4.483232,3.561606,11.48368,5.647755,10.06072,33.48819,27.9986,49.4529,39.32821,43.48876,11.98133,6.595609,6.650226
338.6033,5.69743,6.113595,4.648359,3.569608,11.66505,5.696963,10.13564,33.49129,28.12494,49.96844,39.92584,43.45496,11.96214,6.561516,6.677115
304.2271,5.59828,6.203941,4.73852,3.659441,11.71904,5.802539,10.2987,33.58046,28.07562,50.43413,40.44093,44.43302,11.97541,6.547864,6.703039
265.5099,5.648809,6.274331,4.799742,3.720787,11.77385,5.865546,10.56336,33.48468,28.27785,50.89584,40.87807,45.54337,11.94665,6.528568,6.691964
226.7,5.535207,6.345897,4.792514,3.851237,11.91332,5.963438,10.77716,33.46156,28.44118,51.86497,41.42268,46.64619,11.92157,6.522494,6.698387
188.9866,5.648268,6.215086,4.827538,3.96956,12.0668,6.01846,10.94282,33.38353,28.54486,52.57745,42.16426,48.05913,11.96137,6.538254,6.651421
155.6962,5.698402,6.175974,4.918692,3.941087,12.09142,5.883289,11.08716,33.66666,28.298,53.40148,43.23098,48.55923,11.94991,6.515392,6.638398
127.347,5.666111,6.164555,4.976874,3.87088,12.10234,5.935317,11.19334,34.01494,28.17701,54.02747,44.26436,49.07488,11.97753,6.470982,6.623371
104.2236,5.673059,6.128596,5.047235,3.978578,12.16146,5.908434,11.24516,34.24687,28.03682,55.19904,45.36583,49.5209,11.8155,6.573874,6.562301
86.38089,5.647701,6.112229,5.193153,4.062635,12.22263,5.958673,11.25918,34.30904,27.91422,55.20699,46.22707,50.00497,11.79822,6.574165,6.657483
72.8399,5.648133,6.136408,5.337962,4.203206,12.1931,6.040538,11.30929,34.39536,27.73729,55.46183,46.83,51.59937,11.74814,6.624128,6.710233
63.41135,5.677812,6.232806,5.459046,4.302025,12.06868,6.090354,11.49,34.52839,28.08727,56.11641,47.06845,53.14591,11.61233,6.607587,6.764459
57.18488,5.630818,6.289723,5.520056,4.374921,12.14731,6.198695,11.66629,34.42772,28.32307,57.31902,47.38923,53.75636,11.60872,6.575842,6.807142
52.71737,5.585621,6.26781,5.561543,4.402309,12.07365,6.247326,11.80199,34.56726,28.51393,58.21189,47.67405,54.62152,11.53756,6.546949,6.826663
48.70179,5.587928,6.257155,5.535022,4.343339,12.07726,6.221254,11.89901,35.10242,28.63144,58.85567,48.50163,55.45101,11.5242,6.469576,6.732052
45.25747,5.513515,6.335721,5.498552,4.216281,12.16541,6.265726,12.06622,35.52869,28.83557,60.03497,49.50253,56.52048,11.51015,6.388251,6.617206
42.68486,5.36656,6.36333,5.440969,4.182311,12.30139,6.176438,12.17441,35.75056,28.67994,61.41947,50.55966,58.02594,11.35212,6.388179,6.518852
40.09886,5.238255,6.314575,5.478717,4.209561,12.36476,6.269682,12.24991,35.75471,28.60112,61.98636,51.22458,58.94149,11.35612,6.397019,6.499192
37.86454,5.10025,6.346147,5.610805,4.317887,12.44644,6.340656,12.33662,35.67617,28.58991,62.47892,52.03619,60.49924,11.49712,6.459237,6.469043
36.51752,5.130692,6.452225,5.788112,4.465812,12.54254,6.388374,12.50319,35.76827,28.71829,63.23056,52.73279,61.56614,11.56312,6.50887,6.4491
35.56162,5.183565,6.531354,5.971065,4.614408,12.61067,6.460013,12.62554,35.89655,28.69604,64.20171,54.00977,61.97023,11.66137,6.491648,6.454372
35.30291,5.199476,6.714039,6.182394,4.658935,12.47869,6.452692,12.80234,36.29167,28.73215,64.57404,54.76443,62.72607,11.57013,6.483646,6.440001
36.24801,5.297922,6.753453,6.254634,4.701678,12.56579,6.448555,12.92459,36.94754,28.84783,64.96256,55.82979,63.44769,11.54111,6.520058,6.370271
38.9977,5.177921,6.777233,6.344249,4.694788,12.65187,6.412246,13.04372,37.31434,29.13684,65.7634,57.31587,63.76294,11.48925,6.516452,6.336537
44.3133,5.025204,6.830311,6.318165,4.71896,12.87233,6.27933,13.12717,37.43012,29.169,66.8136,58.46951,64.29251,11.40468,6.499439,6.39021
52.85263,4.872388,6.785568,6.189731,4.717525,13.04266,6.366166,13.24298,37.49479,29.32235,67.96051,59.23314,64.68971,11.40955,6.564545,6.45006
67.21001,4.748408,6.750008,6.1436,4.730304,13.36202,6.383101,13.36436,37.29863,29.48879,69.48196,59.95178,66.60014,11.61899,6.58528,6.388812
90.91929,4.775445,6.77228,6.067668,4.672252,13.61056,6.47208,13.48138,37.24446,29.58582,70.62566,60.54673,67.84238,11.80183,6.617044,6.366964
125.1924,4.798037,6.824043,6.14136,4.522989,13.7655,6.583603,13.57026,37.6212,29.59702,72.05229,61.58274,69.39281,11.99028,6.628924,6.332926
171.6615,4.850389,6.893033,6.208435,4.465521,13.78059,6.700918,13.62463,38.04678,29.58696,73.04986,61.78631,70.86404,12.07169,6.649389,6.323775
227.2827,4.999461,6.951532,6.270262,4.590606,13.9439,6.792498,13.69769,38.42542,29.44735,74.0174,62.20399,71.75391,12.12778,6.780558,6.310949
284.9759,4.99654,6.914525,6.421358,4.732661,13.89523,6.884943,13.81229,38.72421,29.56465,74.98804,63.28193,72.36187,12.19268,6.900854,6.346141
338.5886,4.832839,7.009288,6.503941,4.756044,13.91486,6.925583,13.92804,39.12757,29.61002,76.09014,64.38527,73.02065,12.32012,6.996433,6.360868
379.743,4.718657,7.044852,6.564104,4.815299,14.00188,7.080372,14.14477,39.47006,29.74497,77.37429,65.06883,73.52128,12.39255,7.128062,6.310034
401.437,4.585896,7.078545,6.617353,4.917255,14.27519,7.185916,14.3528,39.57843,29.93154,78.87763,66.18613,74.43478,12.37124,7.105638,6.232811
404.3971,4.560337,7.130005,6.720486,4.981163,14.43564,7.2473,14.55268,39.98647,30.2571,79.96209,68.00259,75.53525,12.32387,7.082155,6.217566
390.5492,4.513317,7.042625,6.76885,5.061687,14.66961,7.25359,14.74382,40.29224,30.45855,80.94157,69.7814,77.46909,12.3533,7.076109,6.162889
363.3007,4.497958,6.995185,6.784907,5.167957,14.92605,7.225071,14.8953,40.74589,30.56991,82.2124,70.55168,78.92133,12.37925,7.054471,6.154865
326.3321,4.576044,7.014812,6.749709,5.231505,15.31798,7.225405,15.08545,41.11529,30.54979,83.49593,71.68034,80.43254,12.34157,7.027805,6.267047
283.8617,4.696621,6.981316,6.701193,5.292218,15.52898,7.246894,15.32137,41.48484,30.52672,85.15132,72.89097,82.18903,12.33637,7.116496,6.443184
241.995,4.629868,6.976552,6.654541,5.213032,15.76828,7.3625,15.52433,41.98135,30.48644,86.96589,74.18082,84.00568,12.44898,7.211653,6.561431
201.5028,4.58745,6.956924,6.643269,5.158551,15.98672,7.482155,15.80299,42.49995,30.42407,87.97449,75.4828,85.415,12.68221,7.338003,6.559309
164.8597,4.616883,6.847703,6.659563,5.080904,16.25346,7.624915,16.06121,42.86679,30.42956,88.53471,76.49476,86.24121,12.80069,7.407983,6.568888
133.9028,4.621861,6.742438,6.609018,5.16245,16.4136,7.676384,16.2988,43.372,30.65756,89.06097,78.64783,87.44725,12.91653,7.328985,6.649899
109.9897,4.618651,6.584621,6.579031,5.139773,16.53169,7.685145,16.55595,43.55699,30.87473,90.15717,80.72523,88.634,12.93624,7.328641,6.718238
91.51447,4.558611,6.493793,6.637615,5.144589,16.69205,7.801586,16.74676,44.11076,30.99494,91.39579,82.41939,89.36295,12.84067,7.320935,6.823408
78.4519,4.534079,6.374043,6.668354,5.035014,16.91224,7.996604,16.87776,44.61549,31.11669,93.0249,84.55107,90.73906,12.62841,7.314146,7.040712
69.42549,4.410618,6.317284,6.654608,5.134029,17.07019,8.10216,17.08073,45.10656,31.2438,95.12961,86.14429,92.43551,12.34865,7.40209,7.25109
66.04361,4.321816,6.296413,6.666526,5.311985,17.31717,8.270868,17.37038,45.57246,31.47241,98.05777,87.77296,94.69507,12.25404,7.455435,7.34916
65.72964,4.221434,6.378618,6.724686,5.532334,17.54707,8.365642,17.72876,45.90453,31.62638,100.1107,89.65704,97.18273,12.352,7.572705,7.331017
70.60557,4.132324,6.338395,6.670396,5.815088,17.7414,8.514794,18.02467,46.50698,31.82077,101.6488,90.19399,99.49185,12.42537,7.596259,7.217175
80.73652,4.011659,6.321658,6.510612,6.071916,17.92087,8.570074,18.28663,46.96841,32.09636,103.2318,91.29465,100.8562,12.56551,7.548049,7.198993
98.90504,3.914696,6.351969,6.47789,6.078353,18.18238,8.623925,18.5798,47.25112,32.31221,105.3287,92.72869,101.9813,12.78153,7.473421,7.198493
128.5433,3.934943,6.343338,6.577085,6.147073,18.43638,8.790781,18.80607,47.54638,32.44441,107.1277,93.68279,103.0079,12.99542,7.530107,7.29509
171.2353,3.918263,6.241843,6.619778,6.000443,18.68013,8.957284,19.01599,47.77123,32.56859,108.6905,94.83941,105.2718,13.11962,7.631535,7.456408
227.2503,4.044041,6.169651,6.582039,5.899317,18.86056,8.966414,19.33741,48.18184,32.79109,110.0703,95.87448,107.3203,13.08446,7.800197,7.579209
291.6062,4.185314,6.139097,6.60273,5.988119,19.09731,9.034376,19.77843,48.22367,32.88243,112.0411,97.47498,109.2137,13.05076,7.830261,7.593571
355.9393,4.189188,6.178648,6.74993,6.131749,19.5778,9.064315,20.25872,48.2931,32.88762,113.9435,99.03899,110.8217,12.92001,7.846223,7.596725
412.2655,4.120363,6.136848,6.748204,6.440254,19.95277,9.221313,20.58673,48.9609,32.99809,115.8189,100.7184,113.137,12.78201,7.752001,7.594203
451.2026,4.049666,6.104793,6.81901,6.658328,20.2758,9.266402,20.91971,49.64626,33.05561,118.0995,102.7955,115.0819,12.6205,7.708927,7.645173
467.9809,3.971246,6.132234,6.949315,6.843018,20.65994,9.302226,21.27452,50.17519,33.14538,119.9816,105.2628,116.7186,12.66731,7.651282,7.705076
463.0894,3.977345,6.134146,7.089949,7.086832,21.0264,9.480415,21.51574,50.88449,33.29636,122.3153,107.1552,118.812,12.81922,7.666076,7.795481
438.0912,3.863616,6.089133,7.171178,7.015687,21.3755,9.683478,21.74545,51.60705,33.52932,123.7967,109.801,121.3446,12.91522,7.693998,7.811262
402.0682,3.918655,6.107072,7.107497,6.922375,21.64047,9.769886,22.04119,52.35012,33.80676,125.8276,111.8457,123.4319,12.99177,7.750352,7.880047
356.7924,3.897565,6.170353,7.125634,7.03331,21.83327,9.983315,22.42601,52.79269,33.92676,127.6239,114.361,125.0787,12.97122,7.6984,7.953465
307.6689,3.766645,6.249754,7.185908,7.267746,22.15817,10.13859,22.86339,53.2221,33.88032,129.8466,116.3088,126.1353,12.9066,7.634684,8.068417
260.1228,3.617785,6.281495,7.146166,7.305668,22.3879,10.34012,23.26503,53.60575,33.97716,132.127,118.3542,128.1608,13.02597,7.651159,8.258258
216.515,3.603382,6.305312,7.104833,7.380376,22.60417,10.44342,23.71492,53.88062,34.01806,135.0517,120.778,129.8185,13.09114,7.62727,8.348926
178.957,3.588804,6.315893,7.184064,7.549788,22.88002,10.60151,24.05123,54.19321,34.02702,137.8039,123.397,131.7858,13.17106,7.742602,8.331142
150.8413,3.667435,6.217483,7.28535,7.667316,23.22642,10.81567,24.4361,54.62853,34.11557,140.0145,125.4185,134.404,13.29877,7.775985,8.364586
133.2691,3.697128,6.155675,7.342062,7.632381,23.47094,10.94275,24.80927,55.02896,34.21923,141.7518,127.201,136.3893,13.20352,7.763995,8.302845
128.6482,3.769678,5.981186,7.346268,7.664474,23.59642,11.00182,25.17997,55.29066,34.44682,144.146,127.9168,138.9616,13.15093,7.680929,8.38071
136.4946,3.747863,5.849058,7.453552,7.833836,23.80177,11.15961,25.54517,55.84601,34.68799,146.6167,129.7917,141.2144,13.06191,7.630846,8.444481
159.2502,3.642501,5.792697,7.517981,8.074925,23.9651,11.2685,25.79598,56.66153,34.79358,149.0132,131.8807,143.1422,12.98911,7.619377,8.533691
196.5341,3.514094,5.849795,7.566578,8.152732,24.18718,11.40173,26.10906,57.09623,34.85932,151.0364,133.744,145.5621,13.117,7.704626,8.587848
245.1392,3.496694,5.903499,7.636996,8.185351,24.47817,11.58423,26.4464,57.5425,35.04206,154.0021,136.1982,147.1516,13.29505,7.764377,8.561499
300.5845,3.507107,6.005278,7.747923,8.367515,24.94908,11.86482,26.76127,58.1725,35.03509,157.0431,138.9601,149.2023,13.45683,7.873771,8.510509
352.239,3.638051,6.042692,7.85458,8.507599,25.41455,12.05623,27.26027,58.83857,35.10173,159.1765,141.835,151.5092,13.67445,7.829527,8.474512
392.6813,3.778547,6.050824,7.871734,8.641688,25.71595,12.22134,27.88163,59.47187,35.11689,161.5576,143.9984,153.5749,13.7337,7.743584,8.522135
416.4303,3.850049,5.966804,7.915368,8.800296,26.00694,12.40401,28.32133,59.91848,35.13252,164.3813,146.0558,156.7305,13.77879,7.632682,8.480599
