A1: Ladder,B1: FastSpin-HT,C1: ,D1: ,E1: ,F1: ,G1: ,H1: ,A2: ,B2: ,C2: ,D2: ,E2: ,F2: ,G2: ,H2: 
418.9287,3.86053,5.844122,7.968234,9.111485,26.23921,12.63157,28.70603,60.19134,35.34206,167.064,148.4056,159.8493,13.7698,7.587323,8.463027
401.6061,3.802817,5.74626,8.004221,9.396958,26.45155,12.85041,28.95512,60.8883,35.40895,170.0501,151.354,163.3203,13.76605,7.550509,8.437344
369.3672,3.684209,5.708031,8.058681,9.639327,26.66597,12.94464,29.34973,61.22993,35.42324,172.4238,153.1024,166.3451,13.87489,7.626523,8.369137
328.032,3.626439,5.748388,8.214859,9.762968,26.8751,13.06906,29.68079,61.52082,35.51746,175.1952,155.0614,168.8743,13.98479,7.729282,8.344543
282.4813,3.585017,5.83446,8.37429,9.929117,27.18193,13.10352,30.05972,61.88526,35.66291,177.6398,157.1355,170.9872,14.17384,7.864328,8.393937
235.4599,3.600266,5.880127,8.494905,9.798666,27.54883,13.05977,30.53852,62.29283,35.81345,179.831,159.9688,173.8668,14.38492,7.945221,8.361943
192.3732,3.58189,5.882607,8.59779,9.66437,27.91479,13.12859,31.07919,62.77627,35.74877,182.0519,163.3052,176.769,14.49614,8.040449,8.415622
155.546,3.513755,5.898368,8.673276,9.57796,28.27354,13.24243,31.43451,63.52953,35.81911,184.7077,166.5498,180.0605,14.55037,8.156726,8.372908
125.3578,3.508779,5.863404,8.729679,9.550282,28.48048,13.49649,31.83143,63.88701,35.9584,186.9561,169.7616,182.8459,14.53873,8.244631,8.372877
101.5497,3.538739,5.776934,8.694692,9.601332,28.76159,13.84869,32.1096,64.61518,36.05128,189.5453,173.2628,186.2846,14.46465,8.309001,8.404921
84.2598,3.533503,5.739594,8.700724,9.78034,29.12577,14.00178,32.4082,65.20674,36.14144,192.0919,175.8325,189.4428,14.53149,8.33578,8.409586
72.54762,3.609668,5.752221,8.811198,10.05072,29.48585,14.30032,32.67517,65.60159,36.05906,194.9432,178.6387,191.4828,14.61903,8.385203,8.399638
64.46856,3.684731,5.711234,8.993236,10.28942,29.77876,14.60242,32.96982,65.64381,35.91282,197.9672,180.872,192.4656,14.75953,8.366831,8.429525
58.60542,3.659503,5.661871,9.160681,10.40842,29.97949,14.73122,33.34544,65.41449,35.64982,200.9766,183.672,194.5965,14.83239,8.376462,8.360008
54.91248,3.534954,5.633856,9.316545,10.69889,30.2742,14.83958,33.73179,65.41429,35.27994,204.0144,186.2706,196.9673,14.80322,8.351517,8.326045
52.93952,3.390195,5.595472,9.432514,10.96679,30.51926,14.90035,34.10455,66.07194,35.36446,206.45,187.9913,200.1826,14.83265,8.313353,8.286382
52.1137,3.302135,5.58742,9.589638,11.10179,30.90686,15.01884,34.62607,66.26577,35.5988,209.5016,190.6578,203.5011,14.84293,8.309751,8.207168
52.45433,3.308028,5.637445,9.582042,11.19585,31.26515,15.16411,34.95913,67.06899,35.90804,211.8786,193.8706,207.4659,14.82104,8.320556,8.182435
55.75484,3.310802,5.62897,9.709312,11.44945,31.88459,15.22089,35.35069,67.83808,36.42321,214.127,197.0974,211.7412,14.95207,8.371881,8.143387
63.58171,3.39959,5.664527,9.849148,11.60019,32.5211,15.37887,35.74644,68.51143,36.66765,216.4231,199.9347,215.5523,15.04796,8.478511,8.083836
78.51437,3.471436,5.615276,9.994164,11.65233,33.00357,15.66076,36.04568,69.08253,36.69777,218.6217,202.8128,219.0167,15.13027,8.594357,8.002634
103.9753,3.431627,5.568726,10.08506,11.65384,33.37615,15.81209,36.37913,68.80108,36.59592,220.7875,206.2072,222.3534,15.15731,8.825423,7.89202
143.6181,3.370939,5.593827,10.1361,11.68623,33.59755,15.93857,36.70696,68.86713,36.46934,223.3331,209.3983,225.3461,15.13498,8.899831,7.802968
196.2593,3.305469,5.590924,10.26298,11.8013,33.76192,16.12083,36.99351,68.90363,36.64174,225.7521,212.0185,228.19,15.21371,8.931449,7.746287
260.1583,3.32406,5.63315,10.38666,12.08086,33.9448,16.3402,37.22768,68.51701,36.66895,228.9483,215.1491,230.4337,15.39333,8.918224,7.68357
324.9014,3.330908,5.672982,10.48477,12.20587,33.98086,16.57138,37.54979,68.66911,36.7621,232.0794,218.9948,233.5576,15.47868,8.807726,7.670131
380.3426,3.267676,5.554801,10.59364,12.58976,34.16816,16.6946,37.8311,68.93793,36.76468,234.9868,222.4034,236.53,15.57773,8.757147,7.674972
418.5315,3.292575,5.502476,10.66207,12.90206,34.2645,16.76784,38.13042,69.24451,36.73932,237.8137,224.8551,240.2399,15.60851,8.777465,7.684286
429.9507,3.244337,5.580333,10.78507,13.09969,34.33834,16.8994,38.31601,69.84119,36.51325,240.5739,227.8688,243.8589,15.66532,8.910611,7.700776
418.5714,3.179777,5.607308,10.97951,13.28969,34.63218,16.98834,38.52922,69.83109,36.45045,243.0674,231.3869,245.9632,15.74606,9.020993,7.62519
389.0515,3.127878,5.637046,11.20989,13.36907,34.78711,17.0329,38.83226,70.26273,36.39832,245.5089,234.7627,249.1197,15.81862,8.956576,7.608857
346.7603,3.126558,5.554846,11.4643,13.54778,34.94209,17.09537,39.20744,70.48238,36.49092,248.1113,238.3262,252.0555,16.1583,8.944483,7.491118
299.6681,3.146284,5.476865,11.71169,13.71549,35.23605,17.29421,39.57074,70.39859,36.56354,251.0625,241.4418,255.9484,16.49064,8.896606,7.425797
252.3639,3.203594,5.416965,11.90786,13.71332,35.29763,17.55809,39.94635,70.75343,36.96218,254.0449,244.703,261.4868,16.66758,8.875184,7.39322
207.9458,3.204544,5.402656,11.99912,13.80069,35.42615,17.77257,40.30767,71.20432,37.02439,256.7876,247.8821,267.1087,16.64835,8.925141,7.388552
168.7825,3.34473,5.433071,12.08776,13.91508,35.48758,17.92329,40.58367,71.68018,37.14833,259.2892,249.514,272.6021,16.56923,9.046067,7.484701
134.4766,3.451807,5.562212,12.14351,13.96679,35.6099,18.13872,40.88426,71.82069,37.12475,262.9763,251.9957,276.5304,16.5506,9.257671,7.513865
108.2833,3.579838,5.606128,12.28497,14.13558,35.96324,18.26894,41.11034,71.33617,37.19543,265.7926,255.4462,279.8102,16.53342,9.412526,7.546635
89.05423,3.57475,5.592519,12.4501,14.19199,36.22329,18.44328,41.09178,70.86718,37.18244,267.2848,259.3388,283.7785,16.4287,9.392061,7.562161
75.33582,3.546146,5.506003,12.59698,14.38584,36.44202,18.59204,41.15313,70.34924,37.24162,269.9257,263.9467,288.1251,16.61642,9.406776,7.474202
67.01682,3.521164,5.410958,12.87559,14.53855,36.7072,18.74184,41.32729,69.66969,37.36081,273.0145,268.871,292.7894,16.69518,9.355628,7.461979
62.78345,3.419165,5.349339,13.14141,14.54974,36.80012,18.84588,41.44062,69.339,37.52645,275.8029,273.9665,298.0611,16.76541,9.364455,7.439229
62.52289,3.2276,5.282508,13.36956,14.70375,36.92765,19.00774,41.66523,69.49084,37.27674,277.7094,278.2375,302.4281,16.56036,9.384248,7.409945
66.96894,3.171796,5.272578,13.61583,14.73522,37.06953,19.11411,41.99326,69.74673,37.28256,280.6427,281.7512,305.6501,16.46012,9.484359,7.383233
77.44917,3.216633,5.271916,13.8012,14.54213,37.18507,19.1892,42.47601,69.32826,37.2626,284.5284,284.9697,308.6085,16.43209,9.557011,7.31015
98.48845,3.287789,5.271395,13.92915,14.46108,37.26052,19.20838,42.96663,68.90068,37.27898,287.2193,289.1444,311.9909,16.50462,9.567482,7.386035
131.5595,3.347014,5.295095,14.11852,14.58934,37.40934,19.37584,43.12766,68.91105,37.35515,289.3785,292.3018,318.2049,16.62773,9.626301,7.426783
178.6433,3.406564,5.336364,14.26253,14.78283,37.62833,19.38057,43.30974,69.22152,37.44293,293.3401,296.1614,324.172,16.79624,9.580865,7.505379
237.8297,3.564447,5.338708,14.4739,15.10253,37.78809,19.47861,43.53031,69.68224,37.51192,297.2438,300.0135,331.2071,16.94047,9.585682,7.611425
301.5973,3.656355,5.320648,14.6861,15.48813,38.0371,19.52669,43.73322,70.03381,37.4347,300.3527,304.5392,339.0323,17.07467,9.593741,7.642944
360.6678,3.632899,5.251129,14.8336,16.0408,38.23341,19.65145,43.92258,69.83434,37.28131,303.5865,308.6773,344.3219,17.02167,9.693614,7.607203
404.7357,3.652367,5.177827,15.02287,16.42776,38.304,19.80696,44.06699,69.96748,37.34464,307.2283,313.3177,348.8275,16.98417,9.824183,7.512506
427.0515,3.702735,5.159501,15.2319,16.35408,38.33389,19.8953,44.3227,69.54033,37.47728,310.3929,318.7854,351.8443,16.96132,9.944409,7.47537
427.5068,3.738261,5.098554,15.49092,16.37795,38.31384,20.0626,44.54507,69.1921,37.59459,312.5846,324.1918,354.5685,17.07517,9.960939,7.448879
406.3419,3.805802,5.092052,15.77291,16.49417,38.42216,20.31046,44.75682,69.23992,37.83875,314.7035,329.351,361.1329,17.22391,9.971997,7.440793
368.8937,3.67728,5.108251,15.93358,16.50309,38.40947,20.47263,44.94944,69.27803,37.98994,318.3589,334.8659,366.6069,17.37266,9.930485,7.450274
322.6688,3.756458,5.195292,16.15449,16.55837,38.39177,20.77886,45.10643,69.44679,38.15269,321.789,338.4874,373.3745,17.41299,9.935447,7.473957
273.7106,3.702721,5.257499,16.49769,16.53362,38.49987,21.02536,45.34795,69.32555,38.11986,325.6025,342.2809,381.2932,17.51287,9.989949,7.457918
225.9234,3.640274,5.277515,16.75008,16.64686,38.45547,21.10352,45.60191,68.63663,38.26865,330.4681,346.3597,387.3925,17.5192,10.08838,7.43761
182.1409,3.561644,5.284274,17.06138,16.6337,38.42128,21.27671,45.79707,68.65477,38.35801,334.7983,350.4935,393.3195,17.51554,10.17146,7.416742
145.0237,3.580202,5.245293,17.42412,16.54906,38.47635,21.30314,46.05346,68.43587,38.57265,338.7551,355.1596,398.1105,17.56017,10.3085,7.445108
117.2402,3.555973,5.170705,17.7736,16.64887,38.66721,21.32384,46.26686,68.19501,38.72752,342.6919,360.5103,403.5949,17.58148,10.40521,7.470928
96.44852,3.54786,5.085032,18.00422,16.89234,38.81651,21.42465,46.4133,67.86142,39.09573,346.4417,366.3408,409.7205,17.62467,10.45691,7.440669
83.31231,3.532377,5.003911,18.21855,17.0123,38.87786,21.51352,46.50817,67.74123,39.36318,350.2592,372.8539,416.8788,17.77003,10.47492,7.438889
77.21625,3.64887,5.011973,18.4042,17.09327,39.05253,21.7211,46.55274,67.4029,39.60977,353.1845,378.4893,423.7987,17.80605,10.52901,7.376245
78.6653,3.721892,5.009499,18.76973,17.11179,39.27797,21.96786,46.81672,67.33097,39.71508,355.388,384.58,430.462,17.84928,10.64225,7.335443
87.44186,3.845252,4.992973,19.11979,16.96229,39.3245,22.03393,47.18724,67.24292,39.88811,358.6945,390.417,435.8929,17.98911,10.76308,7.32127
104.3094,3.876248,4.949655,19.51751,16.76847,39.37817,22.28165,47.50263,67.17791,40.05228,362.0036,396.1937,439.9478,18.12344,10.85985,7.381802
133.0251,3.980775,5.031793,20.00411,16.81067,39.47053,22.48321,47.70126,66.70551,40.23753,365.9378,402.6934,445.7036,18.19253,10.88793,7.446448
177.2565,3.975873,5.072494,20.48105,17.21737,39.69121,22.74303,47.7747,66.01543,40.30042,369.727,408.7655,452.3198,18.15933,10.92842,7.557952
236.8417,3.903347,5.050993,20.78273,17.62882,39.71892,22.94267,47.90991,65.78673,40.48097,374.7802,414.3263,461.0884,18.26652,10.84476,7.562881
300.8162,3.916532,5.026718,21.1913,18.00946,39.60002,23.06161,47.97047,65.59198,40.68748,379.946,420.9212,471.6992,18.39928,10.80391,7.531301
361.1997,3.929668,5.022547,21.53682,18.37557,39.61021,23.26882,48.00722,65.61187,41.09527,383.7073,427.4699,482.7702,18.63261,10.84191,7.519386
408.3848,3.998713,4.997268,21.93477,18.70826,39.72167,23.38296,48.31641,65.47686,41.41548,387.6796,433.8896,492.6561,18.72959,10.95839,7.474163
432.3686,4.035544,4.993573,22.39185,18.76095,40.03465,23.4747,48.80756,65.85423,41.79116,391.563,439.8219,501.1761,18.90242,11.09207,7.464495
427.48,4.025437,4.979038,22.78675,18.79405,40.06613,23.71231,49.28527,66.04064,41.89867,396.5579,447.2833,507.2152,19.06838,11.28764,7.532933
401.5774,4.129053,4.929272,23.20522,18.91564,40.30883,23.94325,49.69226,65.86153,41.9812,401.6507,455.366,513.7565,19.10962,11.36902,7.540885
361.6995,4.206652,4.956744,23.74077,19.0284,40.59907,24.2846,49.93667,65.19258,42.14561,404.9333,463.369,521.1212,19.13502,11.4533,7.587175
314.6703,4.259797,4.867616,24.35405,19.08793,40.73975,24.50012,50.27682,65.19854,42.20216,410.2159,472.4621,527.8021,19.16404,11.51517,7.577983
262.6591,4.341078,4.76581,24.75025,19.23582,40.70144,24.6337,50.54373,65.20702,42.4797,415.9481,482.8785,535.3148,19.09159,11.61304,7.542579
213.6889,4.402437,4.693762,25.03012,19.28301,40.67559,24.8166,50.776,65.1664,42.94656,419.3136,489.6143,544.3259,18.99725,11.73428,7.492143
170.1016,4.493942,4.728009,25.37971,19.40234,40.74105,24.91692,51.1037,64.74636,43.37685,424.2739,495.1778,553.775,18.96299,11.80338,7.44128
132.922,4.378776,4.724236,25.92968,19.52038,40.91152,25.12252,51.44527,64.64706,43.92042,429.4158,501.1708,563.1646,18.97104,11.77918,7.538152
103.0649,4.326454,4.860005,26.54103,19.73083,41.08831,25.33607,51.87549,64.13736,44.22176,435.6622,509.2581,571.5752,19.08832,11.84347,7.636323
82.28472,4.320453,4.933678,27.2073,19.87672,41.30295,25.55893,52.25167,63.54227,44.67461,443.1715,517.4324,581.9869,19.38563,11.9448,7.695901
68.22862,4.243061,5.043594,28.10189,19.92316,41.52588,25.82152,52.55528,63.06251,45.27595,448.0474,528.3135,594.1224,19.75687,12.07289,7.747212
59.36483,4.288815,5.040669,28.80914,20.13255,41.88329,26.11489,52.84304,62.80993,45.75597,454.4899,541.5651,604.1251,19.99049,12.27284,7.688272
52.84629,4.38272,5.009868,29.52143,20.46946,42.21674,26.33862,53.20436,62.94538,46.13875,458.5066,554.4229,614.6964,20.10332,12.47473,7.6826
48.54721,4.582508,4.95594,30.09239,20.65945,42.42914,26.66102,53.66954,63.23997,46.7074,461.2893,565.5197,626.7333,20.09066,12.71472,7.729665
45.47978,4.804417,4.97553,30.86357,20.86258,42.57331,26.83667,54.10475,63.36337,47.13379,467.4437,576.0966,636.7274,20.10788,12.85669,7.746899
43.19581,4.836709,4.952652,31.81287,20.96098,42.70079,27.06721,54.58231,63.47391,47.53679,474.3141,585.848,646.4809,20.18852,12.93554,7.891802
42.12447,4.894912,4.941408,32.88715,21.08977,42.64064,27.34386,54.99714,62.88863,47.92016,480.4288,597.8841,654.1801,20.38239,12.99216,8.001936
42.60419,4.973551,4.885777,33.91159,21.01592,42.45047,27.58487,55.35962,62.59352,48.43293,488.1147,610.3632,663.9226,20.58241,13.10364,8.048702
44.59232,5.081791,4.830555,34.95193,21.01664,42.4141,27.80987,55.67661,62.36885,48.81009,496.1125,621.6391,675.2025,20.79642,13.15961,8.126214
48.88787,5.114012,4.914886,35.96016,21.07786,42.48633,28.03742,56.05656,62.10913,49.17133,503.8163,633.6395,687.4138,20.9556,13.28582,8.188381
55.60542,5.210355,4.987571,36.78542,21.05296,42.53804,28.27141,56.42067,62.16765,49.6934,510.8356,643.9285,701.8801,21.06105,13.32499,8.290641
66.15575,5.288742,4.926013,37.84795,21.20776,42.76939,28.49245,56.94543,62.35593,50.54713,517.4532,655.2435,715.1752,21.05918,13.46173,8.39951
84.03247,5.416211,5.047528,38.96573,21.33045,42.89779,28.70475,57.47073,62.65535,51.44593,526.9778,668.3334,726.8104,21.07171,13.66949,8.386268
114.3519,5.506949,5.116685,40.10723,21.59821,43.12987,29.0483,58.09595,62.93637,52.20221,534.8041,680.8725,742.0781,21.1815,13.83784,8.391445
160.7943,5.580095,5.118681,41.36512,21.94569,43.04274,29.35699,58.68589,62.47924,53.01438,542.7339,695.4374,758.8571,21.48059,14.05191,8.364684
221.5673,5.614418,5.023844,42.58941,22.25948,43.11452,29.71884,59.26106,61.80779,53.81847,551.0341,713.0186,772.9419,21.6534,14.26767,8.385708
288.8572,5.634015,4.868639,44.09273,22.64288,43.23257,29.96971,59.82714,61.11195,54.44815,560.131,727.0585,786.9153,21.8032,14.41937,8.456394
350.8808,5.579872,5.056574,45.75255,22.9359,43.35999,30.22197,60.40509,60.59036,55.19474,569.2034,742.9666,802.2915,22.04216,14.47448,8.63143
396.2421,5.524209,5.007627,47.22842,23.18038,43.2586,30.4771,60.90445,60.3628,55.99197,577.9263,760.0148,818.658,22.2043,14.54055,8.822941
416.5397,5.516086,4.967864,48.94608,23.55189,43.41381,30.79964,61.57823,60.1359,56.84547,586.2499,777.8519,833.4273,22.33095,14.70137,8.935498
411.3235,5.575814,4.943381,50.80608,23.65756,43.62826,31.09646,62.26957,59.84646,57.76965,594.4764,798.2508,846.0739,22.54934,14.90504,8.955515
382.2386,5.660713,4.885798,52.61929,23.77391,43.77375,31.50679,62.83879,60.0444,58.61207,602.3256,814.9884,864.0182,22.86935,15.11819,8.98831
338.2763,5.774082,4.875636,54.50159,23.89266,43.87844,31.90327,63.39122,60.00633,59.57119,611.8248,832.422,884.6045,23.25655,15.4203,9.028743
288.6135,5.893826,4.813115,56.42401,24.14075,44.36691,32.36449,63.97449,60.01584,60.62413,622.1815,850.7051,902.4431,23.52345,15.65078,9.19105
237.4971,5.968346,4.825125,58.77514,24.37738,44.76123,32.89759,64.63066,60.20003,62.0768,633.6787,867.7963,921.7148,23.81874,15.80982,9.350366
188.8504,6.017187,4.971959,61.47506,24.62198,45.27641,33.48149,65.27307,60.67161,63.6702,644.9517,888.0679,941.7285,23.96355,15.95319,9.538571
147.1055,6.110244,5.011403,64.33336,25.02157,45.65366,34.07575,66.01028,60.57679,65.14632,656.6323,913.5095,964.5606,24.03396,16.12605,9.700864
113.9204,6.200195,5.179933,67.16964,25.49037,46.23487,34.81588,66.81422,60.16899,66.63788,668.6084,939.7517,987.5178,24.1394,16.36838,9.844591
89.93298,6.341647,5.297543,70.01733,25.83977,46.68489,35.40668,67.61744,59.62255,68.18443,679.7252,968.5615,1011.853,24.19975,16.6771,9.869471
72.65403,6.398879,5.372231,73.2582,26.25216,46.97652,35.86348,68.40437,59.67721,69.31753,692.3392,993.7177,1038.341,24.35425,17.01653,9.955153
61.00077,6.52263,5.44944,76.37091,26.67194,47.27231,36.35672,69.1767,59.8006,70.33212,704.6104,1020.597,1062.716,24.49858,17.37099,10.07055
53.9052,6.686886,5.440123,79.35262,27.11994,47.50313,36.69183,70.05221,60.12207,71.7967,716.9866,1047.282,1089.945,24.68636,17.5744,10.18774
48.92497,6.751747,5.480993,82.76942,27.56345,47.77045,37.01391,70.95138,60.48781,73.83303,728.1506,1070.833,1120.926,25.08047,17.91336,10.32038
45.13046,6.710848,5.5539,86.70374,27.7729,48.11755,37.47807,71.90474,60.62766,76.09518,741.7841,1100.802,1152.207,25.45054,18.26442,10.48106
42.56726,6.753914,5.578139,90.66396,28.0633,48.56102,38.1003,72.97762,60.49842,78.53137,753.4622,1128.711,1186.016,25.90637,18.50566,10.66421
41.11978,6.754984,5.629544,95.2532,28.33332,48.76995,38.97504,74.00175,59.96365,81.05656,767.5372,1155.967,1221.743,26.34924,18.78168,10.83876
41.04173,6.790186,5.610585,100.5481,28.56663,48.80832,40.0042,75.08885,59.63374,84.30238,781.5588,1184.34,1264.349,26.50779,19.04604,11.07752
41.87041,6.859736,5.662379,106.1195,28.86565,48.88307,40.89849,76.29077,59.57247,87.06779,797.2274,1212.57,1306.168,26.76058,19.33936,11.28753
44.0055,6.87136,5.575037,112.0547,29.12279,48.91862,41.87607,77.39655,59.54018,89.661,814.1278,1246.854,1340.78,26.90842,19.64829,11.44189
47.84404,7.020399,5.497671,118.5293,29.56164,48.91926,42.74193,78.56933,59.59635,92.62405,829.627,1287.013,1382.943,27.20514,19.82786,11.55996
53.4493,7.089781,5.554248,125.4489,30.02935,49.31337,43.4282,79.85429,59.47867,95.91061,844.0848,1323.784,1421.863,27.48962,20.21192,11.70871
62.10092,7.184333,5.714787,132.8652,30.88538,49.85408,44.29505,81.0192,59.5281,99.70338,862.1801,1367.352,1464.322,27.92273,20.57368,11.91215
74.76178,7.231308,5.919951,140.5889,31.90332,50.6529,45.2858,82.50549,59.80088,103.6055,886.8212,1416.386,1511.085,28.46587,20.92313,12.14681
94.44015,7.371555,6.042224,148.9893,32.95596,51.37092,46.39895,84.05772,59.67761,107.9412,903.0664,1460.394,1555.063,28.94956,21.16035,12.43259
126.1983,7.457261,6.115451,158.1105,33.76157,51.89555,47.54263,85.60988,59.9135,113.0865,922.3886,1506.413,1608.123,29.39409,21.27777,12.70056
175.9834,7.539747,6.214116,167.0611,34.6651,52.43128,48.70696,87.22978,59.82857,118.6307,945.6399,1551.671,1665.885,29.80885,21.56705,12.96654
240.8047,7.630618,6.224226,176.6907,35.47481,52.83543,50.01427,88.69584,59.62196,124.5459,967.6165,1606.122,1714.807,30.18853,21.95848,13.12077
311.5164,7.82801,6.281017,188.0217,36.31484,53.28994,51.42208,90.19733,59.22181,130.5675,987.9189,1662.166,1773.299,30.62671,22.44188,13.25725
376.2658,8.074693,6.470981,200.0742,36.97128,53.89436,52.94975,91.75335,58.76678,137.2756,1009.767,1712.729,1822.106,31.06248,23.08244,13.50292
422.9196,8.251354,6.65429,214.5498,37.79796,54.7627,54.43828,93.29543,59.07703,144.8657,1035.374,1766.066,1876.9,31.30732,23.76777,13.78808
438.851,8.304299,6.821744,230.2787,38.45414,55.69655,56.16076,95.12305,59.2615,152.603,1063.576,1822.626,1923.045,31.59387,24.40816,14.15719
425.0141,8.417133,6.92164,247.7484,39.38782,56.77797,57.9482,96.99614,59.50142,160.9228,1079.536,1876.189,1952.089,31.92414,24.94627,14.59655
387.8985,8.499848,6.930184,265.0256,40.32907,57.85262,59.74888,98.71623,60.05788,169.4382,1098.653,1924.978,1988.669,32.39535,25.37383,14.94515
336.6057,8.668112,6.999867,282.6372,41.5005,58.96976,61.50168,100.689,60.0616,178.5725,1120.035,1976.327,2016.276,32.7387,25.88644,15.30514
280.2828,8.905561,7.124516,301.2978,42.86253,59.48463,63.47324,102.6665,59.9508,188.0297,1135.589,2016.183,2031.936,33.08838,26.45829,15.5723
226.6257,9.188706,7.179845,321.1023,44.39746,60.16501,65.7583,104.5293,59.56182,197.6607,1150.209,2046.002,2044.281,33.78444,27.13133,15.91955
179.643,9.452098,7.359028,340.4646,45.99102,60.74502,68.25307,106.3245,59.65557,207.9676,1166.642,2059.099,2048.975,34.61846,27.74214,16.31894
141.5595,9.701939,7.52786,360.1443,47.42775,61.5754,70.86709,108.1915,59.95879,218.8397,1180.805,2060.213,2041.343,35.32264,28.24512,16.7182
112.9566,9.863796,7.733107,379.288,48.79572,62.52102,73.78965,110.069,59.11414,229.0856,1189.006,2039.915,2016.725,35.90839,28.90168,17.1227
93.65167,10.20699,7.947354,397.3532,50.60946,63.50044,76.76817,111.5921,58.6908,239.2583,1186.228,2007.159,1971.117,36.28969,29.51632,17.62679
81.21732,10.50393,8.14931,411.2584,52.38779,64.86167,79.86796,112.7197,58.55845,248.2173,1176.46,1956.894,1915.56,36.64526,30.14489,18.09875
73.36558,10.98919,8.274018,422.1029,54.32425,66.29503,82.92299,113.5968,58.17767,256.0244,1159.435,1889.37,1842.931,37.08369,30.94464,18.58985
68.28316,11.38841,8.556819,428.3499,56.34238,67.25432,86.26508,113.732,57.88104,263.0279,1133.707,1802.853,1760.287,37.38647,31.58658,19.1262
66.70284,11.8458,8.787704,429.2151,58.41321,68.53007,89.86665,112.9595,57.8169,269.0143,1101.754,1702.033,1669.345,38.04427,32.35144,19.60752
67.73097,12.21562,9.07649,422.9475,60.23727,69.60044,93.6631,111.8689,58.45515,273.2686,1063.587,1595.119,1578.73,38.63974,33.10498,20.10997
72.54221,12.59652,9.399819,410.1948,62.33164,71.03635,97.5722,110.3861,58.80491,276.1099,1019.108,1482.266,1485.004,39.20427,33.79919,20.5528
81.99013,12.91374,9.748924,391.6622,64.60138,72.33202,101.5236,108.4037,58.25791,277.1348,969.6599,1362.464,1394.137,39.67701,34.53736,20.92862
97.33598,13.42456,10.10881,368.3644,67.05487,73.01027,105.5,105.7134,57.6666,276.9441,911.041,1245.117,1303.222,39.78576,35.19078,21.28137
120.6712,13.9806,10.35389,341.2434,69.97193,73.80051,109.6144,102.4159,56.93255,274.1427,849.8063,1130.541,1212.318,39.82887,35.6735,21.77229
155.3879,14.70475,10.67627,311.7629,72.79919,74.05245,113.5311,98.46938,55.31291,268.3643,788.481,1018.854,1126.269,39.88608,36.2729,22.31061
200.6088,15.34478,11.08142,281.0561,75.41866,73.92297,117.2499,93.46614,53.68679,262.3454,727.8055,911.7864,1048.291,39.78792,36.51761,22.73604
251.2231,15.90635,11.57068,250.6326,78.0309,73.77396,120.6431,87.90138,52.24344,253.6633,667.0713,811.9346,968.2646,39.68814,36.72839,23.06684
300.3314,16.33787,11.98444,221.8434,80.35817,73.50221,123.8479,81.91006,51.13688,244.2578,607.9985,723.7647,894.803,39.56567,36.88323,23.34336
337.3683,16.73597,12.50162,194.524,83.02873,73.01855,126.15,75.39758,50.10124,233.2014,551.0373,641.6774,828.5195,39.28036,36.8777,23.53613
357.6667,17.08807,13.03604,169.8629,85.35584,71.95466,127.7023,68.63493,48.84426,221.9623,496.8236,566.6027,764.4626,38.98565,36.8116,23.57978
356.5918,17.62728,13.5609,147.7247,87.23417,70.21889,128.6282,61.77841,47.3993,209.8617,446.9685,499.3013,701.3234,38.32141,36.40124,23.52401
335.6055,18.23608,14.02335,128.5913,89.18917,68.10698,128.9741,55.18903,45.65228,196.7757,401.0632,441.195,641.8354,37.42005,35.63961,23.38966
301.3655,18.8459,14.44693,111.5786,90.51637,65.62631,128.5933,48.87498,43.18257,182.5204,362.519,391.2121,587.0939,36.1769,34.71953,23.09011
259.5495,19.40262,14.89269,96.65805,91.16547,62.973,127.081,42.986,40.89103,169.6773,327.4677,348.2295,536.6919,34.65571,33.40335,22.51472
215.8428,19.92979,15.29026,84.02702,91.57061,60.37345,124.4671,37.99186,38.69251,155.4346,296.8837,312.3419,488.2333,33.06689,31.92277,21.80041
175.9595,20.38282,15.62156,73.20219,91.61708,57.44321,121.3938,33.30905,36.68542,142.3759,270.6894,283.0839,445.1525,31.39432,30.05913,20.91331
142.1526,20.71151,15.96513,64.05908,91.06721,54.34951,117.2261,28.99999,34.65188,129.9071,246.574,258.7014,406.803,29.81949,28.0948,19.84966
118.1823,20.99383,16.24247,56.49156,89.39586,50.86184,111.8987,25.2811,32.74176,118.9129,225.5942,237.5801,373.0439,28.07084,26.20414,18.73277
101.4396,21.2383,16.52419,50.0577,86.90135,47.08549,105.7649,22.23705,30.87888,108.4553,207.7484,220.5218,342.762,26.26852,24.19531,17.57509
90.64502,21.30342,16.65319,44.88198,84.20688,43.03059,99.21163,19.56231,28.86746,98.54338,192.3442,204.9813,317.3839,24.53214,22.18714,16.27237
84.67121,21.08595,16.6455,40.37628,80.96531,39.21318,92.79634,17.31011,26.77815,89.41115,179.7258,191.768,296.3047,22.79876,20.26913,15.05463
80.48974,20.71387,16.64002,36.24981,77.4799,35.7158,86.23009,15.46069,24.85423,81.14748,169.1129,179.6482,277.7971,21.04665,18.4346,13.71196
79.21135,20.42497,16.56045,32.71947,73.87309,32.47547,79.67519,13.9971,23.32805,72.87709,160.3317,168.8139,262.2205,19.40191,16.78488,12.46564
79.97303,20.15563,16.33978,29.84891,69.9899,29.27076,73.4173,12.74346,22.10882,65.87556,151.8416,159.9836,249.1063,18.02322,15.01705,11.23013
