A1: Ladder,B1: ZymoMagbead-HT,C1: ,D1: ,E1: ,F1: ,G1: ,H1: ,A2: ,B2: ,C2: ,D2: ,E2: ,F2: ,G2: ,H2: 
32.03868,26.13378,16.74797,20.21922,24.61815,23.07309,19.77699,13.56199,24.33443,17.67358,15.5218,16.36161,19.70621,15.95303,20.63499,17.18706
31.26742,24.53242,15.13948,18.85552,22.31624,21.42332,18.33355,12.52544,22.43635,15.95463,14.26501,15.04909,18.23495,14.84499,19.06494,16.03801
31.07413,23.12181,13.64606,17.71617,20.44369,19.90878,17.07451,11.69818,20.88191,14.51039,13.17809,13.81072,16.76143,13.93259,17.71366,15.22501
31.90303,21.91123,12.44427,16.78008,18.78855,18.48431,15.87861,10.97103,19.36227,13.34157,12.33966,12.8361,15.47063,13.02776,16.65851,14.47384
34.39049,20.50428,11.56998,16.06725,17.31462,17.21975,15.06759,10.35084,17.98512,12.49988,11.53737,11.98265,14.28099,12.29092,15.77145,13.80918
38.92392,19.51719,10.86854,15.31717,16.07443,16.12127,14.30775,9.846127,16.79546,11.81521,10.91028,11.25574,13.2691,11.63159,14.98729,13.37932
45.71531,18.66793,10.344,14.76433,14.94307,15.248,13.71765,9.458831,15.66462,11.2284,10.35522,10.37404,12.39284,11.05779,14.32228,13.04072
55.94825,18.01519,9.99544,14.25549,14.10159,14.63874,13.32094,9.124504,14.65875,10.69771,9.827712,9.716614,11.57363,10.46232,13.84402,12.7845
69.44353,17.46281,9.544768,13.64497,13.3504,14.1023,12.83464,8.705963,13.6477,10.22526,9.370474,9.198076,10.88763,9.895886,13.47738,12.44514
88.03389,16.9282,9.245198,13.00516,12.75573,13.64268,12.38721,8.302604,12.65884,9.761813,9.002811,8.848518,10.18952,9.295147,13.14281,12.06747
112.8186,16.29131,8.956292,12.31456,12.38414,13.27001,11.91143,7.951037,11.93465,9.37203,8.551267,8.44689,9.646969,8.681452,12.88729,11.82587
143.1237,15.82437,8.671657,11.69807,12.21398,12.83519,11.48431,7.534003,11.1276,8.99554,8.103532,8.198928,9.346734,8.091802,12.64856,11.49425
178.4815,15.20902,8.373736,11.13708,11.73475,12.38245,11.12763,7.134709,10.47581,8.599275,7.651597,7.98365,8.957476,7.702233,12.41515,11.02007
217.1907,14.677,7.961873,10.70278,11.25951,11.88768,10.63115,6.797036,10.07081,8.214318,7.247079,7.720328,8.547103,7.325269,12.13834,10.50936
257.8615,14.31429,7.479832,10.28449,10.70275,11.38868,10.28637,6.530491,9.57363,7.763439,6.850657,7.276946,8.264228,7.038235,11.67912,10.02551
296.0611,14.01225,7.069413,9.851622,10.11224,10.93772,9.919467,6.402025,9.252371,7.374965,6.503015,7.044037,7.813328,6.775482,11.22886,9.541205
328.077,13.56108,6.743693,9.430237,9.591882,10.44505,9.505927,6.358833,8.867587,7.007693,6.199133,6.917358,7.386406,6.607708,10.84669,9.135152
350.6432,13.12207,6.50646,9.000792,9.151687,9.948431,9.144936,6.204171,8.43721,6.808473,5.965186,6.965297,7.124667,6.397021,10.42414,8.80481
361.9038,12.75522,6.336153,8.642755,8.818611,9.532736,8.78496,6.136091,7.992218,6.859718,5.751882,6.903221,6.939986,6.12938,10.04581,8.538701
359.6574,12.59006,6.14893,8.325204,8.55879,9.151486,8.430856,6.009986,7.725401,6.900166,5.510927,6.9179,6.85465,5.832338,9.726061,8.320772
344.9968,12.33505,6.074013,8.055893,8.243251,8.829437,8.098089,5.898407,7.52906,6.976477,5.38438,6.899017,6.654616,5.620652,9.572227,8.145601
320.0814,12.06199,5.974667,7.904366,7.897676,8.610271,7.812564,5.824793,7.404369,7.001143,5.244199,6.859487,6.424312,5.467894,9.36901,7.90521
287.3557,11.71287,5.847911,7.737347,7.643658,8.437845,7.571246,5.77207,7.184165,6.913223,5.078319,6.703905,6.196511,5.277168,9.057746,7.746727
250.2917,11.37479,5.7498,7.538422,7.46643,8.200036,7.269938,5.771073,7.150544,6.771212,4.990663,6.723319,5.945365,5.108378,8.773761,7.584626
212.6313,11.07383,5.710241,7.405487,7.331195,7.818661,7.105155,5.808321,6.949062,6.598361,4.894763,6.759689,5.715904,5.027057,8.563691,7.470401
177.1161,10.82973,5.603835,7.272246,7.238638,7.471277,7.019313,5.820385,6.750429,6.512342,4.850259,6.920582,5.632389,4.996517,8.412874,7.418427
145.2069,10.69493,5.493408,7.126011,7.152139,7.16612,6.896951,5.870931,6.659127,6.539081,4.820409,7.080478,5.590487,4.944856,8.381211,7.330988
118.8874,10.68022,5.339213,7.026143,6.966599,7.051755,6.740416,5.871219,6.817306,6.473525,4.758482,7.164724,5.605303,4.865551,8.281883,7.331861
98.0022,10.64698,5.21863,6.925543,6.846117,6.961763,6.638175,5.900292,6.814935,6.423099,4.740386,7.333384,5.62149,4.833123,8.241196,7.272526
82.18914,10.53394,5.091871,6.895152,6.636378,6.91089,6.581087,5.912571,6.85895,6.291515,4.724638,7.432141,5.511221,4.818065,8.124478,7.231061
70.12897,10.31479,5.017964,6.759591,6.414109,6.883203,6.515446,5.90257,6.843175,6.174036,4.669941,7.49748,5.396743,4.781628,7.875386,7.197088
61.39502,10.01145,5.009867,6.708829,6.263087,6.818902,6.420041,5.851951,6.884737,6.054865,4.665522,7.539824,5.338012,4.724122,7.70604,7.111561
55.73061,9.802881,4.984972,6.637914,6.22676,6.683693,6.351206,5.851533,6.753987,6.045004,4.717168,7.525884,5.373937,4.709363,7.589678,7.028644
52.19878,9.576251,4.955446,6.626894,6.203196,6.607385,6.325876,5.844254,6.725771,6.094575,4.801891,7.443103,5.423924,4.667385,7.371236,6.965117
49.68634,9.393558,4.912049,6.497049,6.281625,6.576373,6.214473,5.92486,6.710178,6.221995,4.836692,7.541739,5.471825,4.561957,7.255634,6.956017
47.29499,9.288319,4.906972,6.434796,6.330705,6.62687,6.094805,5.996846,6.721461,6.324097,4.809429,7.700592,5.533026,4.464347,7.122581,6.992652
45.22026,9.153408,4.909039,6.409297,6.409044,6.697207,5.993769,6.214279,6.659284,6.474725,4.792538,7.796007,5.678427,4.394878,7.030717,7.023579
43.27903,9.001089,4.871124,6.374259,6.36676,6.661096,5.865891,6.396801,6.634574,6.641677,4.859793,7.920063,5.680368,4.372025,7.010518,7.088648
41.71124,8.970716,4.84942,6.339262,6.237683,6.689117,5.777483,6.512636,6.562543,6.741379,4.923193,8.016203,5.509476,4.39088,6.86724,7.136194
39.97544,8.722973,4.867358,6.319705,6.076066,6.615942,5.669226,6.60324,6.617326,6.815866,4.971445,8.024163,5.131383,4.405563,6.779222,7.125855
38.69419,8.526741,4.864009,6.315806,5.986711,6.548672,5.608191,6.695777,6.661597,6.806238,5.070956,8.081196,4.858016,4.395092,6.868035,7.118505
37.98602,8.283782,4.873634,6.333591,5.823507,6.560143,5.617556,6.64821,6.724797,6.774075,5.148677,8.102289,4.671329,4.348448,6.742259,7.14014
37.92376,8.008678,4.871183,6.294072,5.729274,6.595739,5.588827,6.675294,6.638853,6.781684,5.139229,8.283702,4.584392,4.193292,6.69816,7.141966
38.80184,7.799999,4.880434,6.248809,5.785608,6.630959,5.597359,6.620816,6.652162,6.762464,5.018991,8.44557,4.553689,4.021314,6.664397,7.093111
41.39001,7.620297,4.824553,6.192367,5.793688,6.705727,5.602952,6.624099,6.676781,6.740252,4.920426,8.538749,4.657812,3.862253,6.658689,7.026788
46.67645,7.497813,4.707869,6.102547,5.790894,6.804691,5.532413,6.666385,6.571316,6.867374,4.806706,8.628976,4.787031,3.802673,6.702764,6.935145
56.05637,7.389001,4.607681,6.030894,5.709868,6.903581,5.399678,6.668895,6.499856,6.906545,4.76371,8.729674,4.884989,3.74261,6.67587,6.835582
70.54451,7.236685,4.467205,5.841693,5.618577,6.970814,5.194331,6.676026,6.540837,6.957217,4.770696,8.836364,4.807477,3.742627,6.672872,6.729862
90.83027,7.089338,4.36662,5.647512,5.555971,6.927747,5.061168,6.687276,6.682436,6.890835,4.760013,8.983267,4.758047,3.715678,6.650153,6.660729
118.1639,6.97965,4.27717,5.468212,5.479853,6.950693,4.970115,6.726492,6.699725,6.88384,4.759557,9.136903,4.71293,3.662208,6.623303,6.611719
152.6854,6.856129,4.224645,5.375896,5.445671,6.967795,4.890679,6.774514,6.676354,6.930127,4.737852,9.313449,4.711764,3.602652,6.487059,6.587951
194.5562,6.744587,4.183193,5.340815,5.520453,6.927291,4.87327,6.818695,6.799582,7.009264,4.707695,9.422364,4.69792,3.555363,6.384076,6.472003
240.8356,6.622248,4.110211,5.347571,5.476368,6.887743,4.833238,6.845018,7.014664,7.099848,4.672553,9.489666,4.64265,3.504934,6.202395,6.448123
287.4524,6.504558,4.074136,5.339209,5.358371,6.865111,4.722259,6.921826,6.862486,7.315126,4.562334,9.573905,4.69764,3.50678,6.098974,6.426081
330.3361,6.300401,4.011933,5.4076,5.144858,6.813994,4.583241,7.040863,6.841696,7.456872,4.547172,9.641197,4.828417,3.48593,6.00293,6.430966
365.2109,6.17458,3.952497,5.34772,4.946138,6.818108,4.478309,7.166331,6.859645,7.578052,4.595249,9.690039,5.005255,3.514572,5.984735,6.393341
386.3977,6.127703,3.915073,5.262157,4.771839,6.793394,4.491207,7.215333,6.944917,7.618258,4.585074,9.764229,5.201453,3.479214,5.981685,6.365247
392.6332,6.123334,3.892599,5.12468,4.647697,6.845252,4.423913,7.289933,7.04769,7.621016,4.526115,9.804034,5.327105,3.37491,6.040932,6.293242
385.0116,5.989547,3.896987,5.11948,4.617589,6.912385,4.457628,7.406267,7.25636,7.704381,4.511145,9.780145,5.47824,3.314687,6.095076,6.2246
364.3593,5.885473,3.843899,5.085011,4.577975,6.924611,4.409372,7.487381,7.553825,7.809244,4.55564,9.788633,5.683685,3.309225,6.132085,6.177116
333.4866,5.750593,3.835022,5.10832,4.518857,6.986233,4.247011,7.561908,7.931196,7.890643,4.635161,9.891839,5.765028,3.262887,6.164861,6.214679
294.5211,5.665311,3.864711,5.037649,4.441529,7.054678,4.118478,7.749703,7.981415,8.006812,4.71077,10.03992,5.766525,3.154279,6.218996,6.312558
252.272,5.538832,3.81108,5.040691,4.386107,7.007183,3.94308,8.024616,8.156766,8.126188,4.760233,10.13762,5.697642,3.075134,6.184858,6.346492
210.8694,5.445718,3.70979,5.040342,4.362323,6.98528,3.791365,8.344293,8.160081,8.253191,4.779913,10.21966,5.641509,3.119877,6.193309,6.292239
172.3334,5.432513,3.743728,4.966865,4.306095,6.984371,3.752101,8.515226,8.185971,8.340181,4.832048,10.49574,5.641768,3.086036,6.150101,6.185297
138.9081,5.463385,3.780187,4.920949,4.281266,6.94567,3.65818,8.596945,8.24938,8.415695,4.828688,10.70692,5.48124,3.041455,6.081634,6.0749
112.0588,5.437232,3.800402,4.923801,4.26939,6.891118,3.58723,8.643998,8.393334,8.543292,4.826771,10.83572,5.352353,2.991918,6.039664,5.996204
91.56743,5.480333,3.815308,4.865435,4.17642,6.740925,3.537557,8.71226,8.441921,8.612275,4.882941,10.95798,5.334954,3.009735,6.012999,5.935384
77.18566,5.457961,3.820666,4.787503,4.111288,6.575056,3.445451,8.743982,8.53431,8.597367,4.956409,11.17941,5.390547,3.055388,5.937349,5.921999
67.66089,5.420938,3.806935,4.704991,4.082946,6.500576,3.498516,8.766351,8.565647,8.576738,5.010027,11.30633,5.457636,3.070017,5.989245,5.957723
61.25681,5.255764,3.727761,4.606179,4.087648,6.3336,3.376266,8.874396,8.685229,8.605832,5.038496,11.39274,5.620577,3.080935,6.017869,5.955884
57.43634,4.993536,3.60967,4.539054,4.092357,6.122674,3.244225,9.016032,8.647063,8.658201,5.021047,11.47711,5.906259,3.107237,6.063678,5.797197
54.49984,4.714098,3.558174,4.49158,4.013112,5.954325,3.108855,9.067571,8.742105,8.845113,5.043919,11.71191,6.121471,3.033883,6.130496,5.70743
51.90894,4.620181,3.575363,4.502272,4.004857,5.868971,2.911456,9.120941,8.846788,9.04004,5.098354,11.75877,6.276375,2.950693,6.13362,5.5691
49.16319,4.666039,3.597517,4.543428,3.956188,5.796596,2.833573,9.157301,8.943711,9.212943,5.147366,11.76986,6.346226,2.826043,6.188682,5.510934
46.36417,4.658221,3.664379,4.54515,3.762224,5.725219,2.836799,9.257408,9.024483,9.255269,5.166742,11.59882,6.515236,2.75685,6.1503,5.488835
43.78776,4.849827,3.69806,4.457937,3.557969,5.651643,2.912201,9.39931,9.141143,9.319746,5.099683,11.56111,6.692958,2.745,6.065166,5.526261
41.80916,4.981838,3.665184,4.335727,3.520437,5.600739,2.949167,9.562781,9.281707,9.340915,5.103319,11.61822,6.845458,2.762148,5.970542,5.58913
40.28786,4.998927,3.64376,4.188796,3.529546,5.636223,2.880616,9.733184,9.352806,9.381779,5.128703,11.89985,6.944526,2.742996,5.964498,5.644964
39.55469,4.951943,3.568672,4.094109,3.485089,5.474548,2.897845,9.952439,9.327571,9.39439,5.203299,12.19526,6.959352,2.748846,5.914285,5.662647
39.21037,4.795955,3.482179,4.052034,3.460584,5.30145,2.913301,10.00293,9.305258,9.501849,5.286489,12.59836,7.089024,2.788953,5.891242,5.680406
40.3139,4.755647,3.394768,4.052936,3.375405,5.157216,2.900098,10.09083,9.32457,9.650404,5.442326,12.94851,7.192304,2.819603,5.87349,5.667106
42.0241,4.646554,3.378421,4.04287,3.362206,5.053754,2.903641,10.06236,9.323462,9.708328,5.568689,13.07655,7.260091,2.701248,5.856668,5.64327
45.53785,4.569195,3.323259,4.103105,3.238368,4.947489,3.033358,10.02901,9.32784,9.724124,5.709574,13.01345,7.402098,2.595989,5.808091,5.604655
52.36921,4.624479,3.286998,4.118826,3.157175,4.857741,3.137287,9.885573,9.41414,9.816624,5.688693,12.99402,7.530787,2.561808,5.769451,5.566132
64.47106,4.582366,3.268425,4.076547,3.192769,4.783519,3.209966,9.923013,9.618159,9.8513,5.738307,13.04886,7.52079,2.56981,5.776523,5.500916
83.93337,4.560665,3.296494,4.022928,3.274728,4.711633,3.326403,10.01212,9.751288,9.907578,5.743024,13.11769,7.450219,2.580968,5.817708,5.455276
111.2717,4.432218,3.337495,3.973739,3.252536,4.610463,3.504207,10.10269,9.831741,9.929354,5.812801,13.15742,7.302154,2.608844,5.884342,5.424407
148.8594,4.318076,3.335984,3.980298,3.203975,4.448709,3.63879,10.15968,9.85339,9.984448,5.791962,13.33498,7.342329,2.667865,5.896926,5.408786
195.5197,4.242905,3.350646,3.954456,3.052494,4.298902,3.707712,10.26088,9.854332,10.09314,5.838861,13.35215,7.359779,2.710109,5.849685,5.354043
246.4396,4.164831,3.308823,3.903678,2.955503,4.196737,3.689919,10.30869,9.819297,10.19136,5.886167,13.22837,7.364093,2.565684,5.783,5.334486
297.6848,4.22296,3.239828,3.844308,2.901688,4.157494,3.565582,10.31152,9.78091,10.27326,5.918309,13.13787,7.399049,2.437146,5.711202,5.30241
344.5737,4.31285,3.144895,3.74202,2.844325,4.102722,3.437151,10.2767,9.813158,10.41097,5.949296,13.22166,7.455123,2.389233,5.662383,5.315865
380.2602,4.392037,3.197949,3.635556,2.844345,4.05476,3.305995,10.30214,9.869466,10.43312,6.026672,13.47547,7.524717,2.353782,5.615088,5.263078
403.2175,4.418896,3.233681,3.496036,2.885214,3.967918,3.220728,10.3884,9.876744,10.35179,6.090955,13.64043,7.713527,2.281267,5.612551,5.246935
409.7572,4.413917,3.286399,3.38081,2.92732,3.903685,3.189631,10.47802,9.893782,10.29883,6.135262,13.76255,7.757195,2.249421,5.681161,5.177219
401.4994,4.359471,3.300281,3.403194,2.911289,3.834232,3.200872,10.45424,9.83785,10.23805,6.155564,13.90676,7.895386,2.231108,5.694955,5.092323
379.0367,4.214007,3.339946,3.397151,2.884208,3.794442,3.178569,10.44328,9.804397,10.22685,6.249865,13.97747,8.012363,2.301602,5.66186,5.038388
344.4579,4.204579,3.208759,3.436502,2.848444,3.772349,3.179393,10.38627,9.802337,10.31295,6.315552,13.88431,8.220535,2.262924,5.59448,4.985314
303.4837,4.314663,3.199565,3.470181,2.821764,3.722679,3.087139,10.32728,9.910254,10.37033,6.360595,13.77093,8.233097,2.369638,5.532582,4.954814
259.0955,4.508682,3.163195,3.451644,2.874058,3.643897,3.04289,10.29893,10.09393,10.48579,6.353889,13.89333,8.212262,2.459131,5.469396,5.063636
214.7536,4.633356,3.178401,3.422002,2.886969,3.587456,3.041674,10.37125,9.939049,10.45943,6.392862,14.06786,8.108391,2.499892,5.40013,5.118862
175.6461,4.682919,3.215115,3.445691,2.915244,3.565219,2.989833,10.42306,9.903561,10.43374,6.391434,14.15556,8.062683,2.463278,5.428502,5.049862
141.058,4.701406,3.21891,3.396518,3.027578,3.540379,2.938299,10.44568,10.03039,10.42003,6.380239,14.08921,7.992527,2.474256,5.502567,4.965082
113.3338,4.55308,3.223455,3.387481,2.950318,3.436567,2.932122,10.39209,10.09745,10.49935,6.368367,14.00433,8.060173,2.381965,5.564703,4.823066
91.95182,4.327011,3.191859,3.321821,2.85387,3.422103,2.899999,10.4445,10.12146,10.51422,6.371202,14.00056,8.248702,2.351895,5.560533,4.725408
76.39658,4.140549,3.119705,3.235249,2.734242,3.367047,2.828021,10.45567,10.19849,10.56821,6.362544,13.98375,8.490683,2.238457,5.544294,4.542572
67.32235,4.124114,3.04611,3.187924,2.575594,3.210997,2.754351,10.45268,10.22016,10.5866,6.379265,13.99449,8.497731,2.191205,5.496482,4.5016
61.47916,4.140907,3.013373,3.109021,2.548221,3.052241,2.692197,10.414,10.42006,10.67732,6.414184,14.03098,8.508433,2.241721,5.419577,4.561118
57.85956,4.157229,3.007909,3.042407,2.544461,2.970937,2.674393,10.41686,10.3032,10.71494,6.455858,14.22256,8.46635,2.267334,5.307875,4.665191
55.81979,4.145321,2.993062,3.033051,2.563876,2.956632,2.629958,10.36276,10.31366,10.85746,6.474374,14.49089,8.575533,2.328056,5.286674,4.630637
54.29464,4.243066,3.026654,3.028939,2.618375,3.000583,2.638105,10.3345,10.46839,10.93634,6.456845,14.61886,8.678068,2.406281,5.316126,4.649793
52.66357,4.368955,3.053737,3.105383,2.572258,3.020086,2.666616,10.35681,10.61623,11.03606,6.417509,14.88253,8.771689,2.451262,5.398496,4.670502
50.08619,4.385777,3.072468,2.947048,2.492697,3.028063,2.689985,10.43418,10.67195,11.06814,6.466476,15.05774,8.871698,2.56623,5.418053,4.636384
47.48158,4.341619,3.061755,2.871718,2.547435,2.9951,2.646626,10.56217,10.85504,10.99984,6.509485,15.23738,9.15169,2.495112,5.405677,4.547405
45.66817,4.255463,3.026857,2.88237,2.491651,2.993277,2.61252,10.68637,10.68781,10.97613,6.612922,15.22355,9.092642,2.428021,5.388609,4.520327
44.16282,4.210913,3.006468,2.89039,2.506486,3.068226,2.567958,10.65468,10.78521,11.0155,6.742059,15.18216,9.144434,2.395756,5.277503,4.493179
43.60072,4.282724,3.020185,2.88407,2.59378,3.137255,2.502255,10.59801,10.85239,11.09496,6.833088,15.12999,9.05578,2.37187,5.179803,4.497175
44.13518,4.311704,3.033657,2.952389,2.646319,3.187913,2.500171,10.60952,10.72951,11.20369,6.778961,15.16604,9.138993,2.280708,5.17702,4.443659
46.65981,4.395986,3.073179,3.043208,2.648592,3.156893,2.548954,10.60759,10.95002,11.25742,6.656259,15.08981,9.103096,2.197634,5.189553,4.352466
51.84684,4.42457,3.098279,3.128581,2.599455,3.184005,2.570812,10.57316,11.09135,11.36274,6.591004,15.23003,9.088537,2.15426,5.23828,4.277048
60.76174,4.342482,3.129145,3.037285,2.577257,3.113273,2.551569,10.55928,11.01705,11.2784,6.510016,15.26227,9.204039,2.150161,5.269027,4.201399
76.86847,4.296472,3.114841,2.940098,2.670448,3.02647,2.542361,10.59012,10.90163,11.1561,6.46826,15.45659,9.486842,2.021223,5.333107,4.118971
102.7589,4.225198,3.045188,2.939102,2.642935,2.984081,2.477508,10.6068,10.63045,11.10937,6.564198,15.46767,9.742125,2.061975,5.352792,4.06958
139.2358,4.161145,3.00589,2.902585,2.595727,3.02637,2.430446,10.62171,10.57565,11.13694,6.690616,15.56068,9.899547,2.081847,5.304212,4.043128
187.2278,4.138037,2.974302,2.846867,2.566473,3.109579,2.352048,10.62177,10.58289,11.34435,6.76584,15.52462,9.904234,2.221686,5.276817,4.057386
242.0031,4.16152,2.971077,2.84158,2.548741,3.109977,2.345398,10.75803,10.62815,11.49169,6.800648,15.69865,9.833551,2.297242,5.329933,4.082257
299.6703,4.18114,3.003912,2.841619,2.5489,3.023973,2.399153,10.8628,10.93973,11.64388,6.839541,15.67504,9.711603,2.358634,5.381134,3.992929
355.2165,4.044857,3.027839,2.873386,2.568095,2.988977,2.464642,10.87379,11.27369,11.75766,6.922744,15.78831,9.566808,2.46439,5.354493,3.908014
400.1461,4.043779,3.116657,2.884241,2.683645,2.939553,2.431022,10.91523,11.40521,11.71602,6.902222,16.01546,9.54519,2.51865,5.310125,3.861844
429.2328,4.07043,3.172266,2.870251,2.662938,2.890782,2.382995,10.95832,11.56971,11.68379,6.802125,16.15284,9.639315,2.466779,5.260168,3.744189
441.4372,4.102613,3.166445,2.845849,2.593276,2.928865,2.354323,10.96585,11.70482,11.65813,6.748307,16.22808,9.773356,2.435494,5.182475,3.672791
434.7286,4.065219,3.181375,2.809156,2.464338,2.952826,2.32903,10.99356,11.83739,11.73842,6.724209,16.35394,9.940443,2.336633,5.121062,3.626032
412.3139,4.049665,3.202038,2.808168,2.345845,3.008416,2.257385,10.98923,11.70159,11.77129,6.743678,16.57644,10.11396,2.316756,5.090108,3.693089
375.8738,4.089296,3.211904,2.796265,2.254559,3.030132,2.244467,11.00345,11.51975,11.76084,6.805678,16.74197,10.2516,2.293635,5.127059,3.717602
330.207,3.985958,3.202765,2.781255,2.207141,2.96007,2.263704,11.04004,11.32129,11.79182,6.931315,16.98354,10.32823,2.228311,5.103472,3.742737
282.3452,3.851945,3.19102,2.760845,2.231693,2.933302,2.261981,11.06028,11.22529,11.8623,7.050498,17.25683,10.33791,2.171659,5.087793,3.714044
234.0262,3.814645,3.203444,2.752848,2.239385,2.845861,2.195954,11.19488,11.14955,12.06976,7.187586,17.56786,10.25712,2.214607,5.019569,3.73702
189.7909,3.707382,3.197726,2.77353,2.219483,2.813169,2.140792,11.31559,11.17243,12.3074,7.185167,17.87083,10.28411,2.215014,4.965892,3.623144
152.6898,3.602223,3.150199,2.801862,2.277425,2.865197,2.139417,11.39845,11.22404,12.39546,7.213542,18.04884,10.43257,2.135872,4.900699,3.584493
122.7515,3.531971,3.12627,2.789059,2.286386,2.939896,2.150247,11.45686,11.41863,12.56095,7.23818,18.11309,10.63499,2.101217,4.867283,3.494199
101.6503,3.602204,3.125757,2.766001,2.247084,2.874907,2.10715,11.47272,11.46179,12.52715,7.310005,18.11347,10.9096,2.121772,4.865018,3.429444
88.06326,3.680923,3.160722,2.804994,2.248957,2.79727,2.064086,11.42785,11.36776,12.43486,7.335416,17.86467,11.12842,2.214855,4.857265,3.390388
79.55769,3.636479,3.169612,2.776247,2.283111,2.735474,2.041599,11.37821,11.38047,12.37901,7.3315,17.71753,11.30634,2.271877,4.810059,3.391602
76.63192,3.714792,3.148476,2.705463,2.293579,2.635728,2.075603,11.32089,11.36884,12.3553,7.24967,17.53778,11.21245,2.304633,4.894178,3.350909
76.99241,3.781573,3.138825,2.6661,2.245566,2.627226,2.106318,11.34099,11.42576,12.31911,7.175669,17.48084,11.03068,2.377756,4.9614,3.295874
81.15568,3.735194,3.144121,2.653728,2.303707,2.624031,2.177516,11.43619,11.509,12.36111,7.138721,17.47746,10.92663,2.392493,4.961627,3.328301
90.48914,3.610382,3.106109,2.638309,2.372345,2.703076,2.142606,11.53484,11.70499,12.3351,7.135321,17.59258,10.88701,2.316574,4.961945,3.344925
107.3665,3.402262,3.073171,2.621516,2.361793,2.767501,2.115102,11.62407,11.87126,12.41331,7.175338,17.72775,10.87583,2.222668,5.004223,3.37247
136.0615,3.340805,3.122453,2.539578,2.313008,2.697335,2.02036,11.75705,12.0521,12.45723,7.279796,17.8726,10.9349,2.129662,5.017718,3.388295
177.5627,3.302638,3.166588,2.586898,2.34191,2.581876,1.919726,11.77039,11.95292,12.48916,7.374714,17.904,11.09364,2.158788,4.926443,3.38582
230.0828,3.238367,3.213976,2.585143,2.364356,2.593556,1.914732,11.7757,11.82627,12.45068,7.446647,18.15747,11.34493,2.179169,4.83348,3.375349
291.8311,3.279039,3.225766,2.630935,2.41239,2.634878,1.942974,11.71843,11.58332,12.4699,7.50581,18.26089,11.44285,2.181993,4.774767,3.365886
354.5698,3.339539,3.232501,2.728088,2.428902,2.675254,1.962539,11.76609,11.39223,12.45182,7.36715,18.50717,11.56959,2.186243,4.722192,3.348906
409.1703,3.402336,3.280953,2.834809,2.449055,2.752728,1.986693,11.78567,11.40012,12.50038,7.30856,18.68362,11.62938,2.208918,4.670425,3.394445
447.6497,3.442277,3.319206,2.858619,2.459733,2.769659,1.955752,11.80013,11.30489,12.5456,7.243883,18.79391,11.63191,2.24147,4.69831,3.488454
467.5008,3.435344,3.354458,2.850438,2.354085,2.745198,1.883808,11.74266,11.15871,12.6318,7.219173,18.93599,11.53301,2.175968,4.768423,3.540594
467.7305,3.44161,3.439475,2.777444,2.25015,2.637514,1.822041,11.71151,11.26419,12.7386,7.309722,18.93582,11.37638,2.146007,4.819442,3.623101
447.3695,3.326217,3.473861,2.73951,2.204756,2.564842,1.789345,11.60938,11.2749,12.65077,7.344177,18.79264,11.29368,2.168932,4.835569,3.563373
413.4494,3.190002,3.480598,2.683698,2.165184,2.589242,1.779318,11.57671,11.37666,12.50776,7.416181,18.76762,11.14968,2.215542,4.860236,3.466003
369.9969,3.058794,3.4835,2.622456,2.194192,2.599012,1.784489,11.54974,11.49373,12.46035,7.540692,18.7834,11.09367,2.196619,4.845267,3.372907
320.4088,2.963491,3.478391,2.638181,2.186915,2.62579,1.766256,11.5774,11.61564,12.5061,7.51872,18.72246,11.09483,2.205786,4.849142,3.317122
269.5419,3.036824,3.477582,2.649108,2.156175,2.687436,1.784262,11.55849,11.75473,12.48807,7.622133,18.843,11.04882,2.214865,4.887696,3.284376
220.4126,3.186148,3.443242,2.640364,2.197312,2.674415,1.799616,11.57916,11.61638,12.49476,7.689502,19.01275,10.99572,2.191576,4.912997,3.320046
180.3433,3.312739,3.435255,2.624053,2.115721,2.584529,1.839866,11.54313,11.29181,12.62185,7.779366,19.10929,11.0525,2.094243,4.872116,3.328708
150.5295,3.384081,3.48891,2.59879,2.111573,2.637073,1.83162,11.55895,11.04951,12.78057,7.771057,19.20148,11.18792,2.059936,4.797337,3.340297
132.1435,3.257875,3.471177,2.578371,2.116514,2.58487,1.806493,11.61821,10.9533,12.81019,7.74365,19.0669,11.43635,2.022005,4.73701,3.342625
128.396,3.263472,3.450598,2.610521,2.157168,2.577246,1.811528,11.63788,11.04821,12.90315,7.617384,19.02161,11.54669,2.047821,4.709657,3.31039
138.2992,3.207282,3.418387,2.653618,2.1664,2.515487,1.774081,11.62707,11.19821,12.9995,7.578469,19.01596,11.71491,2.013576,4.663034,3.31199
163.7556,3.105162,3.393521,2.658471,2.158784,2.508016,1.712613,11.51975,11.38008,13.01957,7.558257,18.74136,11.87306,2.005915,4.611737,3.24843
204.6592,3.135942,3.362092,2.691095,2.141093,2.5315,1.693223,11.43056,11.47504,12.94508,7.651,18.76334,11.7598,1.994011,4.587262,3.196348
256.4933,3.142885,3.356637,2.712653,2.101793,2.541365,1.704963,11.38396,11.47138,12.86219,7.692551,18.94462,11.61784,1.978399,4.541616,3.183851
316.0073,3.113797,3.314922,2.723451,2.157732,2.507626,1.739282,11.39617,11.39788,12.79787,7.754271,19.19894,11.59457,1.990511,4.568945,3.189541
373.0162,3.064108,3.387917,2.696137,2.180816,2.570014,1.712211,11.49333,11.28832,12.7139,7.776493,19.42532,11.63362,2.008152,4.607553,3.164236
