A1: Ladder,B1: Fastspin-LT,C1: ,D1: ,E1: ,F1: ,G1: ,H1: ,A2: ,B2: ,C2: ,D2: ,E2: ,F2: ,G2: ,H2: 
2.777977,36.90112,14.27809,4.848578,10.30229,11.83718,2.589665,12.54915,5.643575,1.368725,16.16709,18.38143,25.06075,2.168253,1.995116,0.978699
2.829485,36.45385,14.11296,4.871575,11.15317,10.99781,3.273473,11.59018,4.724685,1.219145,15.34687,19.25334,24.26824,2.1264,1.971304,0.9855342
3.025136,34.7081,12.2151,5.492232,11.95475,10.6636,4.007202,10.94105,4.024083,1.327675,14.62841,19.96459,24.9152,2.086809,1.967549,0.9401298
3.098662,33.25869,10.46812,6.257559,11.53687,10.29898,4.130305,10.65713,3.793544,1.624866,13.82237,20.54681,25.66467,1.990981,1.998303,0.8976138
2.950594,33.11013,9.067107,6.782659,10.06124,10.40559,4.371318,10.63287,4.31741,1.824553,13.35013,20.32198,24.79419,1.977657,1.986006,0.8724908
2.729782,33.1953,9.732582,6.72736,9.172718,10.78742,5.045154,10.15961,4.39982,1.991726,13.46848,19.47968,25.00823,1.916202,1.939522,0.8005596
2.695212,34.58496,11.22642,8.197953,8.213303,10.21104,5.411218,9.650373,3.951365,1.767501,13.60229,18.67068,24.27333,1.863314,1.930628,0.7936742
2.705325,35.52873,13.26874,9.700139,7.638759,9.646811,5.065353,9.301095,3.214855,1.537188,14.08207,18.09788,24.12989,1.974155,1.903202,0.827739
2.300088,35.04368,15.52883,9.460062,7.38976,8.853425,4.369906,9.637639,2.608305,1.400771,14.15728,17.23748,23.87611,2.107856,1.833572,0.8717073
2.416463,34.96484,16.93715,9.223175,6.860545,8.46065,4.524518,8.948194,2.299401,0.8022304,14.34514,16.4491,22.30075,2.066974,1.792821,0.8970347
2.776945,35.74324,16.74681,9.067392,8.059513,7.793212,4.049908,9.46189,2.291023,0.8563347,14.36342,15.63356,22.54109,2.021652,1.807577,0.9296065
2.96222,34.62391,14.81874,9.027707,9.85889,6.784763,3.614022,9.895019,2.779706,1.211461,13.17997,15.01333,22.83178,1.930815,1.904068,0.9137505
2.945635,34.33622,12.93065,8.309061,10.38691,5.814466,3.960554,10.60935,3.574805,1.328424,13.07572,14.41442,21.6753,1.845483,1.916835,0.9397787
3.172984,33.57141,11.80368,7.495784,11.66375,5.588375,3.989991,11.57566,4.089296,1.424904,12.72252,14.6144,20.54638,1.866274,1.857226,0.9518638
3.2163,33.00628,10.52087,7.725958,11.68713,4.909337,4.307197,10.74351,3.517004,1.427023,12.18844,15.03288,20.17802,1.766835,1.704086,0.8977147
3.066135,33.3793,10.20113,8.050494,10.89541,4.532965,4.356286,10.73725,3.596232,1.454493,11.85692,15.94018,19.97291,1.793596,1.611724,0.9547004
3.030637,31.86587,10.99042,8.184462,9.777384,3.975287,3.819796,10.97541,3.870353,1.487286,12.40144,16.58735,20.1571,1.925234,1.560615,1.002645
3.051033,30.24162,12.47765,7.76438,8.376001,4.742634,2.924975,12.03993,4.251566,1.086393,12.02683,16.71487,18.54295,1.92593,1.610075,1.042318
2.884531,31.00987,14.14737,7.623835,7.288228,5.036629,2.190854,11.31578,4.199921,1.096666,13.20777,16.75595,18.19657,1.95125,1.741596,1.074318
2.770605,31.55816,14.65948,7.740288,6.840209,5.950289,1.397185,10.65708,3.796306,0.9865519,13.15491,15.4895,16.97349,1.902002,1.808765,1.108654
2.304635,30.6322,13.91018,8.244675,7.019431,5.561248,1.890822,10.46955,3.022484,0.7722769,13.50899,14.60802,14.46405,1.789846,1.714201,1.105756
2.137676,30.31291,13.06917,7.260169,8.031786,5.693552,2.508636,10.99654,2.450394,0.6362551,13.93553,13.85223,14.55466,1.754323,1.564955,1.096536
2.105375,31.35645,12.71741,6.448514,9.555319,5.800335,2.760052,11.4553,1.95367,0.4823671,13.23219,13.7491,15.15757,1.775686,1.464469,1.106367
2.123627,32.97211,12.3732,5.581151,10.56095,5.48719,2.93899,11.73213,2.229455,0.2389002,12.02239,13.77337,16.42482,1.786191,1.397738,1.107508
2.36507,33.00176,11.59452,5.931621,11.62496,5.468625,4.117584,12.75858,3.372631,0.2009662,12.1698,14.44613,17.55101,1.891286,1.328049,1.116447
2.277786,32.21256,11.25933,6.502305,12.0084,5.508186,4.591133,13.03395,4.239786,0.370975,11.9136,15.16081,18.26764,1.991415,1.349798,1.046558
2.034561,31.91228,11.06854,7.071433,11.58596,5.573686,4.1353,13.6097,4.627815,0.7404088,12.08564,14.89453,17.77471,2.006315,1.450861,1.036539
1.820079,33.60688,10.89014,6.800676,10.27005,4.925151,4.228242,12.87844,4.685565,0.9285409,11.86245,15.07386,17.88783,2.031402,1.494074,1.072241
1.248565,33.7858,10.47635,6.002378,8.574982,3.613685,3.822437,12.19295,4.035658,1.160751,12.01945,14.84888,17.06683,1.905964,1.358373,1.141799
1.109553,31.06053,9.990564,5.650733,7.264948,2.516669,4.273456,12.20373,3.353435,1.32084,12.12009,14.70151,17.49536,1.766957,1.312612,1.156132
1.183659,29.25124,10.4597,4.331959,6.809553,2.101048,4.464779,12.41005,3.133976,1.188587,11.87257,14.36638,16.79648,1.722114,1.294367,1.185173
1.756008,28.98262,12.73368,3.789018,6.506899,1.830472,3.616182,12.33373,3.210887,1.013685,11.82145,14.30893,17.38467,1.685866,1.298338,1.20284
2.095283,29.02851,13.71486,4.138578,6.758178,1.887093,3.436831,12.71136,4.067237,0.9458024,12.18662,14.52424,16.08343,1.639133,1.306382,1.172028
2.05783,28.54535,13.59573,6.200962,6.945256,2.356622,3.684023,12.78526,4.12918,1.053334,12.48494,14.94833,15.36774,1.647166,1.231118,1.075359
1.91262,29.02198,13.1007,7.57501,7.036101,2.383132,3.365417,12.83007,4.586669,1.203503,12.87708,14.79697,14.47918,1.664679,1.144548,0.9824267
1.942706,29.37306,12.33063,8.58211,6.452838,2.692131,2.706072,13.39568,3.959799,1.150747,13.11318,15.08694,14.38733,1.688141,1.152273,0.9925422
1.773235,31.20109,11.59186,7.623655,6.38794,2.229056,2.482585,13.62705,3.559471,1.276258,12.876,15.77427,15.03731,1.767085,1.078939,0.9528739
1.836046,30.95159,10.96453,7.717885,6.926513,2.099092,1.493926,13.21708,2.988725,1.272493,12.09958,16.57281,16.74604,1.775385,1.049775,0.955292
2.128373,29.77402,11.00913,8.032311,6.65342,1.738542,2.357199,13.15759,2.637747,1.190139,11.09918,17.02731,16.31723,1.777959,1.073364,0.9958994
2.283977,29.11461,11.5825,7.436806,6.853529,1.557603,2.952839,12.94643,2.11146,1.074043,10.95072,16.33712,16.19436,1.780684,1.106279,1.04344
2.243029,28.7219,13.5167,7.172898,7.101537,1.686302,3.751496,12.53966,1.381997,1.126029,10.5111,15.61466,17.0765,1.69881,1.194623,1.170742
1.75562,28.45776,14.28831,8.02831,6.855115,1.619169,4.280766,12.49873,1.311784,1.105983,10.37157,14.81557,17.3684,1.624132,1.237292,1.24562
1.573845,27.94386,14.08584,8.459036,6.198622,1.916267,4.140915,11.3479,2.049003,0.929554,10.09561,14.00574,17.31566,1.567405,1.217873,1.27317
1.758274,28.04357,13.85153,8.289068,5.87075,2.027772,3.717456,10.69042,2.166923,0.9392689,9.966112,13.62964,17.1575,1.454472,1.256307,1.249009
1.932941,27.87001,12.84153,7.395149,5.705686,2.29516,2.995382,10.14917,3.104862,0.9912019,10.33287,13.51475,18.25745,1.585966,1.268806,1.171287
1.649501,27.91135,12.1854,6.748278,5.468508,1.728891,3.314928,9.678495,4.161822,0.9935067,10.96717,13.89821,18.6559,1.700014,1.23123,1.109119
1.8585,27.33438,11.16144,6.373894,4.939017,1.443102,3.596997,9.770714,4.489239,0.908249,10.90585,14.36592,17.71509,1.790795,1.215401,1.009276
1.847089,27.19091,11.15331,5.518458,4.555779,0.7601718,3.943221,10.29665,4.731428,0.7968535,11.74929,14.59221,16.82632,1.892403,1.25329,1.02474
1.510808,27.27062,12.07701,4.828258,4.527551,0.7973823,4.234774,10.98187,4.685606,0.6256835,12.7133,13.52155,16.48936,1.919579,1.218377,0.9503399
1.160047,27.05242,11.77137,4.280384,4.556276,0.2716309,4.593922,11.59398,4.80036,0.5730805,13.58367,12.46931,16.12072,1.9013,1.209474,0.9399024
1.118888,26.20389,11.16576,4.904768,4.781112,1.206893,4.211709,11.72638,4.752141,0.8444803,13.24696,12.30299,16.6971,1.873019,1.137513,0.8632911
1.573877,25.6014,10.97964,5.846853,5.459252,2.174531,3.355238,11.0939,3.594303,0.8928744,12.04846,12.13265,17.00356,1.731507,1.134684,0.8431033
1.885568,25.38324,9.978711,6.665875,6.169664,2.810874,2.640944,10.8347,3.312563,0.747663,11.24726,12.68652,18.84588,1.597404,1.04811,0.7771453
2.016655,24.53892,10.37314,7.568271,6.218886,3.09554,1.817526,9.655199,2.933053,0.8358365,11.17154,12.37731,19.27886,1.564408,1.039684,0.8123487
2.214079,23.87381,10.312,7.343726,5.498723,3.133559,2.377199,9.297314,1.763643,1.046843,10.03872,12.14193,19.24612,1.402958,1.0954,0.8704266
2.241471,23.20539,11.05016,7.096011,4.351613,3.368846,2.605278,10.01014,1.723215,0.9681559,10.14338,12.7022,19.5478,1.453856,1.05572,0.9599648
1.98466,22.64979,11.84441,6.510923,3.931231,2.938691,1.935368,10.35993,2.023973,0.7613023,10.02571,12.83287,18.52376,1.583289,1.159768,1.018569
1.838047,22.12931,12.3154,6.397519,3.538884,2.669514,2.598809,10.93695,2.803606,0.5762649,10.29854,12.65413,16.59797,1.578835,1.132937,0.9800441
1.907076,21.08953,11.73959,6.526496,4.423764,2.755696,4.734543,11.13979,3.504631,0.7067571,10.82491,12.31828,15.92217,1.669491,1.123451,0.9507952
1.769589,21.43033,12.21755,6.002629,5.767903,2.114017,5.524589,11.01827,3.670563,0.8200666,11.39468,11.887,15.8685,1.75014,1.087311,0.9260219
1.820409,22.01079,12.06602,4.404058,5.771236,1.723835,5.91138,11.32264,4.634325,0.7575575,12.12192,12.43602,16.12738,1.752565,1.040841,0.9127897
