A1: Ladder,B1: PowerSoil-HT-Organic-1,C1: PowerSoil-HT-Organic-2,D1: PowerSoil-HT-Organic-3,E1: PowerSoil-HT-Sand-Clay-1,F1: PowerSoil-HT-Sand-Clay-2,G1: PowerSoil-HT-Sand-Clay-3,H1: PowerSoil-HT-Sand-1,A2: PowerSoil-HT-Sand-2,B2: PowerSoil-HT-Sand-3,C2: PowerSoil-HT-Clay-1,D2: PowerSoil-HT-Clay-2,E2: PowerSoil-HT-Clay-3,F2: PowerSoil-HT-Beach-Sand-1,G2: PowerSoil-HT-Beach-Sand-2,H2: PowerSoil-HT-Beach-Sand-3
52.24734,47.97178,38.69436,42.66341,49.09397,41.60183,41.72036,33.11359,48.22325,50.19942,42.40265,34.57148,37.81048,34.7528,31.74837,33.03362
49.88187,45.40857,36.62427,40.72707,45.983,39.35371,39.7664,31.11789,45.33279,47.31891,40.46904,32.981,35.60668,32.43858,29.82923,30.95692
47.58332,43.035,34.5809,38.38215,42.9691,36.86053,37.63719,29.10315,42.52792,44.37871,38.7918,31.68759,33.24948,29.96187,27.89783,28.8984
45.09822,40.53537,32.58777,35.91913,39.98645,34.10159,35.35217,27.08624,39.705,41.5784,36.99206,30.09249,30.85967,27.48712,26.01977,26.85892
42.75134,38.24138,30.6932,33.61361,37.29523,31.75208,33.12254,25.05972,36.72102,38.88139,34.47754,28.76098,28.31614,25.25484,24.0514,24.95119
40.55523,36.02075,28.74697,31.7691,34.69484,29.54279,31.00274,23.07152,34.04284,36.28542,32.34624,27.70351,25.87937,23.09111,22.14704,23.12704
38.65844,33.99484,26.86019,30.06299,32.16589,27.41454,28.86296,21.28222,31.56575,33.73055,30.31445,26.53974,23.56885,20.87264,20.12994,21.42884
37.61571,32.31126,25.1734,28.66561,29.83648,25.60549,27.08906,19.74155,29.12528,31.18424,28.45103,24.88429,21.26579,18.80155,18.26281,20.00314
36.96991,30.80221,23.73763,27.64689,27.65724,24.21304,25.54263,18.2682,26.88288,28.9871,27.13944,23.34122,19.0652,17.06042,16.696,18.78562
37.36508,29.39977,22.51406,26.90034,26.33469,22.71262,24.06757,17.07121,24.76657,26.83603,26.24673,22.13474,17.28716,15.55673,15.43043,17.72284
39.58439,28.02843,21.46243,26.24826,25.15885,21.38656,23.00501,16.1041,22.95591,24.92967,25.54115,20.93584,15.7223,14.2386,14.30352,16.80496
43.55814,26.70152,20.48772,25.68363,23.94429,20.32051,22.05933,15.32689,21.38427,23.29769,24.74629,19.90465,14.40999,13.17784,13.47478,16.10804
50.83833,25.74688,19.70781,25.14012,23.17719,19.43811,21.31541,14.72003,19.9461,21.97544,23.52141,19.42442,13.33797,12.32355,12.78568,15.63412
61.1543,24.83737,18.97336,24.64922,22.34065,18.55274,20.62724,14.09199,18.77058,20.7527,22.70061,19.54997,12.47093,11.59834,12.08926,15.20446
76.2409,23.88687,18.38668,24.20736,21.51226,17.79114,20.06132,13.60362,17.86012,19.71847,22.08093,19.6885,11.69462,10.93722,11.57344,14.82403
97.65286,23.08521,17.91211,23.66884,20.49289,17.11569,19.44811,13.22266,17.05095,18.8876,21.61264,19.54618,10.85335,10.34516,11.09404,14.61931
125.4592,22.31988,17.37826,23.33568,19.8329,16.43071,18.81343,12.84406,16.35967,18.29966,21.24354,19.35643,10.01164,9.77566,10.61364,14.43053
162.3032,21.64168,17.33287,23.12303,19.52738,15.8234,18.29819,12.64575,15.60968,17.62984,21.01451,19.09004,9.33188,9.097486,10.17075,14.14841
204.8806,20.94237,17.26258,23.05153,18.98367,15.34042,17.80024,12.38507,14.99973,17.00613,20.31862,18.46668,8.747965,8.491688,9.627992,13.75014
251.0142,20.40011,17.18724,23.06641,18.59254,14.95392,17.22475,12.24876,14.40859,16.5203,19.73057,18.14299,8.176847,7.962412,9.127761,13.35553
296.0273,20.05316,17.23067,23.18893,18.13114,14.34195,16.71031,12.17927,13.98282,16.17478,19.73599,17.92673,7.704795,7.505476,8.667696,13.01016
334.8474,19.88406,17.28214,23.19629,17.61382,13.95444,16.319,12.05475,13.65077,15.72305,19.82158,17.52232,7.274896,7.045198,8.082339,12.56912
363.7206,19.54243,17.37187,23.50552,17.23415,13.8515,15.89284,11.94245,13.43895,15.4333,20.22141,17.28813,6.882463,6.577077,7.670243,12.13792
380.7323,19.38752,17.14236,23.61117,17.05634,13.62962,15.60676,11.93054,13.23055,15.16166,20.46847,17.51106,6.469487,6.364819,7.30529,11.7463
384.421,19.25927,16.70782,23.5446,17.03766,13.38132,15.25338,11.90722,13.1632,14.97428,20.62214,17.75805,6.059385,6.174362,6.967794,11.44369
375.5109,19.09772,16.66082,23.55208,17.27456,13.22345,14.99654,11.99627,13.0878,14.79491,20.85625,18.02378,5.621531,5.909269,6.665031,11.23224
355.2539,18.96063,16.57785,23.4127,17.51156,13.15871,14.8413,12.03535,12.98695,14.49145,20.74083,18.22605,5.275127,5.668991,6.391385,10.95898
326.5157,18.92271,16.72555,23.39357,17.49981,13.12273,14.61589,12.15924,12.82869,14.33709,20.72114,18.54289,4.907446,5.471141,6.128992,10.7017
291.8168,18.78187,16.94639,23.3338,17.37007,12.83199,14.53236,12.27079,12.7383,14.24554,20.96496,18.62132,4.614528,5.280807,5.938653,10.52266
254.3872,18.72991,17.1463,23.36705,17.16095,12.68499,14.36405,12.30692,12.58533,14.20996,21.31685,18.39934,4.460336,4.975214,5.709713,10.39309
216.8124,18.83481,17.29708,23.53968,17.01791,12.71058,14.13327,12.37628,12.50778,14.14894,21.71155,18.23502,4.344662,4.778453,5.466906,10.18384
181.8425,18.93749,17.33817,23.76737,17.01401,12.56072,14.00443,12.4867,12.51905,14.10035,21.65412,18.74976,4.267434,4.734048,5.300211,9.975308
151.1707,19.03758,17.29348,23.87513,17.04937,12.62625,13.68605,12.42761,12.52973,14.15073,21.79944,18.97453,4.243179,4.668781,5.110069,9.740035
124.6371,19.16264,17.18396,24.02425,17.13334,12.60183,13.49224,12.44315,12.71099,14.26284,22.09721,19.3778,4.161684,4.467841,4.968368,9.513099
104.1063,19.40636,17.00472,24.15132,17.23868,12.62773,13.28098,12.41383,12.90819,14.33643,22.46633,19.58421,4.064906,4.319197,4.864161,9.284586
88.5461,19.69018,17.01268,24.11752,17.16242,12.70161,13.05995,12.51062,12.86451,14.39835,22.47754,19.58087,3.929569,4.185304,4.751854,9.037558
76.89813,19.69795,17.0459,24.07701,17.29831,12.62051,12.99756,12.76419,12.8515,14.44321,22.5865,20.02917,3.780353,4.045366,4.642863,8.904512
69.04822,19.68417,17.02732,23.91274,17.3654,12.59749,12.92432,12.97663,12.76495,14.42183,22.95006,20.28866,3.641357,3.984939,4.448941,8.844795
63.13301,19.79032,17.16988,23.86888,17.5816,12.66878,12.83321,13.27227,12.68098,14.43673,23.41592,20.60246,3.561802,3.992022,4.322279,8.722452
59.13005,19.75113,17.47848,23.95667,17.90243,12.89998,12.95015,13.43273,12.67932,14.62528,23.80025,20.90912,3.52395,4.051574,4.194279,8.712936
55.7845,19.77096,17.68117,24.06824,18.07653,13.32037,12.93044,13.41173,12.70137,14.75108,23.91592,21.16977,3.484813,4.023502,4.062532,8.549611
53.03654,19.92794,17.92931,24.31273,18.12048,13.65954,12.99493,13.47005,12.83753,14.87349,24.04681,21.44355,3.374742,3.926212,4.05618,8.289548
51.06781,20.24647,18.15022,24.55503,18.25707,13.86447,12.88598,13.54938,12.99368,14.94535,24.12594,21.56464,3.321937,3.872013,4.063703,8.160073
49.02659,20.45729,18.39267,24.68777,18.1057,14.03221,12.75197,13.65002,13.09979,14.94031,24.19049,21.62178,3.292586,3.845482,4.029078,8.081694
47.0145,20.59091,18.56366,24.79222,18.09188,14.09893,12.60328,13.85046,13.31345,14.75709,24.23276,21.86388,3.240732,3.801669,4.0083,8.030339
45.33452,20.6675,18.74172,24.86678,18.27447,14.04387,12.5312,13.97387,13.45537,14.54488,24.61679,22.03985,3.199323,3.810668,3.914943,8.014421
44.34182,20.73587,18.91415,24.88094,18.28631,14.07503,12.47633,14.09344,13.55722,14.45255,25.09728,22.27663,3.234047,3.825667,3.963897,8.026546
44.01863,20.86114,18.90669,24.90975,18.69788,14.13831,12.51475,13.91239,13.64113,14.41583,25.35261,22.47899,3.28594,3.799745,3.968617,8.061107
44.19151,20.98759,18.66297,24.8385,18.70414,14.24208,12.61255,13.63337,13.71942,14.31341,25.46051,22.8106,3.306798,3.774776,3.917107,7.953506
45.4668,21.13576,18.5551,24.71375,18.77,14.4029,12.65227,13.42026,13.6852,14.35737,25.90544,23.50633,3.242252,3.726923,3.883965,7.800026
48.74128,21.35504,18.52223,24.74682,18.85658,14.48349,12.64819,13.38927,13.61128,14.41641,26.36377,24.08476,3.229109,3.685184,3.849621,7.683763
54.83648,21.46917,18.48659,24.63061,19.0804,14.60156,12.61598,13.34246,13.6732,14.52045,26.84673,24.39908,3.234013,3.644911,3.732773,7.660263
64.87217,21.58067,18.4672,24.58847,18.87815,14.75669,12.51229,13.42295,13.66713,14.54768,27.45879,24.39458,3.160266,3.560879,3.677402,7.610072
79.59003,21.64647,18.65492,24.59122,19.12196,14.92257,12.46667,13.55511,13.63412,14.54474,27.85327,24.425,3.051021,3.487108,3.640584,7.52771
101.1797,21.77552,18.78419,24.59627,19.18118,15.1573,12.50343,13.78673,13.67277,14.48471,27.88652,24.29538,2.978687,3.389734,3.638502,7.477858
133.9335,21.97779,18.93114,24.56198,19.39532,15.35342,12.52619,13.79462,13.59669,14.2181,27.76015,24.42566,2.902716,3.196645,3.555208,7.386036
177.9284,22.10902,19.07445,24.51317,19.49105,15.65215,12.58797,13.80321,13.54043,14.0544,27.40187,24.59631,2.817581,3.137017,3.458188,7.270788
229.536,22.29941,19.25539,24.43913,19.9698,15.85357,12.62148,13.68429,13.48407,13.87777,27.44288,25.27658,2.740167,3.067468,3.315506,7.135194
284.539,22.50194,19.37471,24.53198,20.41277,15.9149,12.73765,13.54661,13.44582,13.96677,27.60399,25.56328,2.677222,3.068795,3.208755,7.018616
336.8207,22.71884,19.37125,24.59611,21.08422,16.01886,12.71533,13.47653,13.5676,14.09059,27.5681,25.59152,2.647018,3.01641,3.065177,6.931246
378.9031,22.844,19.29598,24.67464,21.05476,15.97466,12.60862,13.40446,13.57897,14.31353,27.88376,25.55386,2.602582,2.943485,2.940873,6.87401
404.9438,23.11369,19.26599,24.79012,21.48586,16.129,12.58805,13.3973,13.7401,14.45804,28.17085,25.95899,2.564277,2.918126,2.887202,6.812537
414.3545,23.43036,19.33187,24.92435,21.63074,16.29227,12.62248,13.53075,13.83964,14.49259,28.54299,25.98455,2.536696,2.920859,2.881064,6.773279
409.3043,23.77121,19.24344,25.05591,21.32404,16.50708,12.67385,13.635,13.83625,14.53567,29.16453,26.11482,2.52,2.821296,2.852125,6.764197
390.2954,24.04701,19.17543,25.13148,21.05215,16.66817,12.71994,13.74905,13.73197,14.72081,29.36931,26.40172,2.499422,2.780069,2.908438,6.794544
359.9691,24.16333,19.24036,25.1051,21.26522,16.96016,12.72164,13.71836,13.63088,14.71788,29.84803,27.15822,2.440192,2.79492,2.944121,6.794109
322.426,24.18991,19.22789,25.16096,21.22174,17.02099,12.77546,13.71556,13.54285,14.79558,30.13475,27.03541,2.397485,2.777109,3.017869,6.826222
281.601,24.22252,19.25735,25.34791,21.46357,17.08857,12.63916,13.75473,13.68298,14.86874,30.20203,27.06163,2.355047,2.813357,3.018151,6.823905
240.1531,24.13291,19.46615,25.54305,21.63664,17.31155,12.624,13.72919,13.78162,14.94438,30.27158,27.2191,2.332151,2.721044,2.995039,6.801354
200.728,23.98447,19.62032,25.69008,22.01807,17.46272,12.73002,13.72889,13.84545,14.99007,30.52565,27.83137,2.330164,2.710084,2.964093,6.678452
166.2611,24.07652,19.77851,25.59178,22.45701,17.72068,12.84497,13.7137,13.875,15.00562,30.76256,28.13233,2.289037,2.732561,2.943638,6.568516
137.6183,24.28967,19.74783,25.62815,22.69968,17.81062,13.01742,13.88918,13.88692,15.00087,31.06462,28.40596,2.275671,2.729802,2.891941,6.419794
114.0725,24.52616,19.71967,25.66878,22.66359,17.8738,13.04033,13.88285,13.93952,15.09227,31.50201,29.15069,2.213335,2.651184,2.924497,6.321521
95.97063,24.74149,19.74675,25.68772,22.70171,18.30742,13.0284,13.88722,13.94771,15.08445,31.8753,30.13406,2.172039,2.665776,2.983761,6.257788
82.79601,24.87973,19.58191,25.7169,22.56201,18.61132,12.9937,13.85245,13.81705,15.05103,32.07116,30.47383,2.151123,2.632753,2.935601,6.213235
73.83503,25.15937,19.52619,25.8847,22.55292,18.88065,12.92633,13.92021,13.86537,15.12301,32.65227,31.11708,2.16732,2.651464,3.03079,6.191118
67.66737,25.34852,19.63319,25.9482,22.58236,19.14088,12.88329,13.87639,13.9471,15.15134,32.96638,31.48983,2.245683,2.590141,3.050276,6.245039
62.77198,25.40727,19.81645,25.94455,22.75072,19.10564,12.94702,13.89298,13.96902,15.24357,33.42017,31.73149,2.310535,2.585717,3.081458,6.195049
58.68842,25.60748,19.95628,25.86274,23.3023,19.33709,12.88182,13.89095,13.99852,15.21805,33.79015,31.86147,2.301455,2.57799,3.114284,6.155457
55.75716,25.86433,20.04336,25.7609,23.5036,19.46211,12.80764,13.89273,14.04439,15.11107,33.97889,31.8568,2.276685,2.578164,3.11743,6.149802
52.74471,26.0442,20.11863,25.91882,23.59707,19.70565,12.66048,13.83865,14.02527,15.10027,34.18925,32.16557,2.222965,2.571454,3.066499,6.14836
50.16586,26.27238,20.16965,26.14516,23.80359,20.10545,12.7232,13.78474,14.04559,14.9786,34.33877,32.91641,2.154321,2.572106,2.987459,6.140179
47.82159,26.36067,20.20759,26.29385,23.7055,20.53538,12.73516,13.64716,14.07694,14.95856,34.71351,33.83842,2.080999,2.565155,2.849647,6.086178
45.81857,26.49645,20.16017,26.4081,23.89512,20.81274,12.79019,13.67806,14.15065,15.08042,35.1702,34.66757,2.029004,2.569609,2.817203,6.073034
44.26385,26.61687,20.10192,26.45391,23.99091,20.9358,12.84576,13.67238,14.23575,15.17349,35.68566,35.2547,1.980722,2.551218,2.835135,6.03974
43.2099,26.69783,20.1348,26.58551,24.26232,20.82982,12.92234,13.79572,14.24067,15.15125,35.88855,35.9165,1.905534,2.584519,2.812511,5.957211
42.66193,26.87444,20.20728,26.76952,24.78619,20.88676,12.89573,13.88678,14.26925,15.04845,36.33764,36.36883,1.885907,2.491601,2.867707,5.857758
43.27414,27.10924,20.17848,26.81817,25.15119,20.97994,12.89574,13.99052,14.21321,14.89833,36.71,36.51574,1.887841,2.431583,2.851668,5.830325
44.86963,27.19041,20.14469,26.84574,25.45786,21.21158,12.91924,14.17463,14.14581,14.84801,37.15488,36.98978,1.92198,2.411486,2.780736,5.797751
48.20501,27.31429,20.18686,26.91372,26.01863,21.3911,13.00716,14.33242,14.31288,14.91777,37.42525,37.39338,1.975335,2.300864,2.664712,5.829021
55.64809,27.49421,20.31096,26.82824,26.28931,21.588,12.93807,14.36193,14.51969,15.23437,37.76539,37.69909,2.041548,2.246387,2.629704,5.823433
68.74654,27.72255,20.5485,26.83045,26.7729,21.81856,12.9027,14.42671,14.65601,15.40668,38.07709,37.95937,2.073053,2.277504,2.581539,5.883909
89.11942,27.85155,20.60111,26.75386,27.08698,22.03928,12.82152,14.46272,14.68591,15.592,38.77321,38.10331,2.054277,2.318595,2.623621,5.860341
120.6656,28.00212,20.72977,26.8157,27.54396,22.20403,12.69996,14.3799,14.68665,15.59732,39.24751,38.22182,1.941841,2.452436,2.667215,5.818241
165.1264,28.17641,20.79107,26.95531,27.89036,22.36837,12.64146,14.30729,14.76343,15.58334,39.52931,38.29904,1.847153,2.453782,2.660293,5.806494
222.3573,28.2898,20.78781,27.17269,27.86059,22.60325,12.61972,14.36551,14.75687,15.49328,40.41936,38.55634,1.774387,2.418629,2.686158,5.761614
282.9091,28.41326,20.71794,27.37762,27.89549,22.89415,12.6483,14.42006,14.77256,15.49129,40.93794,38.9895,1.742473,2.421697,2.697313,5.780005
340.5433,28.4972,20.76436,27.76646,28.08079,23.10354,12.69638,14.50915,14.87861,15.61721,41.23364,39.62183,1.738788,2.295935,2.727052,5.804205
388.2503,28.72072,20.85693,28.08834,28.49072,23.25317,12.86858,14.57223,15.04807,15.74026,41.21667,40.3144,1.756516,2.233834,2.756151,5.859131
418.9371,28.946,21.09212,28.32592,28.87497,23.42623,12.91852,14.60229,15.25284,15.59395,41.61568,41.04246,1.826561,2.259739,2.718737,5.92262
427.828,29.13548,21.2068,28.36617,29.4125,23.57633,13.02746,14.65806,15.23679,15.74859,42.51725,41.68196,1.934249,2.311945,2.741256,5.874261
420.3002,29.23247,21.50497,28.49149,30.23172,23.81968,13.06781,14.67496,15.27463,15.77473,43.02161,42.01555,1.943556,2.378603,2.772122,5.929235
399.5782,29.36949,21.58898,28.56397,30.77845,23.88391,13.15765,14.73038,15.33263,15.84011,43.16464,42.30307,1.9329,2.456262,2.717752,5.898674
369.286,29.44614,21.71222,28.76983,31.18903,24.18488,13.26356,14.83804,15.29175,16.08606,43.53991,42.57211,1.962908,2.508876,2.709564,5.88044
331.6676,29.6508,21.75467,28.84585,31.65501,24.42532,13.30747,14.92295,15.23509,16.27961,43.50261,42.79038,1.952824,2.526268,2.697417,5.87944
291.6183,29.84468,21.78156,28.95838,31.72389,24.6996,13.37788,15.05376,15.45469,16.49325,43.96552,43.16398,1.944877,2.455235,2.684336,5.842109
251.4165,30.05614,21.80996,28.99057,31.85933,25.08493,13.52579,15.16971,15.77691,16.57545,44.4883,43.38766,1.922866,2.424294,2.645265,5.872516
212.9489,30.32569,21.79042,28.9666,31.99177,25.34679,13.39075,15.24255,15.9887,16.45925,45.42076,43.82699,1.932119,2.403404,2.559493,5.940656
177.728,30.56386,21.76899,28.85218,31.88603,25.48699,13.29864,15.29,16.02852,16.39127,46.39425,44.39228,1.974712,2.324556,2.528737,5.908027
147.8603,30.88046,21.8356,28.85726,32.19517,25.67195,13.22494,15.27595,15.96193,16.34521,46.8745,44.93573,1.9395,2.25886,2.547287,5.917176
123.7565,31.20708,21.93933,28.99218,32.742,25.7974,13.21829,15.30666,15.87653,16.24399,47.55107,45.38176,1.900087,2.270395,2.531039,5.81982
103.6226,31.4534,22.24722,29.27128,33.42229,26.13731,13.31786,15.28166,15.7656,16.28952,48.01546,45.85527,1.829811,2.290001,2.538719,5.778937
88.45729,31.65909,22.4027,29.57571,34.02005,26.34283,13.4236,15.25863,15.73199,16.38483,48.56076,46.62589,1.754037,2.234536,2.619195,5.728693
77.59341,31.78466,22.58056,29.97602,34.40394,26.59251,13.53302,15.38976,15.84742,16.57818,49.86495,47.12392,1.71975,2.160384,2.64589,5.691397
70.1596,32.00106,22.78192,30.5517,34.8273,26.80445,13.67099,15.53102,15.94114,16.74696,50.83481,47.39508,1.753285,2.155891,2.674232,5.672606
65.1261,32.15068,22.91769,30.86803,35.346,27.00804,13.6758,15.61367,15.99325,16.85766,51.41322,47.63571,1.781535,2.170658,2.625961,5.713902
61.00566,32.24506,23.09868,31.15642,35.41752,27.22174,13.72981,15.71789,16.10799,17.02316,51.83562,48.18566,1.8578,2.165385,2.638279,5.729764
57.83411,32.37827,23.17144,31.32748,35.74058,27.47795,13.83288,15.78519,16.21916,17.27877,51.93644,48.813,1.928217,2.19445,2.58216,5.727111
55.27121,32.59349,23.21629,31.30193,36.38984,27.81766,13.9133,15.94573,16.3959,17.24451,52.44629,49.11974,1.988234,2.217316,2.476187,5.747435
52.20285,32.62563,23.30553,31.46058,36.91471,28.21649,14.04733,15.9932,16.63788,17.36144,52.86142,49.70524,1.893085,2.223673,2.389096,5.819808
49.66787,32.62585,23.39502,31.5015,37.45586,28.56278,14.23159,16.01851,16.85795,17.4555,53.7805,50.4785,1.855596,2.187241,2.379193,5.893359
47.71608,32.78367,23.50436,31.70395,38.32932,28.75161,14.4143,16.20646,17.07723,17.53746,54.95718,51.40938,1.768106,2.160226,2.339994,5.898922
46.43043,33.16718,23.62217,32.31321,38.77608,29.01787,14.47932,16.38188,17.26045,17.62552,55.83069,51.85977,1.717514,2.15067,2.353137,5.886369
46.16169,33.53698,23.69483,32.54389,39.23074,29.37625,14.58305,16.32745,17.14754,17.67111,56.54797,52.60239,1.693462,2.137746,2.400445,5.889788
47.80508,33.93732,23.82024,32.96061,39.78918,29.79542,14.62041,16.38637,17.20082,17.78177,57.77522,53.61825,1.729164,2.115947,2.543003,5.904698
50.62981,34.41165,23.93223,33.32756,40.64325,30.17249,14.7386,16.55717,17.33486,17.86148,59.00723,54.67443,1.737028,2.083391,2.594629,5.896896
55.21481,34.88175,24.11119,33.54029,41.47287,30.63828,14.89275,16.71231,17.45214,17.87786,60.21453,55.71443,1.707914,2.113274,2.59145,5.896805
62.69412,35.20945,24.32348,33.95235,42.29194,31.08817,15.12979,16.91797,17.56351,18.05488,61.59953,56.92054,1.741923,2.126707,2.593849,5.960295
73.81537,35.417,24.61259,33.82589,42.63367,31.3497,15.29144,16.9894,17.72201,18.19245,62.99031,57.8979,1.817981,2.159662,2.572228,6.032059
94.86522,35.71179,24.90614,33.82788,43.42452,31.64328,15.42107,17.1702,17.74297,18.35037,64.15137,58.75831,1.804527,2.232184,2.475473,5.981439
127.4995,36.16066,25.15007,34.22055,43.94911,31.97523,15.44871,17.33649,17.75404,18.4925,65.26522,59.29018,1.835571,2.302996,2.444291,5.929076
176.6717,36.66285,25.24394,34.6255,44.46289,32.19826,15.45243,17.3825,17.75179,18.54166,66.27673,59.54472,1.859968,2.32857,2.419125,5.940463
240.7612,37.10613,25.34499,35.07915,45.00573,32.4916,15.39548,17.44508,17.85096,18.62952,67.38118,60.13734,1.863796,2.293411,2.408113,5.929373
311.8427,37.48447,25.41049,35.57262,45.7735,33.01277,15.53292,17.73681,18.03476,18.74514,68.61654,60.77511,1.784398,2.242246,2.372104,5.915086
377.3893,37.62302,25.58339,36.08828,46.33263,33.68324,15.80344,18.04802,18.0957,18.89925,69.58864,61.90472,1.682153,2.243788,2.392885,5.894767
428.7451,37.73071,25.80912,36.44169,47.01085,34.09764,16.115,18.28426,18.12315,19.19978,70.78689,63.05047,1.728633,2.226416,2.406737,5.948992
457.2225,37.77378,25.94095,36.35576,47.69315,34.26624,16.26629,18.31498,18.30582,19.28234,72.13787,64.19148,1.766961,2.155359,2.435113,5.959278
462.9106,37.81652,26.2637,36.43532,48.66996,35.00836,16.4369,18.53834,18.3981,19.414,73.17902,65.45303,1.753191,2.124038,2.458044,5.877807
445.9413,38.10984,26.53708,36.64312,49.64431,35.52406,16.70226,18.64269,18.65701,19.4887,74.30112,66.59708,1.761849,2.102834,2.471725,5.740547
415.0752,38.61298,26.70125,36.83901,50.69087,35.92865,16.82206,18.77114,18.99588,19.49203,75.35311,67.26909,1.763429,2.108926,2.500075,5.6178
376.8906,39.13671,26.95709,37.08228,51.22357,36.55691,16.89079,18.85663,19.19032,19.64787,76.2345,68.34936,1.728873,2.084923,2.496889,5.598346
334.837,39.53826,27.21283,37.4423,51.66842,37.25294,16.94327,19.04918,19.32371,19.79209,77.04406,69.54601,1.596292,2.084085,2.488936,5.577476
291.4058,39.91895,27.37511,37.98494,51.90351,37.73455,17.13463,19.2947,19.4563,20.02504,78.04269,70.45146,1.492739,2.134684,2.537949,5.587271
249.7501,40.26366,27.63937,38.35101,52.59,37.84813,17.33716,19.44396,19.45856,20.24076,79.61845,71.6084,1.394175,2.178902,2.55053,5.667149
210.4474,40.61469,27.73338,38.6874,53.73036,37.64202,17.41104,19.49503,19.58415,20.33981,81.66711,73.04103,1.395467,2.191664,2.533691,5.708249
176.4912,41.0377,27.94732,39.00891,55.04641,37.94352,17.65818,19.71308,19.80696,20.40976,83.40876,74.89961,1.412263,2.190033,2.547211,5.688847
147.3657,41.69148,28.11536,39.37352,56.54358,38.10288,17.89367,19.93785,20.04989,20.45775,85.13698,76.85318,1.43568,2.201116,2.53184,5.541439
123.3346,42.00735,28.24598,39.56149,57.67946,38.37825,18.06303,20.19115,20.16608,20.54351,86.47189,78.68051,1.500085,2.233277,2.503393,5.364944
105.3078,42.40847,28.49208,39.61833,58.69107,39.02951,18.17801,20.46776,20.32701,20.82022,87.93839,80.46347,1.6173,2.135424,2.544388,5.274628
93.44138,42.7579,28.61041,39.79738,59.57901,39.63181,18.21157,20.67548,20.46366,21.09355,89.07447,82.37646,1.547091,2.097107,2.558043,5.121539
86.75922,43.12997,28.75819,40.19726,60.10261,40.17919,18.31015,20.84451,20.82817,21.44072,90.6799,83.0291,1.574066,2.07224,2.580004,4.976721
84.65247,43.47217,29.20792,40.83992,60.92898,40.81861,18.53987,20.95571,20.91955,21.56818,92.57711,83.62054,1.530056,2.051414,2.644269,4.914545
85.53395,43.99402,29.63827,41.42594,61.96699,41.22898,18.72317,20.91335,21.13577,21.64448,94.8784,84.59913,1.565587,2.050499,2.685744,4.852452
91.69372,44.72436,29.9721,41.90551,63.05509,41.56839,19.10128,20.9359,21.39929,21.65264,96.35165,85.70715,1.645355,2.074531,2.715944,4.807174
101.4073,45.5368,30.37794,42.55408,64.31043,41.75318,19.32992,21.05139,21.49955,21.81961,97.79525,87.0362,1.545392,2.07637,2.702641,4.749307
118.476,45.78995,30.80317,43.00751,65.39835,42.04712,19.53188,21.27202,21.4996,21.84332,98.9921,88.61512,1.509249,2.078292,2.678532,4.680018
147.6884,46.09191,31.29034,43.28504,66.77424,42.5274,19.765,21.58623,21.70364,21.99764,100.8185,90.18801,1.46674,2.027161,2.663828,4.64113
194.1882,46.30825,31.3755,43.51101,68.26865,43.12995,19.87068,21.8773,21.99718,22.24824,102.6072,91.81712,1.395547,2.04484,2.620411,4.554539
258.3236,46.50639,31.57498,44.06891,69.52776,43.75938,20.01745,22.15789,22.3147,22.63297,104.9144,93.01833,1.359807,2.079004,2.573635,4.459956
330.9573,46.8726,31.89317,44.51751,70.88293,44.4874,20.16999,22.37076,22.35478,22.74442,106.9163,94.46,1.325924,2.151671,2.585232,4.443583
400.1936,47.42118,32.19202,44.94239,72.0071,44.94131,20.54808,22.46579,22.53489,22.87968,108.9133,96.52521,1.313999,2.169149,2.610656,4.355021
455.9701,48.20992,32.44843,45.49722,72.68549,45.41858,21.0116,22.50697,22.60434,23.08392,110.4877,98.61849,1.356538,2.254409,2.608642,4.336527
489.8145,48.78657,32.59929,46.12912,73.56264,45.70427,21.15851,22.63676,22.53802,23.30083,112.8239,100.6226,1.363173,2.291167,2.61278,4.33196
492.9786,49.28746,32.79799,46.45269,74.88508,46.08126,21.35088,22.86281,22.57438,23.16095,114.506,102.9533,1.361028,2.244603,2.600235,4.321955
473.4783,50.03018,33.08739,46.69871,76.44546,46.58176,21.4743,23.1675,22.88216,23.16811,116.2469,104.2063,1.35678,2.187724,2.609221,4.229218
438.1603,50.37063,33.2506,46.8628,78.17117,47.10224,21.55918,23.44289,23.2533,23.35124,118.1546,105.6135,1.35542,2.106245,2.587357,4.095523
395.0917,50.70415,33.49504,47.13054,80.21549,47.5887,21.67569,23.76333,23.47157,23.66195,119.9334,106.8202,1.395633,1.980426,2.629368,4.030271
347.9682,51.12713,33.84361,47.46863,82.24165,48.13232,21.69915,23.93109,23.52841,23.6994,121.7323,108.3763,1.453299,1.929244,2.684104,3.986708
300.3855,51.59213,34.16343,47.80894,83.83574,48.64156,21.9616,24.16829,23.74512,23.84126,123.1871,110.0959,1.451915,1.947679,2.736741,3.946491
255.6265,52.17896,34.60725,48.39704,85.20759,49.30513,22.24711,24.3719,23.87486,23.94785,125.7654,112.2278,1.430695,2.012077,2.783196,3.927866
216.5802,52.61178,34.9428,49.07303,86.49178,49.73736,22.5079,24.56257,23.95516,24.17128,128.5356,114.4598,1.400006,2.117734,2.818583,3.965733
