A1: Ladder,B1: PowerSoil-LT-Organic-1,C1: PowerSoil-LT-Organic-2,D1: PowerSoil-LT-Organic-3,E1: PowerSoil-LT-Sand-Clay-1,F1: PowerSoil-LT-Sand-Clay-2,G1: PowerSoil-LT-Sand-Clay-3,H1: PowerSoil-LT-Sand-1,A2: PowerSoil-LT-Sand-2,B2: PowerSoil-LT-Sand-3,C2: PowerSoil-LT-Clay-1,D2: PowerSoil-LT-Clay-2,E2: PowerSoil-LT-Clay-3,F2: PowerSoil-LT-Beach-Sand-1,G2: PowerSoil-LT-Beach-Sand-2,H2: PowerSoil-LT-Beach-Sand-3
253.4496,297.6555,245.066,242.7063,283.2295,243.8866,226.2141,199.9544,248.9214,220.2174,225.1041,223.4744,271.0005,233.9396,196.5089,198.5604
215.277,260.2939,208.4947,205.2101,240.3829,202.7375,183.6236,159.0668,207.2842,180.4945,185.3812,183.9599,229.9478,189.3012,156.1875,155.6855
180.6016,227.0046,177.5072,174.7791,201.3445,167.7327,147.5047,125.9413,173.7783,146.1888,153.1303,151.2234,193.1665,150.6047,123.8231,121.5831
151.487,198.0276,152.7218,150.9331,166.9786,137.9747,119.6992,101.3347,145.4251,119.646,127.5526,125.7533,163.8414,118.5871,98.59994,95.3969
127.5183,175.3432,133.3501,133.8827,138.8007,114.7089,98.29007,83.26776,123.2731,99.24498,107.8246,108.0465,139.804,94.37525,79.89976,75.3982
108.2461,157.612,119.1886,122.46,117.6198,97.6037,82.17216,70.23872,105.9029,84.06277,93.56757,95.03708,121.1117,76.53574,65.98207,61.93888
94.21113,144.9914,109.567,115.2534,101.5184,84.66695,70.65981,61.59214,92.29664,74.19205,83.58588,86.37732,107.0652,63.38484,56.48247,53.86148
82.68203,135.2578,102.64,110.7271,89.34412,76.04361,63.11816,55.78913,82.41594,67.62544,77.11387,80.60577,97.39059,54.33097,49.71698,48.98203
73.7374,127.9033,98.22119,107.0781,80.38783,70.18347,58.27189,52.29124,75.6414,62.9949,73.06781,76.6134,90.67614,48.11343,45.21748,45.68461
67.40194,122.4074,95.49757,105.2466,74.21065,65.83689,54.89998,50.22391,70.76125,59.18282,69.87337,74.06397,84.99287,44.07741,41.86815,43.44584
62.61126,118.3105,93.8234,103.3231,69.56962,62.4938,52.92723,48.80411,67.30067,56.61294,67.54253,71.63663,81.05049,41.37625,39.22752,41.71734
58.1839,114.2841,92.0443,100.7334,66.00471,59.90631,51.57041,47.63404,64.21133,54.23803,65.38314,69.5815,78.0252,39.27169,37.00543,40.06587
54.6643,111.2663,90.78476,97.98061,62.91445,57.50958,50.44795,46.48313,61.68829,51.97159,63.52231,67.68423,75.34885,37.40605,34.93179,38.27312
51.60332,108.5605,89.39286,95.79007,60.17884,55.16249,49.41951,45.16854,59.47538,49.85203,61.87221,65.71801,72.95389,35.44885,33.07829,36.31132
48.8336,106.4217,87.92758,93.84129,57.62766,53.00304,48.37687,43.82634,57.32817,47.72071,60.23671,64.00729,70.91888,33.19126,31.19743,34.24911
46.11565,104.5201,86.42786,92.25536,55.14223,50.86687,47.05253,42.29781,54.92288,45.40469,58.72364,62.60586,68.8028,30.93979,28.96929,32.29922
43.41247,102.4534,85.13082,90.71745,52.70279,48.56253,45.30737,40.68217,52.5468,43.09335,57.30502,60.97316,66.47504,28.53832,26.72841,30.29498
41.53166,100.4602,84.13441,89.42455,50.65344,46.18465,43.38182,38.95817,49.64908,40.79027,55.53362,59.36496,64.1985,26.02761,24.39996,28.45825
39.57515,98.03368,83.01223,87.94543,48.57232,43.8783,41.97118,37.30446,46.77409,38.50095,53.71937,57.50893,61.82307,23.59195,22.1436,26.76333
37.08521,94.99668,81.47565,86.29336,46.42376,41.73128,40.58549,35.78513,43.84685,36.3014,51.85674,55.80567,59.49989,21.35787,19.89784,25.16263
35.38078,93.03482,80.27601,84.18348,44.17001,39.67516,39.62459,34.34857,41.25507,34.43568,50.32061,54.29538,57.20113,19.3799,17.86264,23.6205
33.94363,90.81032,78.7898,82.5166,42.09631,37.63576,38.60848,33.2054,39.02858,32.7067,49.11894,52.83165,55.13472,17.49405,16.13474,22.17176
33.14448,88.69003,77.35463,81.03198,40.21047,35.98422,37.83466,32.2213,37.22658,31.01709,48.09072,51.77064,53.50233,15.91603,14.73967,20.85009
33.61207,86.33269,75.89816,79.99258,38.42494,34.4261,36.85117,31.13347,35.60443,29.5327,46.90226,51.16946,51.81878,14.66335,13.51359,19.84968
34.66177,84.5584,74.50496,79.31789,36.71684,32.86349,35.50723,30.11096,34.20637,28.18516,45.94199,50.19287,50.09495,13.55241,12.52665,18.96925
38.10649,82.79154,73.68449,78.65348,35.31918,31.41612,34.18021,29.03558,32.74046,27.1935,45.09143,49.49336,48.68795,12.57652,11.68948,18.25052
44.34243,81.10727,72.70583,77.60775,34.00021,30.40656,33.22881,28.17587,31.2534,26.21415,43.9399,48.80939,47.43409,11.77255,10.96223,17.78031
52.26828,79.78633,71.69192,77.11956,32.7528,29.51922,32.49222,27.4157,29.81409,25.34184,43.01104,48.10145,46.24204,11.15399,10.24431,17.29487
63.21781,79.2644,71.12519,76.92146,31.57019,28.84135,32.01524,26.59788,28.57369,24.58781,42.25399,47.23236,45.40549,10.56403,9.603105,16.79848
79.12881,78.34451,70.73225,76.56418,30.55391,28.21899,31.43875,25.98706,27.2823,23.97082,41.73891,46.43863,44.2389,9.949356,8.913853,16.33464
102.7497,77.25845,70.15685,75.76726,29.69437,27.59213,30.9408,25.501,26.23786,23.12391,41.37624,45.91096,43.53265,9.399932,8.282429,15.84232
133.5906,76.51263,69.45879,74.75237,28.92647,27.13103,30.37666,24.88608,25.60245,22.51148,41.03176,45.54281,42.69565,8.844214,7.772251,15.53493
169.6832,75.50757,68.8612,74.36824,28.27874,26.45571,29.67472,24.04694,25.0826,21.96015,40.79697,45.15948,41.53707,8.322639,7.382599,15.17861
210.7255,74.87515,68.38943,74.10299,27.76791,25.88207,29.08454,23.31642,24.61703,21.55747,40.57092,44.96148,40.80726,7.903152,6.99817,14.76923
252.5217,74.93224,67.85915,73.3128,27.16017,25.39225,28.70122,22.94805,24.06584,21.08108,40.33389,44.92724,40.3857,7.53602,6.698482,14.41122
289.3017,74.84213,67.38826,73.23788,26.55194,25.1122,28.45444,22.46238,23.51118,20.73394,39.78291,44.83,40.18163,7.155942,6.429988,14.04537
318.0999,74.8622,67.00451,73.78465,26.07533,24.84275,28.00844,22.18139,23.16972,20.55804,39.43473,44.58146,39.97356,6.789362,6.153159,13.72066
337.3473,74.98085,66.4408,73.68905,25.61497,24.56396,27.67771,22.00273,22.76505,20.45809,39.14606,44.21413,39.3678,6.471934,5.853511,13.3912
345.7556,74.72926,66.43348,72.63294,25.20262,24.20591,27.468,21.87733,22.36673,20.22472,38.91866,43.90462,38.74657,6.111187,5.629501,13.06053
340.6793,74.4333,65.75504,71.63074,24.92114,23.92405,27.32622,21.75802,22.23632,19.8612,38.88281,43.44697,38.02565,5.804654,5.45193,12.75926
324.8998,73.66924,65.10257,70.65592,24.69191,23.70041,27.04119,21.38567,21.94451,19.54131,39.00132,43.0681,37.38154,5.586354,5.298862,12.45826
300.3273,72.68897,64.51167,70.22633,24.49923,23.35134,26.90328,21.01368,21.59728,19.21099,39.10618,43.00359,36.78482,5.455539,5.156308,12.07567
268.9146,72.2701,64.35973,69.955,24.01575,23.06929,26.90903,20.8189,21.17123,18.85693,39.18499,42.90808,36.70718,5.248864,5.047389,11.75003
234.5129,71.50997,64.49917,70.04358,23.68827,22.75347,26.62082,20.46499,20.94866,18.63954,38.92815,42.91118,37.02248,5.102216,4.908411,11.48273
199.3059,71.11597,64.09175,70.23878,23.48033,22.45692,26.19127,20.14252,20.60333,18.60724,38.89701,42.61594,37.04512,4.97143,4.792452,11.33415
166.4437,71.14014,63.59818,69.91588,23.24903,22.3167,25.97292,19.96744,20.32478,18.52033,38.71768,42.63084,36.73466,4.854871,4.737142,11.2051
137.3492,71.13134,63.73246,69.13136,23.2385,22.01014,25.84656,19.73507,20.21165,18.43182,38.51453,42.69339,36.81705,4.702024,4.647713,11.05654
112.9361,70.65596,63.38598,68.32269,22.7995,21.83408,25.80214,19.56185,20.27303,18.15249,38.27095,42.77071,36.74823,4.609821,4.593835,10.87885
93.96087,70.78834,62.9356,67.47858,22.65795,21.58436,25.64109,19.34829,20.0086,18.13438,38.30368,42.67743,36.29123,4.496811,4.493195,10.70285
79.61235,70.96284,62.79565,67.27306,22.33334,21.41431,25.62555,19.35874,19.86268,18.04261,38.02995,42.80603,35.89201,4.366683,4.346839,10.387
69.11497,71.17531,62.97794,66.80951,21.9593,21.33747,25.7809,19.25384,19.76364,17.78616,37.88066,42.83681,35.78377,4.271276,4.205494,10.20412
62.14868,71.39709,63.15926,66.5177,21.86131,21.25657,25.80756,18.94856,19.8792,17.42744,37.91899,42.8049,35.70043,4.250053,4.051945,10.03927
56.73083,71.65045,63.0084,66.77276,21.90094,21.19147,25.77879,18.61349,19.80774,17.1943,37.82969,42.38051,35.31833,4.203013,3.957165,9.8884
52.58366,71.76379,62.91922,66.75084,22.0327,21.2854,25.7861,18.49574,19.66863,16.95714,37.76876,42.69458,35.0999,4.120353,3.899195,9.828209
49.30208,71.60419,63.10797,66.42065,22.12848,21.23569,25.68209,18.20418,19.8299,16.82896,37.85888,42.86439,35.14408,4.097835,3.874686,9.787646
46.5525,70.94243,63.12672,66.28509,21.87524,21.35122,25.57608,17.88111,19.94474,16.78803,37.77735,42.9063,35.25822,4.130406,3.916788,9.794898
43.90578,70.37556,62.7638,66.17637,21.82578,21.26851,25.31387,17.70045,19.87944,16.87542,37.71481,42.68677,35.03436,4.087752,4.028131,9.695765
41.54991,69.67152,62.70405,66.52634,21.54559,21.07859,25.018,17.85342,19.82127,16.95596,37.67182,42.53357,34.95071,4.079181,4.063049,9.649912
39.50436,69.2944,62.62095,65.86761,21.28801,20.85498,24.89111,17.93405,19.65541,17.00199,37.43172,42.46968,35.25732,4.119771,4.013958,9.635882
38.16549,68.74205,62.45152,65.41334,21.14391,20.59554,24.72551,17.7864,19.562,16.95965,37.28836,42.41337,35.17875,4.097534,3.924799,9.592086
37.44538,68.2357,62.28388,65.28542,21.17179,20.23693,24.47782,17.79213,19.37119,16.84352,37.04685,42.414,34.91615,4.025277,3.808772,9.412009
36.81348,67.9617,62.47099,64.91154,20.98866,19.98682,24.29873,17.84244,19.21745,16.8098,37.09434,42.73095,34.66961,3.936707,3.657201,9.423137
36.77727,67.63557,62.92207,64.7029,20.759,19.86773,24.16009,17.70934,19.25023,16.7464,37.34634,42.83446,34.56963,3.864205,3.606972,9.312188
38.20342,67.36679,63.15546,64.21928,20.68208,19.85928,24.06847,17.47428,19.25961,16.68136,37.4117,42.52849,34.54107,3.86236,3.497518,9.151341
41.02548,67.12542,63.13313,63.93466,20.5654,19.84692,24.00782,17.40377,19.21306,16.51125,37.71352,42.26262,34.28529,3.852656,3.448473,8.89841
47.03395,67.19272,62.97124,63.88425,20.33256,19.72087,24.03896,17.27497,19.05802,16.46525,38.10614,42.2082,33.62841,3.808099,3.35709,8.812859
54.47295,67.68575,62.91855,63.45449,20.25806,19.71168,24.04774,17.26538,18.82929,16.41571,38.1964,42.19563,33.67191,3.701038,3.288257,8.754911
67.71098,67.86988,62.86331,62.67115,20.18858,19.72574,23.84882,17.13073,18.61739,16.43098,38.0423,42.26558,33.92494,3.567221,3.150155,8.599552
89.46053,68.21029,62.87958,62.32064,20.32517,19.46241,23.6039,17.08722,18.40009,16.28534,37.57856,42.47214,34.19892,3.399516,3.075092,8.525214
118.9081,67.9426,63.11382,62.58378,20.20481,19.36983,23.45736,17.07943,18.22882,16.26908,37.68249,42.80994,34.48547,3.241436,3.054412,8.690989
157.0768,67.39144,63.33932,62.76894,20.09732,19.2415,23.3527,17.10518,18.203,16.20146,37.69911,42.93692,34.91046,3.131871,3.052079,8.754865
202.4222,67.11752,63.35672,62.70954,20.22411,19.09943,23.26737,17.25945,18.33356,16.1518,37.71824,42.77587,35.2522,3.134474,2.917125,8.756067
249.8254,66.88818,63.74409,63.09003,20.10947,19.0095,23.34443,17.45724,18.25441,16.01559,37.91738,42.50531,35.10964,3.123638,2.898483,8.705871
296.0263,67.02398,63.6356,63.24696,19.98769,18.95526,23.34734,17.21503,18.16555,15.99201,38.24651,42.25558,34.72044,3.138679,2.858669,8.695738
334.844,67.1425,63.79729,63.09858,19.88102,19.03031,23.31318,16.8821,18.18812,16.04139,38.45662,42.14866,34.69508,3.122286,2.81189,8.644426
362.5233,67.21999,64.08122,62.48029,19.71502,19.15857,23.25888,16.51472,18.16121,16.04954,38.35502,42.15339,34.54745,3.108336,2.731422,8.51055
376.7728,67.70276,64.22057,61.95464,19.56674,19.15493,23.04521,16.32344,18.23285,16.07372,38.2248,42.26403,34.58018,3.071834,2.677797,8.457339
374.0346,67.78191,64.50838,62.29369,19.41022,19.22513,22.91777,16.22929,18.04674,16.11624,38.51397,42.36919,34.64866,3.04462,2.649904,8.572763
358.1523,67.56933,64.7285,62.21051,19.49651,19.16306,22.85808,16.2252,17.95456,16.07809,38.67365,42.40624,34.83472,3.007637,2.595574,8.704894
330.285,67.3674,64.81656,62.25308,19.70625,19.01359,22.68998,16.48173,18.13833,15.94331,38.76471,42.52427,35.02508,3.006276,2.496412,8.838449
294.0256,66.9762,64.84088,62.62523,19.69024,18.86907,22.5066,16.70506,18.02966,15.80222,38.64928,42.47971,35.03969,2.988532,2.465528,8.915062
253.593,67.19492,64.64899,62.84963,19.66643,18.6949,22.41942,16.728,18.00967,15.76961,38.56621,42.48087,35.20245,3.026438,2.41641,9.033737
213.0531,67.24255,64.56574,63.0299,19.6372,18.61715,22.40587,16.52906,18.17492,15.8101,38.55833,42.72287,35.11467,2.994033,2.399989,9.202727
175.6307,67.20883,64.53111,63.08899,19.4638,18.57346,22.46074,16.47154,18.06649,15.70793,38.21252,42.9931,34.61865,2.939486,2.408288,9.253141
142.8653,67.47627,64.56144,62.8606,19.18439,18.57682,22.36119,16.64283,18.06067,15.63957,38.23404,43.15588,34.39004,2.950399,2.448092,9.256883
116.547,68.38015,64.82371,62.47198,18.89104,18.71512,22.3241,16.63888,17.75226,15.6172,38.59778,43.32563,34.31417,3.019354,2.434355,9.211739
96.35294,68.51198,64.93154,62.01723,18.95199,18.78932,22.20923,16.63584,17.63607,15.7576,38.92546,43.51383,34.32215,2.977307,2.517478,9.220133
82.3006,68.4081,65.09279,62.03622,18.94541,18.86829,22.17932,16.71438,17.76616,15.81412,39.07112,43.98681,34.47209,2.965114,2.564929,9.246678
72.74402,68.046,65.38745,62.27414,19.04897,18.8281,22.23516,16.75519,17.75828,15.96946,39.03703,44.36022,34.38784,2.986305,2.592482,9.295707
65.65025,67.73312,65.24316,62.09314,19.20082,18.8154,22.38681,16.64598,17.8819,16.08828,39.13298,44.75121,34.56208,2.953536,2.645872,9.324292
59.95651,67.50819,65.02484,62.16589,19.28616,18.74381,22.44584,16.51533,18.21127,16.2078,39.31305,45.05254,34.3681,2.88328,2.726458,9.571226
56.32552,67.67787,64.86061,62.46139,19.22994,18.72668,22.45725,16.46718,18.0176,16.05452,39.17617,45.13589,34.40656,2.792568,2.801732,9.583684
52.54815,67.69506,65.12935,62.53908,19.11348,18.64447,22.3713,16.53788,17.94807,15.82777,38.94231,44.99705,34.64753,2.789837,2.908899,9.484932
49.24145,68.45968,65.70255,62.55537,18.98242,18.78345,22.3243,16.54381,17.77274,15.70619,38.76559,45.01697,34.97537,2.78105,3.026644,9.208118
46.08712,68.85204,65.91711,62.57907,19.04924,18.77028,22.28927,16.57013,17.80916,15.63314,38.91925,44.99552,35.11942,2.70725,3.103376,9.090693
43.57093,68.79436,66.13586,62.88552,19.11487,18.89015,22.17598,16.6702,17.905,15.63666,39.13834,45.17926,35.25002,2.717579,3.063302,8.948882
41.42563,68.83083,66.6342,63.46128,19.22984,18.96979,22.15372,16.57907,18.04826,15.73176,39.40852,45.51421,35.25782,2.736007,2.985973,8.886428
38.80716,68.77074,66.83854,62.94186,19.37595,18.91434,22.0915,16.52093,18.1202,15.72601,39.96227,45.61437,35.28971,2.703054,2.906523,8.850337
37.09695,68.936,66.5155,62.86013,19.30687,18.88857,22.20548,16.57557,18.26642,15.78011,40.57774,45.88816,35.40869,2.669417,2.821709,8.905321
35.71246,69.58079,66.53697,62.7537,19.30429,18.8641,22.31515,16.57561,18.32835,15.74732,40.94085,45.88723,35.6173,2.640694,2.73145,8.94739
34.9041,69.82705,66.55107,62.47751,19.22621,18.88222,22.12307,16.64938,18.2443,15.82288,41.08675,46.00905,35.93607,2.604162,2.701408,8.882965
35.89719,69.99846,66.59434,62.48664,19.26891,18.91074,22.17175,16.7537,18.25629,16.06765,40.9095,46.30951,36.24785,2.54414,2.752435,8.731644
38.21425,70.24223,66.75056,62.68776,19.30757,18.76753,22.28561,16.82552,18.23849,16.18868,40.65935,46.66273,36.39922,2.456289,2.734973,8.535201
42.6941,70.20134,66.85851,63.2281,19.26466,18.85565,22.22763,16.93786,18.22823,16.37335,40.79017,46.76831,36.40275,2.447049,2.663131,8.386833
49.09422,70.6935,67.10916,64.23874,19.13243,18.91887,22.06551,16.9132,18.11776,16.41299,40.96375,46.93971,36.45301,2.442954,2.595692,8.223323
59.46463,71.00259,67.40778,64.54253,18.99482,18.94151,21.97324,16.8526,18.09952,16.27217,41.25397,47.02716,36.44682,2.478064,2.546798,8.059635
75.73979,71.26563,67.74404,64.99771,19.0448,19.01654,22.16546,16.88684,18.21252,16.14703,41.46518,47.23115,36.2682,2.468953,2.499341,7.899251
101.069,71.34728,68.19048,65.03036,19.14997,19.15732,22.4798,16.85565,18.49845,16.01078,41.84711,47.12162,35.89715,2.472759,2.411957,7.848516
137.8917,71.74651,68.5433,65.12397,19.1586,19.38101,22.5604,16.81989,18.73152,15.95271,41.85524,47.2971,35.75267,2.511319,2.366449,7.905131
186.7862,72.18444,68.86773,64.99657,19.22832,19.47242,22.77933,17.03197,18.76568,15.9917,41.61567,47.79805,36.0174,2.548884,2.279186,7.70516
242.5413,72.32118,69.21213,64.87587,19.36654,19.62375,22.88939,17.075,18.85238,16.13759,41.25777,48.55716,36.30524,2.459134,2.217083,7.556871
298.0159,71.92265,69.67599,64.82949,19.32816,19.64599,23.08297,17.15258,18.99518,16.21252,41.53498,48.87554,36.81148,2.331034,2.202235,7.498874
346.6523,72.09813,70.13422,65.07744,19.38637,19.66219,23.06087,17.30187,19.06139,16.29681,41.96746,49.2778,37.53333,2.256305,2.131325,7.355228
380.9431,72.64921,70.4603,64.69508,19.23619,19.69203,22.99512,17.38973,19.13818,16.27394,42.40249,49.82274,38.11639,2.256024,2.096615,7.280395
396.4345,72.92653,70.88869,64.6722,19.3745,19.58191,22.72652,17.47156,19.17234,16.25,43.10062,50.41883,38.40187,2.226877,2.067551,7.229121
394.2091,72.8824,71.12169,64.97818,19.55925,19.49064,22.74865,17.55704,19.19794,16.11627,43.91157,50.76796,38.31892,2.198794,1.988863,7.216755
376.7221,73.99442,70.90553,65.50675,19.54273,19.65118,22.75753,17.60268,19.20551,16.1082,44.13837,51.04659,38.0513,2.226743,1.97772,7.32272
347.7138,75.0839,70.42344,65.56798,19.69913,19.81251,22.64202,17.58799,19.03569,16.24234,44.29926,51.25008,37.95723,2.26335,1.945468,7.238883
309.7084,75.5201,70.48293,65.67423,20.01435,20.04993,22.842,17.44301,18.89701,16.59803,44.47081,51.57228,37.99982,2.207565,1.901233,7.219466
267.1751,75.66965,70.5862,66.00862,20.14061,20.1128,23.14112,17.33469,18.91141,16.83539,44.78981,51.59796,38.22532,2.098787,1.853158,7.15206
224.5797,75.93568,70.82517,66.2357,20.19602,20.19019,23.27817,17.22478,18.90513,17.19218,45.05351,51.59033,38.72366,2.107823,1.714954,7.047793
183.7742,76.00173,71.34435,66.29805,20.10998,20.30773,23.38155,17.32385,18.97481,17.33311,45.01335,51.84033,38.91659,2.200336,1.710124,7.027774
148.6637,76.2866,72.22054,66.58125,20.11818,20.2864,23.30939,17.50148,19.07142,17.52754,45.07379,52.26281,39.01936,2.204924,1.704686,6.929135
120.5836,76.77795,73.06904,67.30708,20.2512,20.21618,23.34405,17.69723,19.35092,17.54956,45.31869,52.84474,39.27966,2.172298,1.69858,6.906503
99.95313,77.85017,73.52515,68.07439,20.37684,20.3312,23.27928,17.97765,19.49272,17.59372,45.42782,53.47293,39.3135,2.167145,1.751771,6.77689
84.87786,77.9353,74.26605,68.51827,20.53408,20.50145,23.18511,17.9321,19.58525,17.49581,45.64436,54.04944,39.75705,2.202549,1.780364,6.712801
74.7939,78.13691,75.24055,68.9696,20.61127,20.56186,23.4072,17.94767,19.68412,17.46748,46.17203,54.51554,40.3387,2.147036,1.742114,6.686578
68.14093,78.66673,75.78117,69.17892,20.58814,20.682,23.61215,17.98162,19.84088,17.39477,46.7787,55.19328,40.7162,2.141011,1.697797,6.626207
63.01825,78.9688,75.88673,69.09026,20.47084,20.73109,23.68454,18.00583,19.77258,17.44949,47.32239,55.9127,41.10737,2.143139,1.648616,6.627866
58.96973,78.84528,76.32346,68.91158,20.31551,20.75371,23.86508,18.13923,19.90218,17.44842,47.44744,56.49478,40.80089,2.188148,1.64578,6.733048
54.78695,79.04563,76.15594,68.46864,20.34386,20.91808,24.02115,18.24521,19.92748,17.53861,47.79966,57.10889,40.79449,2.177547,1.639777,6.770153
50.85489,79.43251,76.0762,68.62154,20.46837,21.09607,24.113,18.31222,19.93579,17.66567,48.28035,57.65887,41.04327,2.158407,1.646616,6.720969
47.40923,79.90108,76.51197,69.27616,20.89373,21.2004,23.96286,18.37838,19.92854,17.92414,48.67716,58.22403,41.71506,2.129718,1.624275,6.592093
44.10125,79.75163,77.26468,70.146,21.13953,21.17596,23.85205,18.34273,20.05031,17.93269,49.11516,58.54398,42.56987,2.183524,1.605751,6.469707
41.85311,80.04148,78.18244,71.10015,21.25183,21.121,24.05468,18.23627,20.44721,18.02618,49.93002,58.69272,43.06555,2.195393,1.581878,6.387674
40.28358,80.88316,78.72212,72.15553,21.40256,21.1424,24.29463,18.28225,20.70039,18.05843,50.237,59.07895,43.349,2.215559,1.494887,6.345545
39.30759,82.05822,79.23126,72.96357,21.61643,21.2111,24.47248,18.48051,20.68541,18.18979,50.60287,59.46933,43.65872,2.171697,1.452211,6.309725
39.21824,83.05209,80.04095,73.5547,21.35096,21.1133,24.86407,18.64366,20.84757,18.31091,50.71184,59.88655,43.2611,2.210639,1.399571,6.4184
39.53975,83.62881,80.09332,73.86604,21.0737,21.14223,24.96152,18.82034,20.79946,18.29556,50.8801,60.67608,43.55983,2.189992,1.330676,6.424498
41.69893,84.29771,80.35013,74.23,20.93104,21.26554,25.06865,18.86904,20.75103,18.29031,51.15601,61.23356,43.704,2.129679,1.293164,6.348139
46.7241,85.16096,80.85589,74.53344,21.21843,21.53898,25.10562,18.99825,20.9006,18.43309,51.41106,61.78831,44.0059,1.991808,1.220528,6.337512
54.55018,86.12363,81.62003,74.55016,21.32071,21.71466,25.23691,19.0174,20.96794,18.42879,51.77721,62.38538,44.66906,1.968188,1.231116,6.333184
65.95147,86.73631,82.30206,75.09664,21.67173,21.92662,25.32855,18.98388,21.09193,18.38203,52.49805,62.84224,45.09634,2.009371,1.230784,6.247944
83.87878,86.9634,82.58734,75.28268,22.17241,22.22512,25.41633,19.04829,21.12008,18.53234,53.11463,63.36784,45.72799,2.036087,1.210093,6.22893
112.4048,87.63323,82.91875,75.3027,22.73259,22.66019,25.50855,19.30018,21.22741,18.71012,53.86471,63.90346,46.35184,2.012227,1.322251,6.202649
154.8427,88.30593,83.63759,75.50713,22.7535,22.66588,25.59499,19.50459,21.61377,18.92147,54.44016,64.79787,46.72688,2.031675,1.336534,6.130492
208.9234,88.62242,83.78769,76.08725,22.77476,22.65506,25.46887,19.67628,21.87587,19.03374,54.99744,65.85636,47.47868,1.992368,1.343543,5.968244
271.7441,88.71067,84.40498,76.83811,22.86373,22.61788,25.61701,19.8189,22.09823,19.28086,55.52539,66.4487,47.48426,1.887538,1.361693,5.865319
333.5352,89.32804,85.14835,77.194,23.16222,22.75105,25.8897,19.9178,22.34174,19.46685,55.97596,67.0916,47.2117,1.823704,1.332211,5.890382
384.1941,90.1358,85.86652,77.58711,23.36617,22.84309,26.14226,19.91332,22.44647,19.53024,56.28334,67.86767,47.25198,1.840914,1.285681,5.849324
417.3079,90.62074,86.63498,78.30097,23.55025,22.88809,26.23229,19.83739,22.35558,19.63657,56.88177,68.59898,47.5723,1.934137,1.222815,5.806977
428.0604,91.23059,86.94202,78.33508,23.57994,22.96228,26.37789,19.84612,22.19645,19.79523,57.58929,69.06246,48.51311,1.968812,1.223829,5.803991
416.2995,91.66051,87.18697,78.51334,23.69421,23.05685,26.41532,19.87347,22.40646,19.84781,58.45309,69.57198,49.4446,1.95029,1.282199,5.851487
389.1487,92.64664,87.82397,79.1936,23.67335,23.06219,26.51884,19.90422,22.69507,19.83119,58.78423,70.4077,50.40571,1.928303,1.357889,5.821465
350.1467,93.40839,88.55866,80.02695,23.62179,23.07261,26.80169,20.09135,22.71538,19.83958,59.43227,70.93642,51.20191,1.880705,1.452133,5.75062
305.5869,93.75761,89.48563,80.74049,23.73785,23.18809,26.99985,20.24733,22.63444,19.9676,59.7387,71.29604,51.48505,1.837747,1.491923,5.6809
257.705,94.47502,90.49194,81.49039,23.96018,23.3605,27.28242,20.35369,22.84511,20.00141,60.11273,72.10876,51.38305,1.841879,1.462802,5.611176
212.1919,95.64501,91.22343,82.08337,24.27152,23.60997,27.39264,20.55601,22.84424,20.09141,60.55843,72.80465,51.32633,1.840684,1.378485,5.399762
173.2101,97.04111,92.28926,82.66973,24.27303,23.9516,27.43085,20.64399,22.76515,20.13306,61.42749,73.71923,51.41317,1.889037,1.28635,5.321982
140.8748,98.58815,92.95203,83.04218,24.52411,24.11965,27.43011,20.76036,22.63848,20.22798,62.26662,74.13816,51.68436,1.898813,1.204295,5.260457
115.9801,99.55709,93.77651,83.47008,24.66578,24.27129,27.42276,20.79217,22.80099,20.31695,63.38556,74.80123,52.60068,1.900446,1.161713,5.324632
98.55366,100.4871,94.53167,84.40868,24.85331,24.44712,27.51728,20.85878,23.07302,20.34427,64.09505,75.5485,53.42647,1.864111,1.109712,5.406237
87.18561,101.5479,95.17044,85.23222,24.91882,24.48973,27.92932,20.93358,23.30932,20.43303,64.75351,76.22857,54.28373,1.836991,1.129237,5.45639
80.66145,101.3768,95.80419,85.58953,24.96987,24.60614,28.08212,20.92208,23.45273,20.77149,65.58717,76.93239,54.94397,1.856734,1.135805,5.404767
76.60323,100.8172,96.32529,86.54822,25.16978,24.86073,28.26531,20.93332,23.70209,20.98509,65.95133,77.85452,55.66465,1.844587,1.238214,5.380738
75.31961,101.5354,97.10703,86.82018,25.40638,25.03098,28.50709,21.07044,23.61568,21.09345,66.29211,78.51204,56.004,1.847353,1.251611,5.360098
76.11988,103.1108,97.91217,87.22134,25.56591,25.20999,28.60531,21.06701,23.67352,21.08879,66.89894,79.5681,56.04699,1.90792,1.247401,5.365954
79.67152,104.6237,98.65085,87.47942,26.00577,25.29273,28.64073,20.97175,23.66345,21.08416,67.8059,79.98444,55.96041,1.956045,1.236221,5.2345
87.60224,105.3959,99.58458,87.89129,25.89315,25.40719,28.73463,21.15992,23.6919,21.08459,68.78908,80.60698,56.3301,1.95246,1.245599,5.224311
101.1265,106.5393,100.2467,88.56384,26.08402,25.55111,28.64292,21.42126,23.84522,21.16544,69.58121,81.53521,56.94739,1.851865,1.233864,5.155424
124.3736,107.5382,100.4963,89.34283,26.04351,25.79709,28.64659,21.48566,24.1643,21.36554,70.59722,82.4654,57.50175,1.850147,1.220047,5.028076
