seq_id,project_id,sample_id,replicat,kit,soil_type,ext_method,ext_instrument,rpm,time_seconds,time_minutes,sample_weight_mg,sample_target,ext_position,ext_plate,lib_position,lib_plate,lib_conc,conc_nanodrop,260/280,260/230,conc_qubit,integrity,library_id,lib_volume,experiment
MQ200131-145,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,150,2.5,0.6,0.6,C4,Bead Beating Time,C4,LJ004-Plate 0,24.56,11.03,1.81,1.5,5.17,Not measured,LIB-MFD04-AS-03-1800-150,Small-scale,Beadbeating_time
MQ200131-146,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,150,2.5,0,0,D4,Bead Beating Time,D4,LJ004-Plate 0,0.05,1.81,1.31,0.62,0.04,Not measured,LIB-BLANK-01-1800-150,Small-scale,Beadbeating_time
MQ200131-147,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,180,3,131.8,125,E4,Bead Beating Time,E4,LJ004-Plate 0,18.67,16.65,1.84,1.73,10.37,Not measured,LIB-MFD004-1-01-1800-180,Small-scale,Beadbeating_time
MQ200131-148,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,180,3,125.4,125,F4,Bead Beating Time,F4,LJ004-Plate 0,23.75,13.62,1.82,0.61,9.37,Not measured,LIB-MFD004-1-02-1800-180,Small-scale,Beadbeating_time
MQ200131-149,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,180,3,115.4,125,G4,Bead Beating Time,G4,LJ004-Plate 0,20.44,11.59,1.81,1.55,7.04,Not measured,LIB-MFD004-1-03-1800-180,Small-scale,Beadbeating_time
MQ200131-150,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,180,3,0.6,0.6,H4,Bead Beating Time,H4,LJ004-Plate 0,17,10.17,1.86,1.59,7.71,Not measured,LIB-MFD04-AS-01-1800-180,Small-scale,Beadbeating_time
MQ200131-151,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,180,3,0.6,0.6,A5,Bead Beating Time,A5,LJ004-Plate 0,18.35,13.38,1.71,1.53,8.3,Not measured,LIB-MFD04-AS-02-1800-180,Small-scale,Beadbeating_time
MQ200131-152,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,180,3,0.6,0.6,B5,Bead Beating Time,B5,LJ004-Plate 0,16.63,11.5,1.78,1.54,7.48,Not measured,LIB-MFD04-AS-03-1800-180,Small-scale,Beadbeating_time
MQ200131-153,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,180,3,0,0,C5,Bead Beating Time,C5,LJ004-Plate 0,0.04,1.39,1.6,0.49,0.03,Not measured,LIB-BLANK-01-1800-180,Small-scale,Beadbeating_time
MQ200131-154,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,210,3.5,124.3,125,D5,Bead Beating Time,D5,LJ004-Plate 0,19.34,23.74,1.88,1.8,12.11,Not measured,LIB-MFD004-1-01-1800-210,Small-scale,Beadbeating_time
MQ200131-155,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,210,3.5,126.1,125,E5,Bead Beating Time,E5,LJ004-Plate 0,22.97,23.54,1.86,1.38,11.02,Not measured,LIB-MFD004-1-02-1800-210,Small-scale,Beadbeating_time
MQ200131-156,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,210,3.5,128.6,125,F5,Bead Beating Time,F5,LJ004-Plate 0,18.91,18.79,1.86,1.48,15.73,Not measured,LIB-MFD004-1-03-1800-210,Small-scale,Beadbeating_time
MQ200131-157,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,210,3.5,0.6,0.6,G5,Bead Beating Time,G5,LJ004-Plate 0,18.91,6.46,1.74,1.32,3.54,Not measured,LIB-MFD04-AS-01-1800-210,Small-scale,Beadbeating_time
MQ200131-158,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,210,3.5,0.6,0.6,H5,Bead Beating Time,H5,LJ004-Plate 0,15.27,10.26,1.82,1.6,6.91,Not measured,LIB-MFD04-AS-02-1800-210,Small-scale,Beadbeating_time
MQ200131-159,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,210,3.5,0.6,0.6,A6,Bead Beating Time,A6,LJ004-Plate 0,22.99,10.79,1.87,1.43,8.22,Not measured,LIB-MFD04-AS-03-1800-210,Small-scale,Beadbeating_time
MQ200131-160,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,210,3.5,0,0,B6,Bead Beating Time,B6,LJ004-Plate 0,0.08,1.38,1.38,0.37,0.05,Not measured,LIB-BLANK-01-1800-210,Small-scale,Beadbeating_time
MQ200131-161,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,240,4,118.4,125,C6,Bead Beating Time,C6,LJ004-Plate 0,20.91,21.93,1.9,1.43,11.82,Not measured,LIB-MFD004-1-01-1800-240,Small-scale,Beadbeating_time
MQ200131-162,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,240,4,124.3,125,D6,Bead Beating Time,D6,LJ004-Plate 0,22.5,17.87,1.84,1.64,16.22,Not measured,LIB-MFD004-1-02-1800-240,Small-scale,Beadbeating_time
MQ200131-163,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,240,4,124.2,125,E6,Bead Beating Time,E6,LJ004-Plate 0,22.23,22.11,1.85,1.76,18.55,Not measured,LIB-MFD004-1-03-1800-240,Small-scale,Beadbeating_time
MQ200131-164,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,240,4,0.6,0.6,F6,Bead Beating Time,F6,LJ004-Plate 0,23.42,5.41,1.94,1,4.05,Not measured,LIB-MFD04-AS-01-1800-240,Small-scale,Beadbeating_time
MQ200131-165,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,240,4,0.6,0.6,G6,Bead Beating Time,G6,LJ004-Plate 0,20.49,6.72,1.81,1.15,3.43,Not measured,LIB-MFD04-AS-02-1800-240,Small-scale,Beadbeating_time
MQ200131-166,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,240,4,0.6,0.6,H6,Bead Beating Time,H6,LJ004-Plate 0,18.21,15.11,1.83,1.62,13.05,Not measured,LIB-MFD04-AS-03-1800-240,Small-scale,Beadbeating_time
MQ200131-167,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,240,4,0,0,A7,Bead Beating Time,A7,LJ004-Plate 0,0.05,1.69,1.35,0.4,0.05,Not measured,LIB-BLANK-01-1800-240,Small-scale,Beadbeating_time
MQ200131-168,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,270,4.5,120.1,125,B7,Bead Beating Time,B7,LJ004-Plate 0,23.34,23.94,1.78,1.29,9,Not measured,LIB-MFD004-1-01-1800-270,Small-scale,Beadbeating_time
MQ200131-169,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,270,4.5,128.4,125,C7,Bead Beating Time,C7,LJ004-Plate 0,11.28,30.87,1.86,1.85,17.23,Not measured,LIB-MFD004-1-02-1800-270,Small-scale,Beadbeating_time
MQ200131-170,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,270,4.5,126.2,125,D7,Bead Beating Time,D7,LJ004-Plate 0,23.65,25.94,1.87,1.88,14.52,Not measured,LIB-MFD004-1-03-1800-270,Small-scale,Beadbeating_time
MQ200131-171,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,270,4.5,0.6,0.6,E7,Bead Beating Time,E7,LJ004-Plate 0,22.53,13.61,1.76,1.41,13.97,Not measured,LIB-MFD04-AS-01-1800-270,Small-scale,Beadbeating_time
MQ200131-172,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,270,4.5,0.6,0.6,F7,Bead Beating Time,F7,LJ004-Plate 0,19.09,18.38,1.86,1.54,20.89,Not measured,LIB-MFD04-AS-02-1800-270,Small-scale,Beadbeating_time
MQ200131-173,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,270,4.5,0.6,0.6,G7,Bead Beating Time,G7,LJ004-Plate 0,13.02,19.64,1.88,1.75,17.12,Not measured,LIB-MFD04-AS-03-1800-270,Small-scale,Beadbeating_time
MQ200131-174,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,270,4.5,0,0,H7,Bead Beating Time,H7,LJ004-Plate 0,0.03,1.64,1.21,0.43,0.05,Not measured,LIB-BLANK-01-1800-270,Small-scale,Beadbeating_time
MQ200131-175,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,300,5,122.4,125,A8,Bead Beating Time,A8,LJ004-Plate 0,21.7,22.16,1.92,2.34,37.03,Not measured,LIB-MFD004-1-01-1800-300,Small-scale,Beadbeating_time
MQ200131-176,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,300,5,118.1,125,B8,Bead Beating Time,B8,LJ004-Plate 0,22.09,24.31,1.88,1.84,20.8,Not measured,LIB-MFD004-1-02-1800-300,Small-scale,Beadbeating_time
MQ200131-177,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,300,5,130.3,125,C8,Bead Beating Time,C8,LJ004-Plate 0,23.17,14.33,1.77,1.38,16.54,Not measured,LIB-MFD004-1-03-1800-300,Small-scale,Beadbeating_time
MQ200131-178,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,300,5,0.6,0.6,D8,Bead Beating Time,D8,LJ004-Plate 0,22.83,7.38,1.68,1.26,5.48,Not measured,LIB-MFD04-AS-01-1800-300,Small-scale,Beadbeating_time
MQ200131-179,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,300,5,0.6,0.6,E8,Bead Beating Time,E8,LJ004-Plate 0,18.26,17.22,1.8,1.54,11.52,Not measured,LIB-MFD04-AS-02-1800-300,Small-scale,Beadbeating_time
MQ200131-180,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,300,5,0.6,0.6,F8,Bead Beating Time,F8,LJ004-Plate 0,23.82,13.58,1.83,1.33,9.85,Not measured,LIB-MFD04-AS-03-1800-300,Small-scale,Beadbeating_time
MQ200131-181,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,300,5,0,0,G8,Bead Beating Time,G8,LJ004-Plate 0,0.07,1.73,1.15,0.3,0.04,Not measured,LIB-BLANK-01-1800-300,Small-scale,Beadbeating_time
MQ200131-182,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,118.3,125,H8,Bead Beating Time,H8,LJ004-Plate 0,17.06,33.39,1.86,1.72,17.48,Not measured,LIB-MFD004-1-01-1800-360,Small-scale,Beadbeating_time
MQ200131-183,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,126.8,125,A9,Bead Beating Time,A9,LJ004-Plate 0,19.47,35.98,1.88,1.88,21.75,Not measured,LIB-MFD004-1-02-1800-360,Small-scale,Beadbeating_time
MQ200131-184,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,125.2,125,B9,Bead Beating Time,B9,LJ004-Plate 0,22.99,6.15,1.51,1,3.42,Not measured,LIB-MFD004-1-03-1800-360,Small-scale,Beadbeating_time
MQ200131-185,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,360,6,0.6,0.6,C9,Bead Beating Time,C9,LJ004-Plate 0,22.37,13.83,1.78,1.53,13.51,Not measured,LIB-MFD04-AS-01-1800-360,Small-scale,Beadbeating_time
MQ200131-186,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,360,6,0.6,0.6,D9,Bead Beating Time,D9,LJ004-Plate 0,20.76,9.57,1.76,1.44,5.01,Not measured,LIB-MFD04-AS-02-1800-360,Small-scale,Beadbeating_time
MQ200131-187,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,360,6,0.6,0.6,E9,Bead Beating Time,E9,LJ004-Plate 0,22.43,16.39,1.84,1.68,10.67,Not measured,LIB-MFD04-AS-03-1800-360,Small-scale,Beadbeating_time
MQ200131-188,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,360,6,0,0,F9,Bead Beating Time,F9,LJ004-Plate 0,0.06,2.15,1.37,0.49,0.03,Not measured,LIB-BLANK-01-1800-360,Small-scale,Beadbeating_time
MQ200131-189,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,420,7,117.6,125,G9,Bead Beating Time,G9,LJ004-Plate 0,19.44,26.83,1.88,1.81,32.56,Not measured,LIB-MFD004-1-01-1800-420,Small-scale,Beadbeating_time
MQ200131-190,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,420,7,121.4,125,H9,Bead Beating Time,H9,LJ004-Plate 0,17.02,9.67,1.74,1.12,6.09,Not measured,LIB-MFD004-1-02-1800-420,Small-scale,Beadbeating_time
MQ200131-191,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,420,7,122.2,125,A10,Bead Beating Time,A10,LJ004-Plate 0,21.85,22.47,1.84,1.77,15.32,Not measured,LIB-MFD004-1-03-1800-420,Small-scale,Beadbeating_time
MQ200131-192,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,420,7,0.6,0.6,B10,Bead Beating Time,B10,LJ004-Plate 0,21.1,19.84,1.75,1.61,9.15,Not measured,LIB-MFD04-AS-01-1800-420,Small-scale,Beadbeating_time
MQ200131-193,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,420,7,0.6,0.6,C10,Bead Beating Time,C10,LJ004-Plate 0,18.84,14.52,1.76,1.54,6.19,Not measured,LIB-MFD04-AS-02-1800-420,Small-scale,Beadbeating_time
MQ200131-194,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,420,7,0.6,0.6,D10,Bead Beating Time,D10,LJ004-Plate 0,21.22,10.41,1.72,1.39,4.3,Not measured,LIB-MFD04-AS-03-1800-420,Small-scale,Beadbeating_time
MQ200131-195,,Plate1-PCR-POS,1,,PCR-POS,,,,,,,,,,F10,LJ004-Plate 0,0.09,,,,,Not measured,LIB-Plate1-PCR-POS-01,Small-scale,Beadbeating_time
MQ200131-196,,Plate1-PCR-NEG,1,,PCR-NEG,,,,,,,,,,G10,LJ004-Plate 0,21.77,,,,,Not measured,LIB-Plate1-PCR-NEG-01,Small-scale,Beadbeating_time
MFD004-1-F1-MJ362-A4-02,MFD004,MFD004-1,F1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,124.5,125,C12,Bead Beating Optimization P1,A4,Small_v_full,5.37,24.65,1.83,1.77,18.88,10230,LIB-MFD004-1-1600-F1,Full-scale,Small_v_full_metagenome
MFD004-1-F2-MJ362-B4-02,MFD004,MFD004-1,F2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,125.6,125,D12,Bead Beating Optimization P1,B4,Small_v_full,11.76,26.55,1.86,1.98,21.89,9791,LIB-MFD004-1-1600-F2,Full-scale,Small_v_full_metagenome
MFD004-1-F3-MJ362-C4-02,MFD004,MFD004-1,F3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,126.5,125,A9,Bead Beating Optimization P1,C4,Small_v_full,10.82,27.89,1.87,1.5,21.13,9296,LIB-MFD004-1-1600-F3,Full-scale,Small_v_full_metagenome
MFD004-1-S1-MJ362-A8-02,MFD004,MFD004-1,S1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,124.5,125,C12,Bead Beating Optimization P1,A8,Small_v_full,1.02,24.65,1.83,1.77,18.88,10230,LIB-MFD004-1-1600-S1,Small-scale,Small_v_full_metagenome
MFD004-1-S2-MJ362-B8-02,MFD004,MFD004-1,S2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,125.6,125,D12,Bead Beating Optimization P1,B8,Small_v_full,0.56,26.55,1.86,1.98,21.89,9791,LIB-MFD004-1-1600-S2,Small-scale,Small_v_full_metagenome
MFD004-1-S3-MJ362-C8-02,MFD004,MFD004-1,S3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,126.5,125,A9,Bead Beating Optimization P2,C8,Small_v_full,0.69,27.89,1.87,1.5,21.13,9296,LIB-MFD004-1-1600-S3,Small-scale,Small_v_full_metagenome
MFD004-2-F1-MJ362-A9-02,MFD004,MFD004-2,F1,PowerSoil Pro HT,Sand-Clay,Bead Beating,Fastprep-96,1800,360,6,126.6,125,C3,Benchmarking V1.2,A9,Small_v_full,18.4,56.7,1.84,1.37,70.36,Not measured,LIB-MFD004-2-1800-F1,Full-scale,Small_v_full_metagenome
MFD004-2-F2-MJ362-B9-02,MFD004,MFD004-2,F2,PowerSoil Pro HT,Sand-Clay,Bead Beating,Fastprep-96,1800,360,6,125.2,125,D3,Benchmarking V1.2,B9,Small_v_full,21.3,46.77,1.82,1.63,63.06,Not measured,LIB-MFD004-2-1800-F2,Full-scale,Small_v_full_metagenome
MFD004-2-F3-MJ362-C9-02,MFD004,MFD004-2,F3,PowerSoil Pro HT,Sand-Clay,Bead Beating,Fastprep-96,1800,360,6,132,125,E3,Benchmarking V1.2,C9,Small_v_full,19.7,59.87,1.84,1.81,55.57,Not measured,LIB-MFD004-2-1800-F3,Full-scale,Small_v_full_metagenome
MFD004-2-S1-MJ362-D9-02,MFD004,MFD004-2,S1,PowerSoil Pro HT,Sand-Clay,Bead Beating,Fastprep-96,1800,360,6,126.6,125,C3,Benchmarking V1.2,D9,Small_v_full,0.26,56.7,1.84,1.37,70.36,Not measured,LIB-MFD004-2-1800-S1,Small-scale,Small_v_full_metagenome
MFD004-2-S2-MJ362-E9-02,MFD004,MFD004-2,S2,PowerSoil Pro HT,Sand-Clay,Bead Beating,Fastprep-96,1800,360,6,125.2,125,D3,Benchmarking V1.2,E9,Small_v_full,0.3,46.77,1.82,1.63,63.06,Not measured,LIB-MFD004-2-1800-S2,Small-scale,Small_v_full_metagenome
MFD004-2-S3-MJ362-F9-02,MFD004,MFD004-2,S3,PowerSoil Pro HT,Sand-Clay,Bead Beating,Fastprep-96,1800,360,6,132,125,E3,Benchmarking V1.2,F9,Small_v_full,0.29,59.87,1.84,1.81,55.57,Not measured,LIB-MFD004-2-1800-S3,Small-scale,Small_v_full_metagenome
MFD004-3-F1-MJ362-D4-02,MFD004,MFD004-3,F1,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,125.1,125,B9,Bead Beating Optimization P2,D4,Small_v_full,11.22,13.34,1.86,1.79,11.29,10706,LIB-MFD004-3-1600-F1,Full-scale,Small_v_full_metagenome
MFD004-3-F2-MJ362-E4-02,MFD004,MFD004-3,F2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,126.3,125,C9,Bead Beating Optimization P2,E4,Small_v_full,13.97,14.58,1.91,1.7,13.47,12929,LIB-MFD004-3-1600-F2,Full-scale,Small_v_full_metagenome
MFD004-3-F3-MJ362-F4-02,MFD004,MFD004-3,F3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,117.5,125,D9,Bead Beating Optimization P2,F4,Small_v_full,5.2,10.05,1.79,1.82,8.33,13312,LIB-MFD004-3-1600-F3,Full-scale,Small_v_full_metagenome
MFD004-3-S1-MJ362-D8-02,MFD004,MFD004-3,S1,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,125.1,125,B9,Bead Beating Optimization P2,D8,Small_v_full,0.72,13.34,1.86,1.79,11.29,10706,LIB-MFD004-3-1600-S1,Small-scale,Small_v_full_metagenome
MFD004-3-S2-MJ362-E8-02,MFD004,MFD004-3,S2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,126.3,125,C9,Bead Beating Optimization P2,E8,Small_v_full,0.79,14.58,1.91,1.7,13.47,12929,LIB-MFD004-3-1600-S2,Small-scale,Small_v_full_metagenome
MFD004-3-S3-MJ362-F8-02,MFD004,MFD004-3,S3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,117.5,125,D9,Bead Beating Optimization P2,F8,Small_v_full,0.54,10.05,1.79,1.82,8.33,13312,LIB-MFD004-3-1600-S3,Small-scale,Small_v_full_metagenome
MFD004-4-F1-MJ362-G4-02,MFD004,MFD004-4,F1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,125.7,125,E10,Bead Beating Optimization P2,G4,Small_v_full,6.98,49.96,1.92,2.14,44.39,10455,LIB-MFD004-4-1600-F1,Full-scale,Small_v_full_metagenome
MFD004-4-F2-MJ362-H4-02,MFD004,MFD004-4,F2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,120.7,125,F10,Bead Beating Optimization P2,H4,Small_v_full,10.02,43.11,1.91,2.09,40.73,10589,LIB-MFD004-4-1600-F2,Full-scale,Small_v_full_metagenome
MFD004-4-F3-MJ362-A5-02,MFD004,MFD004-4,F3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,119.3,125,G10,Bead Beating Optimization P2,A5,Small_v_full,4.69,54.37,1.92,2.13,53.35,9407,LIB-MFD004-4-1600-F3,Full-scale,Small_v_full_metagenome
MFD004-4-S1-MJ362-G8-02,MFD004,MFD004-4,S1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,125.7,125,E10,Bead Beating Optimization P2,G8,Small_v_full,0.52,49.96,1.92,2.14,44.39,10455,LIB-MFD004-4-1600-S1,Small-scale,Small_v_full_metagenome
MFD004-4-S2-MJ362-H8-02,MFD004,MFD004-4,S2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,120.7,125,F10,Bead Beating Optimization P2,H8,Small_v_full,0.62,43.11,1.91,2.09,40.73,10589,LIB-MFD004-4-1600-S2,Small-scale,Small_v_full_metagenome
MFD004-4-S3-MJ362-A9-02,MFD004,MFD004-4,S3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,119.3,125,G10,Bead Beating Optimization P2,A9,Small_v_full,0.01,54.37,1.92,2.13,53.35,9407,LIB-MFD004-4-1600-S3,Small-scale,Small_v_full_metagenome
MFD004-5-F1-MJ362-A10-02,MFD004,MFD004-5,F1,PowerSoil Pro HT,Beach Sand,Bead Beating,Fastprep-96,1800,360,6,127,125,D4,Benchmarking V1.2,A10,Small_v_full,19.3,2.39,1.26,0.52,1.93,Not measured,LIB-MFD004-5-1800-F1,Full-scale,Small_v_full_metagenome
MFD004-5-F2-MJ362-B10-02,MFD004,MFD004-5,F2,PowerSoil Pro HT,Beach Sand,Bead Beating,Fastprep-96,1800,360,6,130.9,125,E4,Benchmarking V1.2,B10,Small_v_full,24,1.66,1.13,0.47,1.43,Not measured,LIB-MFD004-5-1800-F2,Full-scale,Small_v_full_metagenome
MFD004-5-F3-MJ362-C10-02,MFD004,MFD004-5,F3,PowerSoil Pro HT,Beach Sand,Bead Beating,Fastprep-96,1800,360,6,121.3,125,F4,Benchmarking V1.2,C10,Small_v_full,21,3.1,1.24,0.66,0.71,Not measured,LIB-MFD004-5-1800-F3,Full-scale,Small_v_full_metagenome
MFD004-5-S1-MJ362-D10-02,MFD004,MFD004-5,S1,PowerSoil Pro HT,Beach Sand,Bead Beating,Fastprep-96,1800,360,6,127,125,D4,Benchmarking V1.2,D10,Small_v_full,1.81,2.39,1.26,0.52,1.93,Not measured,LIB-MFD004-5-1800-S1,Small-scale,Small_v_full_metagenome
MFD004-5-S2-MJ362-E10-02,MFD004,MFD004-5,S2,PowerSoil Pro HT,Beach Sand,Bead Beating,Fastprep-96,1800,360,6,130.9,125,E4,Benchmarking V1.2,E10,Small_v_full,0.86,1.66,1.13,0.47,1.43,Not measured,LIB-MFD004-5-1800-S2,Small-scale,Small_v_full_metagenome
MFD004-5-S3-MJ362-F10-02,MFD004,MFD004-5,S3,PowerSoil Pro HT,Beach Sand,Bead Beating,Fastprep-96,1800,360,6,121.3,125,F4,Benchmarking V1.2,F10,Small_v_full,1.74,3.1,1.24,0.66,0.71,Not measured,LIB-MFD004-5-1800-S3,Small-scale,Small_v_full_metagenome
MFD004-PCR-NEG-F-B5-02,,Plate1-PCR-NEG,F1,,PCR-NEG,,,,,,,,,,B5,Small_v_full,0.13,,,,,Not measured,LIB-Plate1-PCR-NEG-F1,Full-scale,Small_v_full_metagenome
MFD004-PCR-NEG-S-B9-02,,Plate1-PCR-NEG,S1,,PCR-NEG,,,,,,,,,,B9,Small_v_full,0.01,,,,,Not measured,LIB-Plate1-PCR-NEG-S1,Full-scale,Small_v_full_metagenome
MFD004-PCR-POS-F-C5-02,,Plate1-PCR-POS,F1,,PCR-POS,,,,,,,,,,C5,Small_v_full,8.12,,,,,Not measured,LIB-Plate1-PCR-POS-F1,Small-scale,Small_v_full_metagenome
MFD004-PCR-POS-S-C9-02,,Plate1-PCR-POS,S1,,PCR-POS,,,,,,,,,,C9,Small_v_full,2.06,,,,,Not measured,LIB-Plate1-PCR-POS-S1,Small-scale,Small_v_full_metagenome
MQ200131-60,MFD004,MFD004-1,S1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,120.2,125,Tube,Tube,A1,LJ004-Plate 2,16.3,24.55,1.94,1.99,15.33,Not measured,LIB-MFD004-1-1800-S1,Small-scale,Small_v_full_amplicon
MQ200131-61,MFD004,MFD004-1,S2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,127.8,125,Tube,Tube,B1,LJ004-Plate 2,17.62,25.75,1.91,1.38,14.64,Not measured,LIB-MFD004-1-1800-S2,Small-scale,Small_v_full_amplicon
MQ200131-62,MFD004,MFD004-1,S3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,126.7,125,Tube,Tube,C1,LJ004-Plate 2,12.61,25.9,1.94,2.02,13.68,Not measured,LIB-MFD004-1-1800-S3,Small-scale,Small_v_full_amplicon
MQ200131-63,MFD004,MFD004-2,S1,PowerSoil Pro HT,Sand-Clay,Bead Beating,Fastprep-96,1800,360,6,126.6,125,Tube,Tube,D1,LJ004-Plate 2,15.18,18.81,1.95,1.56,11.26,Not measured,LIB-MFD004-2-1800-S1,Small-scale,Small_v_full_amplicon
