seq_id,project_id,sample_id,replicat,kit,soil_type,ext_method,ext_instrument,rpm,time_seconds,time_minutes,sample_weight_mg,sample_target,ext_position,ext_plate,lib_position,lib_plate,lib_conc,conc_nanodrop,260/280,260/230,conc_qubit,integrity,library_id,lib_volume,experiment
MQ200703-78,MFD004,MFD004-3,2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1400,360,6,132.3,125,G9,Bead Beating Optimization P1,G10,Bead Beating Optimization P1,32.12,7.84,1.69,1.4,5.93,12888,LIB-MFD004-3-02-1400-360,Small-scale,Beadbeating
MQ200703-79,MFD004,MFD004-3,3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1400,360,6,122.3,125,H9,Bead Beating Optimization P1,H10,Bead Beating Optimization P1,30.47,4.14,2.07,0.03,1.51,NA,LIB-MFD004-3-03-1400-360,Small-scale,Beadbeating
MQ200703-80,MFD004,MFD004-4,1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1400,360,6,118.6,125,A7,Bead Beating Optimization P2,A11,Bead Beating Optimization P1,26.61,46.23,1.94,1.89,45.55,10168,LIB-MFD004-4-01-1400-360,Small-scale,Beadbeating
MQ200703-81,MFD004,MFD004-4,2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1400,360,6,130.5,125,B7,Bead Beating Optimization P2,B11,Bead Beating Optimization P1,8.99,67.6,1.91,2.08,66.71,11480,LIB-MFD004-4-02-1400-360,Small-scale,Beadbeating
MQ200703-82,MFD004,MFD004-4,3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1400,360,6,123.2,125,C7,Bead Beating Optimization P2,C11,Bead Beating Optimization P1,24.31,41.72,1.87,1.9,39.22,10988,LIB-MFD004-4-03-1400-360,Small-scale,Beadbeating
MQ200703-83,MFD004,BLANK-1400,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1400,360,6,0,0,D7,Bead Beating Optimization P2,D11,Bead Beating Optimization P1,0.92,1.06,1.33,0.43,0.12,NA,LIB-BLANK-1400-01-1400-360,Small-scale,Beadbeating
MQ200703-84,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,120,2,126.6,125,A10,Bead Beating Optimization P1,E11,Bead Beating Optimization P1,41.32,17.37,1.92,1.89,0.38,9704,LIB-MFD004-1-01-1600-120,Small-scale,Beadbeating
MQ200703-85,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,120,2,119.7,125,B10,Bead Beating Optimization P1,F11,Bead Beating Optimization P1,32.49,15.68,1.9,1.86,14.82,10854,LIB-MFD004-1-02-1600-120,Small-scale,Beadbeating
MQ200703-86,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,120,2,126.6,125,C10,Bead Beating Optimization P1,G11,Bead Beating Optimization P1,36.04,16.88,1.84,1.89,14.52,9988,LIB-MFD004-1-03-1600-120,Small-scale,Beadbeating
MQ200703-87,MFD004,MFD004-3,1,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,120,2,122.6,125,D10,Bead Beating Optimization P1,H11,Bead Beating Optimization P1,34.93,5.54,1.66,0.99,4.33,10808,LIB-MFD004-3-01-1600-120,Small-scale,Beadbeating
MQ200703-88,MFD004,MFD004-3,2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,120,2,124.2,125,E10,Bead Beating Optimization P1,A12,Bead Beating Optimization P1,22.94,5.51,1.7,1.25,3.87,14025,LIB-MFD004-3-02-1600-120,Small-scale,Beadbeating
MQ200703-89,MFD004,MFD004-3,3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,120,2,132.3,125,F10,Bead Beating Optimization P1,B12,Bead Beating Optimization P1,28.17,5.8,1.77,1.42,4.22,13581,LIB-MFD004-3-03-1600-120,Small-scale,Beadbeating
MQ200703-90,MFD004,MFD004-4,1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,120,2,116.1,125,G10,Bead Beating Optimization P1,C12,Bead Beating Optimization P1,26.69,26.26,1.9,2.01,25.23,12256,LIB-MFD004-4-01-1600-120,Small-scale,Beadbeating
MQ200703-91,MFD004,MFD004-4,2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,120,2,125.8,125,H10,Bead Beating Optimization P1,D12,Bead Beating Optimization P1,38.02,28.19,1.91,1.89,25.45,13240,LIB-MFD004-4-02-1600-120,Small-scale,Beadbeating
MQ200703-92,MFD004,MFD004-4,3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,120,2,120.3,125,A11,Bead Beating Optimization P1,E12,Bead Beating Optimization P1,26.94,25.66,1.9,1.98,22.69,10316,LIB-MFD004-4-03-1600-120,Small-scale,Beadbeating
MQ200703-93,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,240,4,126.5,125,B11,Bead Beating Optimization P1,F12,Bead Beating Optimization P1,26.26,19.84,1.84,1.73,16.3,9332,LIB-MFD004-1-01-1600-240,Small-scale,Beadbeating
MQ200703-94,,Plate1-PCR-POS,1,,PCR-POS,Bead Beating,Fastprep-96,,,,,,,,G12,Bead Beating Optimization P1,53.7,,,,,NA,LIB-Plate1-PCR-POS-01,Small-scale,Beadbeating
MQ200703-95,,Plate1-PCR-NEG,1,,PCR-NEG,Bead Beating,Fastprep-96,,,,,,,,H12,Bead Beating Optimization P1,0.24,,,,,NA,LIB-Plate1-PCR-NEG-01,Small-scale,Beadbeating
MQ200703-96,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,240,4,125.5,125,C11,Bead Beating Optimization P1,A1,Bead Beating Optimization P2,22.47,19.14,1.85,1.82,15.11,8019,LIB-MFD004-1-02-1600-240,Small-scale,Beadbeating
MQ200703-97,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,240,4,128.8,125,D11,Bead Beating Optimization P1,B1,Bead Beating Optimization P2,26.53,20.11,1.85,1.91,17.14,8333,LIB-MFD004-1-03-1600-240,Small-scale,Beadbeating
MQ200703-98,MFD004,MFD004-3,1,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,240,4,122.1,125,E11,Bead Beating Optimization P1,C1,Bead Beating Optimization P2,29.68,8.6,1.77,1.48,6.31,14441,LIB-MFD004-3-01-1600-240,Small-scale,Beadbeating
MQ200703-99,MFD004,MFD004-3,2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,240,4,129.5,125,F11,Bead Beating Optimization P1,D1,Bead Beating Optimization P2,26.84,9.68,1.79,1.34,6.64,13090,LIB-MFD004-3-02-1600-240,Small-scale,Beadbeating
MQ200703-100,MFD004,MFD004-3,3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,240,4,125.3,125,G11,Bead Beating Optimization P1,E1,Bead Beating Optimization P2,32.56,9.21,1.79,1.59,6.98,13898,LIB-MFD004-3-03-1600-240,Small-scale,Beadbeating
MQ200703-101,MFD004,MFD004-4,1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,240,4,122.4,125,H11,Bead Beating Optimization P1,F1,Bead Beating Optimization P2,29.91,40.75,1.89,2.07,36.48,11485,LIB-MFD004-4-01-1600-240,Small-scale,Beadbeating
MQ200703-102,MFD004,MFD004-4,2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,240,4,130.7,125,A12,Bead Beating Optimization P1,G1,Bead Beating Optimization P2,29.76,40.36,1.89,2.07,36.35,14959,LIB-MFD004-4-02-1600-240,Small-scale,Beadbeating
MQ200703-103,MFD004,MFD004-4,3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,240,4,128.4,125,B12,Bead Beating Optimization P1,H1,Bead Beating Optimization P2,23.99,39.75,1.89,1.91,34.14,12238,LIB-MFD004-4-03-1600-240,Small-scale,Beadbeating
MQ200703-104,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,124.5,125,C12,Bead Beating Optimization P1,A2,Bead Beating Optimization P2,20.97,24.65,1.83,1.77,18.88,10230,LIB-MFD004-1-01-1600-360,Small-scale,Beadbeating
MQ200703-105,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,125.6,125,D12,Bead Beating Optimization P1,B2,Bead Beating Optimization P2,24.66,26.55,1.86,1.98,21.89,9791,LIB-MFD004-1-02-1600-360,Small-scale,Beadbeating
MQ200703-106,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1600,360,6,126.5,125,A1,Bead Beating Optimization P2,C2,Bead Beating Optimization P2,21.31,27.89,1.87,1.5,21.13,9296,LIB-MFD004-1-03-1600-360,Small-scale,Beadbeating
MQ200703-107,MFD004,MFD004-3,1,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,125.1,125,B1,Bead Beating Optimization P2,D2,Bead Beating Optimization P2,27.4,13.34,1.86,1.79,11.29,10706,LIB-MFD004-3-01-1600-360,Small-scale,Beadbeating
MQ200703-108,MFD004,MFD004-3,2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,126.3,125,C1,Bead Beating Optimization P2,E2,Bead Beating Optimization P2,20.13,14.58,1.91,1.7,13.47,12929,LIB-MFD004-3-02-1600-360,Small-scale,Beadbeating
MQ200703-109,MFD004,MFD004-3,3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1600,360,6,117.5,125,D1,Bead Beating Optimization P2,F2,Bead Beating Optimization P2,30.55,10.05,1.79,1.82,8.33,13312,LIB-MFD004-3-03-1600-360,Small-scale,Beadbeating
MQ200703-110,MFD004,MFD004-4,1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,125.7,125,E6,Bead Beating Optimization P2,G2,Bead Beating Optimization P2,26.12,49.96,1.92,2.14,44.39,10455,LIB-MFD004-4-01-1600-360,Small-scale,Beadbeating
MQ200703-111,MFD004,MFD004-4,2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,120.7,125,F6,Bead Beating Optimization P2,H2,Bead Beating Optimization P2,23.69,43.11,1.91,2.09,40.73,10589,LIB-MFD004-4-02-1600-360,Small-scale,Beadbeating
MQ200703-112,MFD004,MFD004-4,3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1600,360,6,119.3,125,G6,Bead Beating Optimization P2,A3,Bead Beating Optimization P2,22.6,54.37,1.92,2.13,53.35,9407,LIB-MFD004-4-03-1600-360,Small-scale,Beadbeating
MQ200703-113,MFD004,BLANK-1600,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1600,360,6,0,0,H6,Bead Beating Optimization P2,B3,Bead Beating Optimization P2,0.16,0.8,1.35,0.49,0.13,NA,LIB-BLANK-1600-01-1600-360,Small-scale,Beadbeating
MQ200703-114,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,120,2,119.3,125,G2,Bead Beating Time,C3,Bead Beating Optimization P2,28.19,9.24,1.95,1.66,7.73,10551,LIB-MFD004-1-02-1800-120,Small-scale,Beadbeating
MQ200703-115,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,120,2,127.2,125,H2,Bead Beating Time,D3,Bead Beating Optimization P2,29.77,8.76,1.89,1.83,7.87,8732,LIB-MFD004-1-03-1800-120,Small-scale,Beadbeating
MQ200703-116,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,120,2,125.9,125,A3,Bead Beating Time,E3,Bead Beating Optimization P2,25.04,8.51,1.83,1.88,7.5,8038,LIB-MFD004-1-01-1800-120,Small-scale,Beadbeating
MQ200703-117,MFD004,MFD004-3,2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,120,2,120.2,125,E1,Bead Beating Optimization P2,F3,Bead Beating Optimization P2,29.94,6.42,1.8,1.26,4.41,7781,LIB-MFD004-3-02-1800-120,Small-scale,Beadbeating
MQ200703-118,MFD004,MFD004-3,3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,120,2,129.8,125,F1,Bead Beating Optimization P2,G3,Bead Beating Optimization P2,27.91,5.25,1.73,1.55,3.97,8287,LIB-MFD004-3-03-1800-120,Small-scale,Beadbeating
MQ200703-119,MFD004,MFD004-3,1,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,120,2,120.9,125,G1,Bead Beating Optimization P2,H3,Bead Beating Optimization P2,23.15,5.59,1.82,1.48,3.95,7759,LIB-MFD004-3-01-1800-120,Small-scale,Beadbeating
MQ200703-120,MFD004,MFD004-4,2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,120,2,122.3,125,H1,Bead Beating Optimization P2,A4,Bead Beating Optimization P2,17.42,27.72,1.9,1.99,24.38,9385,LIB-MFD004-4-02-1800-120,Small-scale,Beadbeating
MQ200703-121,MFD004,MFD004-4,3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,120,2,119.4,125,A2,Bead Beating Optimization P2,B4,Bead Beating Optimization P2,33.06,29.95,1.9,1.98,28.09,11694,LIB-MFD004-4-03-1800-120,Small-scale,Beadbeating
MQ200703-122,MFD004,MFD004-4,1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,120,2,128.3,125,B2,Bead Beating Optimization P2,C4,Bead Beating Optimization P2,25.65,27.26,1.87,2.06,26.6,12072,LIB-MFD004-4-01-1800-120,Small-scale,Beadbeating
MQ200703-123,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,240,4,118.4,125,C6,Bead Beating Time,D4,Bead Beating Optimization P2,28.09,16.13,1.89,1.05,14.32,7897,LIB-MFD004-1-02-1800-240,Small-scale,Beadbeating
MQ200703-124,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,240,4,124.3,125,D6,Bead Beating Time,E4,Bead Beating Optimization P2,23.81,15.78,1.95,1.86,15.37,8468,LIB-MFD004-1-03-1800-240,Small-scale,Beadbeating
MQ200703-125,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,240,4,124.2,125,E6,Bead Beating Time,F4,Bead Beating Optimization P2,27.78,20.35,1.88,1.82,18.44,7635,LIB-MFD004-1-01-1800-240,Small-scale,Beadbeating
MQ200703-126,MFD004,MFD004-3,2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,240,4,126.5,125,C2,Bead Beating Optimization P2,G4,Bead Beating Optimization P2,23.53,10.4,1.99,1.57,9.55,8358,LIB-MFD004-3-02-1800-240,Small-scale,Beadbeating
MQ200703-127,MFD004,MFD004-3,3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,240,4,131.1,125,D2,Bead Beating Optimization P2,H4,Bead Beating Optimization P2,22.4,8.93,1.83,1.77,8,6577,LIB-MFD004-3-03-1800-240,Small-scale,Beadbeating
MQ200703-128,MFD004,MFD004-3,1,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,240,4,124.9,125,E2,Bead Beating Optimization P2,A5,Bead Beating Optimization P2,26.76,8.78,1.84,1.55,6.77,11490,LIB-MFD004-3-01-1800-240,Small-scale,Beadbeating
MQ200703-129,MFD004,MFD004-4,2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,240,4,131.2,125,F2,Bead Beating Optimization P2,B5,Bead Beating Optimization P2,30.74,55.58,1.9,2.1,54.38,9466,LIB-MFD004-4-02-1800-240,Small-scale,Beadbeating
MQ200703-130,MFD004,MFD004-4,3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,240,4,122.5,125,G2,Bead Beating Optimization P2,C5,Bead Beating Optimization P2,25.17,55.19,1.91,2.13,52.76,11243,LIB-MFD004-4-03-1800-240,Small-scale,Beadbeating
MQ200703-131,MFD004,MFD004-4,1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,240,4,123.5,125,H2,Bead Beating Optimization P2,D5,Bead Beating Optimization P2,26.39,46.55,1.91,2.11,42.22,7287,LIB-MFD004-4-01-1800-240,Small-scale,Beadbeating
MQ200703-132,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,118.3,125,H8,Bead Beating Time,E5,Bead Beating Optimization P2,0.72,20.01,1.92,1.73,19.41,6756,LIB-MFD004-1-02-1800-360,Small-scale,Beadbeating
MQ200703-133,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,126.8,125,A9,Bead Beating Time,F5,Bead Beating Optimization P2,13.63,22.43,1.9,1.89,20.52,7418,LIB-MFD004-1-03-1800-360,Small-scale,Beadbeating
MQ200703-134,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,360,6,125.2,125,B9,Bead Beating Time,G5,Bead Beating Optimization P2,20.73,6.23,1.69,1.29,3.88,6973,LIB-MFD004-1-01-1800-360,Small-scale,Beadbeating
MQ200703-135,MFD004,MFD004-3,2,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,360,6,123.5,125,A3,Bead Beating Optimization P2,H5,Bead Beating Optimization P2,21.11,14.55,1.91,1.84,12.5,6899,LIB-MFD004-3-02-1800-360,Small-scale,Beadbeating
MQ200703-136,MFD004,MFD004-3,3,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,360,6,130.4,125,B3,Bead Beating Optimization P2,A6,Bead Beating Optimization P2,27.1,12.11,1.87,1.97,10.41,8896,LIB-MFD004-3-03-1800-360,Small-scale,Beadbeating
MQ200703-137,MFD004,MFD004-3,1,PowerSoil Pro HT,Sand,Bead Beating,Fastprep-96,1800,360,6,120.3,125,C3,Bead Beating Optimization P2,B6,Bead Beating Optimization P2,30.33,14.54,1.77,1.78,12.03,8843,LIB-MFD004-3-01-1800-360,Small-scale,Beadbeating
MQ200703-138,MFD004,MFD004-4,2,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,360,6,117,125,A6,Bead Beating Optimization P2,C6,Bead Beating Optimization P2,26.68,43.72,1.9,2.05,40.69,9755,LIB-MFD004-4-02-1800-360,Small-scale,Beadbeating
MQ200703-139,MFD004,MFD004-4,3,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,360,6,124.2,125,B6,Bead Beating Optimization P2,D6,Bead Beating Optimization P2,28.46,49.1,1.89,2.05,45.8,9601,LIB-MFD004-4-03-1800-360,Small-scale,Beadbeating
MQ200703-140,MFD004,MFD004-4,1,PowerSoil Pro HT,Clay,Bead Beating,Fastprep-96,1800,360,6,119.6,125,C6,Bead Beating Optimization P2,E6,Bead Beating Optimization P2,19.69,49.7,1.9,2.08,45.56,8494,LIB-MFD004-4-01-1800-360,Small-scale,Beadbeating
MQ200703-141,MFD004,BLANK-1800,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,360,6,0,0,D6,Bead Beating Optimization P2,F6,Bead Beating Optimization P2,0.12,2.43,1.64,0.62,0.13,NA,LIB-BLANK-1800-01-1800-360,Small-scale,Beadbeating
MQ200703-142,,Plate2-PCR-POS,1,,PCR-POS,Bead Beating,Fastprep-96,,,,,,,,G6,Bead Beating Optimization P2,31.12,,,,,NA,LIB-Plate2-PCR-POS-01,Small-scale,Beadbeating
MQ200703-143,,Plate2-PCR-NEG,1,,PCR-NEG,Bead Beating,Fastprep-96,,,,,,,,H6,Bead Beating Optimization P2,0.1,,,,,NA,LIB-Plate2-PCR-NEG-01,Small-scale,Beadbeating
MQ200131-119,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,0,0,128.2,125,A1,Bead Beating Time,A1,LJ004-Plate 0,12.69,2.69,2.16,1.11,1.43,Not measured,LIB-MFD004-1-01-1800-0,Small-scale,Beadbeating_time
MQ200131-120,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,0,0,128.1,125,B1,Bead Beating Time,B1,LJ004-Plate 0,21.97,4.8,1.71,0.98,1.91,Not measured,LIB-MFD004-1-02-1800-0,Small-scale,Beadbeating_time
MQ200131-121,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,0,0,130.6,125,C1,Bead Beating Time,C1,LJ004-Plate 0,20.64,4.3,1.52,0.66,1.31,Not measured,LIB-MFD004-1-03-1800-0,Small-scale,Beadbeating_time
MQ200131-122,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,0,0,0.6,0.6,D1,Bead Beating Time,D1,LJ004-Plate 0,21.07,2.29,1.43,0.83,0.58,Not measured,LIB-MFD04-AS-01-1800-0,Small-scale,Beadbeating_time
MQ200131-123,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,0,0,0.6,0.6,E1,Bead Beating Time,E1,LJ004-Plate 0,14.91,1.87,1.21,0.07,0.36,Not measured,LIB-MFD04-AS-02-1800-0,Small-scale,Beadbeating_time
MQ200131-124,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,0,0,0.6,0.6,F1,Bead Beating Time,F1,LJ004-Plate 0,18.31,2.95,1.76,0.72,0.07,Not measured,LIB-MFD04-AS-03-1800-0,Small-scale,Beadbeating_time
MQ200131-125,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,0,0,0,0,G1,Bead Beating Time,G1,LJ004-Plate 0,0.1,1.02,1.61,0.49,0.03,Not measured,LIB-BLANK-01-1800-0,Small-scale,Beadbeating_time
MQ200131-126,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,60,1,129.5,125,H1,Bead Beating Time,H1,LJ004-Plate 0,13.89,9.82,1.66,1.18,4.59,Not measured,LIB-MFD004-1-01-1800-60,Small-scale,Beadbeating_time
MQ200131-127,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,60,1,122.7,125,A2,Bead Beating Time,A2,LJ004-Plate 0,21.39,8.64,1.72,1.5,4.88,Not measured,LIB-MFD004-1-02-1800-60,Small-scale,Beadbeating_time
MQ200131-128,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,60,1,120.9,125,B2,Bead Beating Time,B2,LJ004-Plate 0,20.39,18.25,1.71,1.07,5.31,Not measured,LIB-MFD004-1-03-1800-60,Small-scale,Beadbeating_time
MQ200131-129,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,60,1,0.6,0.6,C2,Bead Beating Time,C2,LJ004-Plate 0,22.57,5.57,1.69,1.23,2.67,Not measured,LIB-MFD04-AS-01-1800-60,Small-scale,Beadbeating_time
MQ200131-130,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,60,1,0.6,0.6,D2,Bead Beating Time,D2,LJ004-Plate 0,22.05,4.97,1.72,1.18,2.58,Not measured,LIB-MFD04-AS-02-1800-60,Small-scale,Beadbeating_time
MQ200131-131,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,60,1,0.6,0.6,E2,Bead Beating Time,E2,LJ004-Plate 0,19.99,7.25,1.61,0.72,2.34,Not measured,LIB-MFD04-AS-03-1800-60,Small-scale,Beadbeating_time
MQ200131-132,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,60,1,0,0,F2,Bead Beating Time,F2,LJ004-Plate 0,0.08,1.52,1.22,0.46,0.03,Not measured,LIB-BLANK-01-1800-60,Small-scale,Beadbeating_time
MQ200131-133,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,120,2,119.3,125,G2,Bead Beating Time,G2,LJ004-Plate 0,21.24,11.44,1.85,1.61,6.72,Not measured,LIB-MFD004-1-01-1800-120,Small-scale,Beadbeating_time
MQ200131-134,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,120,2,127.2,125,H2,Bead Beating Time,H2,LJ004-Plate 0,15.38,11.41,1.78,1.65,5.66,Not measured,LIB-MFD004-1-02-1800-120,Small-scale,Beadbeating_time
MQ200131-135,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,120,2,125.9,125,A3,Bead Beating Time,A3,LJ004-Plate 0,11.3,12.24,1.78,1.73,5.7,Not measured,LIB-MFD004-1-03-1800-120,Small-scale,Beadbeating_time
MQ200131-136,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,120,2,0.6,0.6,B3,Bead Beating Time,B3,LJ004-Plate 0,17.44,10.54,1.79,1.45,4.43,Not measured,LIB-MFD04-AS-01-1800-120,Small-scale,Beadbeating_time
MQ200131-137,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,120,2,0.6,0.6,C3,Bead Beating Time,C3,LJ004-Plate 0,12.85,10.55,1.83,1.22,5.67,Not measured,LIB-MFD04-AS-02-1800-120,Small-scale,Beadbeating_time
MQ200131-138,MFD004,MFD04-AS,3,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,120,2,0.6,0.6,D3,Bead Beating Time,D3,LJ004-Plate 0,17.96,11.13,1.75,1.44,4.52,Not measured,LIB-MFD04-AS-03-1800-120,Small-scale,Beadbeating_time
MQ200131-139,MFD004,BLANK,1,PowerSoil Pro HT,Blank,Bead Beating,Fastprep-96,1800,120,2,0,0,E3,Bead Beating Time,E3,LJ004-Plate 0,0.04,1.72,1.35,0.53,0.03,Not measured,LIB-BLANK-01-1800-120,Small-scale,Beadbeating_time
MQ200131-140,MFD004,MFD004-1,1,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,150,2.5,128.6,125,F3,Bead Beating Time,F3,LJ004-Plate 0,20.51,11.59,1.86,1.48,10.02,Not measured,LIB-MFD004-1-01-1800-150,Small-scale,Beadbeating_time
MQ200131-141,MFD004,MFD004-1,2,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,150,2.5,118.5,125,G3,Bead Beating Time,G3,LJ004-Plate 0,20.66,11.81,1.82,1.6,8.18,Not measured,LIB-MFD004-1-02-1800-150,Small-scale,Beadbeating_time
MQ200131-142,MFD004,MFD004-1,3,PowerSoil Pro HT,Organic,Bead Beating,Fastprep-96,1800,150,2.5,126.9,125,H3,Bead Beating Time,H3,LJ004-Plate 0,16.31,13.94,1.84,1.71,7.88,Not measured,LIB-MFD004-1-03-1800-150,Small-scale,Beadbeating_time
MQ200131-143,MFD004,MFD04-AS,1,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,150,2.5,0.6,0.6,A4,Bead Beating Time,A4,LJ004-Plate 0,21.67,3.67,1.92,1.04,2.64,Not measured,LIB-MFD04-AS-01-1800-150,Small-scale,Beadbeating_time
MQ200131-144,MFD004,MFD04-AS,2,PowerSoil Pro HT,Activated sludge,Bead Beating,Fastprep-96,1800,150,2.5,0.6,0.6,B4,Bead Beating Time,B4,LJ004-Plate 0,21.87,17.07,1.8,1.45,8.5,Not measured,LIB-MFD04-AS-02-1800-150,Small-scale,Beadbeating_time
